model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
Q2.5-7B,global,-10,0.8642448401078582,15.452376321880045,0.8858432522974908,29.01019287109375,-0.08630943298339844,,0.4695250988006592,0.0,0,128,0.0
Q2.5-7B,global,-8,0.8666413989849389,19.239931259052774,0.9007876515388489,22.55816650390625,-0.10739707946777344,,0.5146500319242477,0.0,0,128,0.0
Q2.5-7B,global,-6,0.8702032901346684,18.923637572803955,0.9026013570837677,22.08135986328125,-0.11090564727783203,,0.50846166908741,0.0078125,1,128,0.0078125
Q2.5-7B,global,-4,0.8887102645821869,20.753464261826274,0.9053553477860987,18.19219970703125,-0.09921836853027344,,0.5133043527603149,0.0,0,128,0.0
Q2.5-7B,global,-2,0.9281839369796216,16.92551144267021,0.898436913266778,25.58074951171875,-0.10106182098388672,,0.5197700262069702,0.0078125,1,128,0.0078125
Q2.5-7B,global,0,0.9999999972060323,100.00000000000004,0.9999999897554517,0.0,0.0,,1.0000076293945312,0.0,0,128,0.0
Q2.5-7B,global,2,0.9265187457203865,35.902395317201055,0.9146155049093068,3.92877197265625,0.012885093688964844,,0.5024397280067205,0.1484375,19,128,0.1484375
Q2.5-7B,global,4,0.9066183399409056,34.31554921332786,0.9109241631813347,6.19293212890625,0.011092185974121094,,0.5236293077468872,0.5546875,71,128,0.5546875
Q2.5-7B,global,6,0.878939644433558,29.231199829425563,0.900554871186614,15.42791748046875,0.03130626678466797,,0.5092428922653198,0.7109375,91,128,0.7109375
Q2.5-7B,global,8,0.8769911713898182,27.24471321692258,0.8970107096247375,17.83697509765625,0.034575462341308594,,0.49430203437805176,0.7734375,99,128,0.7734375
Q2.5-7B,global,10,0.8629497452639043,25.228245496987796,0.8914468185976148,26.79400634765625,0.03377056121826172,,0.4889366030693054,0.71875,92,128,0.71875
Q2.5-7B,prefix,-10,0.8907109792344272,18.15610697203499,0.8967939829453826,21.69488525390625,-0.0897073745727539,,0.8360157012939453,0.0078125,1,128,0.0078125
Q2.5-7B,prefix,-8,0.8898979015648365,23.49394044935665,0.9083760259672999,16.63763427734375,-0.10816001892089844,,0.884922981262207,0.0078125,1,128,0.0078125
Q2.5-7B,prefix,-6,0.8958119577728212,22.91728494480842,0.9097276236861944,15.06890869140625,-0.1105642318725586,,0.8686094284057617,0.0078125,1,128,0.0078125
Q2.5-7B,prefix,-4,0.9132757852785289,21.812537860125943,0.9076761333271861,15.01336669921875,-0.0980682373046875,,0.9073495864868164,0.0078125,1,128,0.0078125
Q2.5-7B,prefix,-2,0.9463986014015973,19.715519637458492,0.9070724211633205,20.19171142578125,-0.10140228271484375,,0.902287483215332,0.0234375,3,128,0.0234375
Q2.5-7B,prefix,0,0.9999999972060323,100.00000000000004,0.9999999897554517,0.0,0.0,,1.0000076293945312,0.0,0,128,0.0
Q2.5-7B,prefix,2,0.9502511858008802,48.328125695839226,0.9346544877626002,2.49346923828125,-0.008853912353515625,,0.8935346603393555,0.0859375,11,128,0.0859375
Q2.5-7B,prefix,4,0.9228007439523935,36.57423832203045,0.9153083898127079,4.87518310546875,0.012412071228027344,,0.8912594318389893,0.5234375,67,128,0.5234375
Q2.5-7B,prefix,6,0.8900189315900207,33.707468184517914,0.9112045993097126,7.712890625,0.024268150329589844,,0.8727035522460938,0.5859375,75,128,0.5859375
Q2.5-7B,prefix,8,0.8864230215549469,33.126532736491136,0.9114110837690532,8.77655029296875,0.02759075164794922,,0.8675522804260254,0.6171875,79,128,0.6171875
Q2.5-7B,prefix,10,0.8780707460828125,30.83777591710672,0.9058377076871693,12.99420166015625,0.034470558166503906,,0.8512649536132812,0.5859375,75,128,0.5859375
Q2.5-7B,suffix,-10,0.8857657946646214,23.340789049640748,0.8940983144566417,11.40191650390625,-0.05257415771484375,,0.5050252676010132,0.0,0,128,0.0
Q2.5-7B,suffix,-8,0.8925930904224515,26.317649939835167,0.908300471957773,8.53814697265625,-0.058157920837402344,,0.5595757253468037,0.0,0,128,0.0
Q2.5-7B,suffix,-6,0.8976785428822041,26.05864506757718,0.908929314929992,9.0968017578125,-0.0672597885131836,,0.561765193939209,0.0,0,128,0.0
Q2.5-7B,suffix,-4,0.9138600770384073,29.763845172728562,0.9131571450270712,4.7398681640625,-0.05894279479980469,,0.5614821910858154,0.0,0,128,0.0
Q2.5-7B,suffix,-2,0.9588048974983394,38.54698747553555,0.9227450522594154,3.15093994140625,-0.028967857360839844,,0.618009090423584,0.0234375,3,128,0.0234375
Q2.5-7B,suffix,0,0.9999999972060323,100.00000000000004,0.9999999897554517,0.0,0.0,,1.0000076293945312,0.0,0,128,0.0
Q2.5-7B,suffix,2,0.9613912971690297,44.36159753815455,0.9283626000396907,0.935791015625,-0.012108802795410156,,0.5432436764240265,0.15625,20,128,0.15625
Q2.5-7B,suffix,4,0.9279412562027574,39.58719216415481,0.9208278586156666,1.8787841796875,-0.0011301040649414062,,0.5609245449304581,0.2421875,31,128,0.2421875
Q2.5-7B,suffix,6,0.8993102926760912,35.9212334825122,0.9116737032309175,3.000732421875,0.018907546997070312,,0.5499880015850067,0.421875,54,128,0.421875
Q2.5-7B,suffix,8,0.895576149225235,34.75583752199796,0.9109121789224446,2.90631103515625,0.02119731903076172,,0.5525526404380798,0.4765625,61,128,0.4765625
Q2.5-7B,suffix,10,0.8883646978065372,30.95805319485828,0.9024286223575473,7.4986572265625,0.02690410614013672,,0.5035058856010437,0.734375,94,128,0.734375
