model,place,strength,silhouette,asr
Q2.5-1.5B,prefix,0,0.5387461185455322,
Q2.5-1.5B,prefix,10,0.5223718881607056,
Q2.5-1.5B,prefix,25,0.5285158753395081,
Q2.5-1.5B,prefix,50,0.4824475944042206,
Q2.5-1.5B,prefix,75,0.538028359413147,
Q2.5-1.5B,prefix,100,0.5224841833114624,
Q2.5-1.5B,suffix,0,0.5387461185455322,
Q2.5-1.5B,suffix,10,0.5039918422698975,
Q2.5-1.5B,suffix,25,0.530367910861969,
Q2.5-1.5B,suffix,50,0.549809455871582,
Q2.5-1.5B,suffix,75,0.5207305550575256,
Q2.5-1.5B,suffix,100,0.5081959366798401,
Q2.5-1.5B,global,0,0.5387461185455322,
Q2.5-1.5B,global,10,0.5036050081253052,
Q2.5-1.5B,global,25,0.43129709362983704,
Q2.5-1.5B,global,50,0.5193955302238464,
Q2.5-1.5B,global,75,0.5162743926048279,
Q2.5-1.5B,global,100,0.49660104513168335,
