model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G4-E4B,global,-10,0.8649463355541229,23.374838874551255,0.8920555077493191,23.902862548828125,0.03490447998046875,0.6791534423828125,0.0625,1,16,0.0625
G4-E4B,global,-8,0.867264848202467,24.908317937788418,0.9026407934725285,27.001068115234375,0.024530410766601562,0.73956298828125,0.0625,1,16,0.0625
G4-E4B,global,-6,0.8710006289184093,25.72070538333754,0.9030029959976673,26.520751953125,0.025369644165039062,0.748016357421875,0.0625,1,16,0.0625
G4-E4B,global,-4,0.8889910206198692,24.270945777439156,0.9009986110031605,26.585723876953125,0.018085479736328125,0.7453155517578125,0.0625,1,16,0.0625
G4-E4B,global,-2,0.9277999512851238,21.035518004246295,0.8946998678147793,26.59693145751953,0.025331497192382812,0.7142333984375,0.0625,1,16,0.0625
G4-E4B,global,0,0.9999999962747097,100.00000000000004,0.9999999925494194,0.0,0.0,1.0,0.0,0,16,0.0
G4-E4B,global,2,0.9263353683054447,43.84700545365837,0.9195547848939896,4.41015625,0.009708404541015625,0.843780517578125,0.25,4,16,0.25
G4-E4B,global,4,0.9069052115082741,42.3243083307585,0.9152118153870106,11.761322021484375,0.010860443115234375,0.6706085205078125,0.5,8,16,0.5
G4-E4B,global,6,0.8789215534925461,30.533093164440746,0.9051505737006664,13.079864501953125,0.001216888427734375,0.6198272705078125,0.375,6,16,0.375
G4-E4B,global,8,0.877820398658514,34.51090671104419,0.9097928553819656,11.758834838867188,0.00225830078125,0.6330108642578125,0.3125,5,16,0.3125
G4-E4B,global,10,0.8635805584490299,40.21937677701053,0.9153132252395153,15.030746459960938,0.01338958740234375,0.522674560546875,0.4375,7,16,0.4375
G4-E4B,prefix,-10,0.890691015869379,28.286564129649694,0.9130061827600002,15.92315673828125,0.029569625854492188,0.73431396484375,0.0625,1,16,0.0625
G4-E4B,prefix,-8,0.8903329782187939,21.97303319269917,0.9023913368582726,23.407073974609375,0.0238494873046875,0.720855712890625,0.0625,1,16,0.0625
G4-E4B,prefix,-6,0.8952227383852005,25.447028043545274,0.907731406390667,21.02197265625,0.02555084228515625,0.751068115234375,0.0625,1,16,0.0625
G4-E4B,prefix,-4,0.9132032096385956,27.461070798442528,0.9152969755232334,22.297042846679688,0.0292816162109375,0.768218994140625,0.0,0,16,0.0
G4-E4B,prefix,-2,0.9459996558725834,25.608917902185393,0.9151934906840324,22.950347900390625,0.01769256591796875,0.7423095703125,0.0,0,16,0.0
G4-E4B,prefix,0,0.9999999962747097,100.00000000000004,0.9999999925494194,0.0,0.0,1.0,0.0,0,16,0.0
G4-E4B,prefix,2,0.9503234140574932,62.281244426995926,0.9507396630942822,3.045318603515625,-0.001338958740234375,0.955230712890625,0.125,2,16,0.125
G4-E4B,prefix,4,0.9229813627898693,46.87350350856981,0.927503202110529,8.752517700195312,0.00848388671875,0.7478790283203125,0.375,6,16,0.375
G4-E4B,prefix,6,0.8910356909036636,45.917439267195675,0.9324988350272179,9.561180114746094,0.0049571990966796875,0.681640625,0.3125,5,16,0.3125
G4-E4B,prefix,8,0.8873001225292683,41.09751465642245,0.9279675222933292,9.729347229003906,0.0075511932373046875,0.6536102294921875,0.375,6,16,0.375
G4-E4B,prefix,10,0.8801500387489796,40.572238602000446,0.9203886613249779,12.759780883789062,0.007823944091796875,0.5613555908203125,0.5,8,16,0.5
G4-E4B,suffix,-10,0.8865560069680214,31.013354914987403,0.9066456146538258,17.690994262695312,0.022075653076171875,0.77410888671875,0.0,0,16,0.0
G4-E4B,suffix,-8,0.8927233479917049,34.361815227002666,0.9145861752331257,14.755058288574219,0.026956558227539062,0.799407958984375,0.0,0,16,0.0
G4-E4B,suffix,-6,0.8978351056575775,35.17959096573598,0.9147899858653545,14.711402893066406,0.026929855346679688,0.8126220703125,0.0,0,16,0.0
G4-E4B,suffix,-4,0.913530770689249,39.56441549106549,0.9244189709424973,10.4114990234375,0.020499229431152344,0.834625244140625,0.0,0,16,0.0
G4-E4B,suffix,-2,0.9586566388607025,49.14496884627405,0.9355947859585285,3.3775405883789062,-0.0011444091796875,0.96514892578125,0.0,0,16,0.0
G4-E4B,suffix,0,0.9999999962747097,100.00000000000004,0.9999999925494194,0.0,0.0,1.0,0.0,0,16,0.0
G4-E4B,suffix,2,0.9601531513035297,56.51722524918313,0.9387672208249569,2.213043212890625,-0.0006275177001953125,0.955047607421875,0.3125,5,16,0.3125
G4-E4B,suffix,4,0.9265744574368,41.94328460044514,0.9184822589159012,3.55767822265625,0.0032291412353515625,0.856781005859375,0.1875,3,16,0.1875
G4-E4B,suffix,6,0.8996900245547295,39.13638870839735,0.9155738428235054,4.1951751708984375,0.013452529907226562,0.79803466796875,0.25,4,16,0.25
G4-E4B,suffix,8,0.8959431350231171,40.37529673373775,0.9162308871746063,3.839447021484375,0.013841629028320312,0.797821044921875,0.25,4,16,0.25
G4-E4B,suffix,10,0.889074195176363,37.40305717434551,0.9140000902116299,5.659149169921875,0.013248443603515625,0.7369232177734375,0.5,8,16,0.5
