model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
Q3.5-9B,global,-10,0.888050239533186,29.429965318944323,0.8943165577948093,31.2890625,0.031494140625,0.68017578125,0.0,0,16,0.0
Q3.5-9B,global,-8,0.8913266845047474,30.64886185449629,0.8954491801559925,30.1171875,0.02252197265625,0.7021484375,0.0,0,16,0.0
Q3.5-9B,global,-6,0.8955195248126984,31.11562462029187,0.8985804952681065,29.578125,0.02349853515625,0.7041015625,0.0,0,16,0.0
Q3.5-9B,global,-4,0.9129651263356209,29.67652195953192,0.8928757458925247,29.3359375,0.020263671875,0.712646484375,0.0,0,16,0.0
Q3.5-9B,global,-2,0.953335102647543,47.724207010937455,0.9351847097277641,26.0546875,0.0015869140625,0.713623046875,0.0,0,16,0.0
Q3.5-9B,global,0,0.9999999850988388,100.00000000000004,1.0,0.0,0.0,0.9990234375,0.0,0,16,0.0
Q3.5-9B,global,2,0.9496558085083961,68.612694116706,0.959439717233181,3.46875,0.01409912109375,0.844482421875,0.0,0,16,0.0
Q3.5-9B,global,4,0.9373595900833607,45.685662431643536,0.9301460199058056,8.640625,0.01495361328125,0.810546875,0.125,2,16,0.125
Q3.5-9B,global,6,0.906859528273344,35.222074171783696,0.9060769453644753,12.69140625,0.011962890625,0.800537109375,0.25,4,16,0.25
Q3.5-9B,global,8,0.905231948941946,34.0369017547734,0.9030065648257732,15.9375,0.01007080078125,0.79638671875,0.3125,5,16,0.3125
Q3.5-9B,global,10,0.892302718013525,34.84203808311651,0.9052542299032211,18.2265625,0.00775146484375,0.788818359375,0.4375,7,16,0.4375
Q3.5-9B,prefix,-10,0.916380986571312,33.53564121182339,0.9054679162800312,27.171875,0.02490234375,0.699462890625,0.0,0,16,0.0
Q3.5-9B,prefix,-8,0.915250726044178,34.404081797953744,0.9081003442406654,27.1171875,0.015869140625,0.706298828125,0.0625,1,16,0.0625
Q3.5-9B,prefix,-6,0.9165540896356106,35.12930577916224,0.9102331548929214,27.53125,0.01373291015625,0.711669921875,0.0625,1,16,0.0625
Q3.5-9B,prefix,-4,0.9393375031650066,35.8236277751579,0.9091302268207073,25.46875,0.01751708984375,0.72998046875,0.0,0,16,0.0
Q3.5-9B,prefix,-2,0.9679057858884335,50.18559796867924,0.9410346373915672,22.4140625,-0.0067138671875,0.7275390625,0.0,0,16,0.0
Q3.5-9B,prefix,0,0.9999999850988388,100.00000000000004,1.0,0.0,0.0,0.9990234375,0.0,0,16,0.0
Q3.5-9B,prefix,2,0.9662378951907158,68.88641291728378,0.9635445512831211,1.8671875,-0.0025634765625,0.84912109375,0.0,0,16,0.0
Q3.5-9B,prefix,4,0.9494406096637249,57.77272343239853,0.9470341727137566,5.208984375,0.00738525390625,0.81884765625,0.0,0,16,0.0
Q3.5-9B,prefix,6,0.9168796800076962,43.46938587826595,0.9196892194449902,9.1953125,0.0047607421875,0.805419921875,0.0,0,16,0.0
Q3.5-9B,prefix,8,0.9140863716602325,40.69489775803098,0.9139981456100941,10.4609375,0.00335693359375,0.801513671875,0.0625,1,16,0.0625
Q3.5-9B,prefix,10,0.906008817255497,40.46960848604528,0.9174906946718693,11.9609375,0.00408935546875,0.7978515625,0.0625,1,16,0.0625
Q3.5-9B,suffix,-10,0.9115969017148018,30.200227473049516,0.8949907906353474,28.2109375,0.01129150390625,0.71923828125,0.0,0,16,0.0
Q3.5-9B,suffix,-8,0.9187133051455021,34.164882783060875,0.8970688283443451,21.109375,0.0103759765625,0.772216796875,0.0,0,16,0.0
Q3.5-9B,suffix,-6,0.9223170951008797,35.863825081081906,0.8989695236086845,20.75,0.01165771484375,0.781005859375,0.0,0,16,0.0
Q3.5-9B,suffix,-4,0.9388536214828491,38.54254181147013,0.9071201682090759,20.7265625,0.00823974609375,0.775390625,0.0,0,16,0.0
Q3.5-9B,suffix,-2,0.9741844199597836,64.00333939717088,0.9536591693758965,5.421875,-0.001953125,0.859375,0.0,0,16,0.0
Q3.5-9B,suffix,0,0.9999999850988388,100.00000000000004,1.0,0.0,0.0,0.9990234375,0.0,0,16,0.0
Q3.5-9B,suffix,2,0.9782161191105843,73.62152698122449,0.9649153351783752,4.357421875,0.00689697265625,0.903564453125,0.0625,1,16,0.0625
Q3.5-9B,suffix,4,0.9528141655027866,60.203292121037045,0.945166852325201,8.58203125,0.01043701171875,0.865478515625,0.1875,3,16,0.1875
Q3.5-9B,suffix,6,0.9257288984954357,48.69348338705639,0.91825320571661,10.25390625,0.02191162109375,0.8447265625,0.0625,1,16,0.0625
Q3.5-9B,suffix,8,0.9215928539633751,47.83714162366265,0.9177070446312428,11.078125,0.0201416015625,0.84130859375,0.0625,1,16,0.0625
Q3.5-9B,suffix,10,0.9107635319232941,42.22132082430095,0.9092542007565498,14.5,0.024658203125,0.8232421875,0.1875,3,16,0.1875
