model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_mirroring_rate,delta_entropy
gemini-2.5-flash,0,global,interrogative,trivia_qa,What general name is given to a rotating star which emits a regular beat of radiation?,What is the general name given to a rotating star that emits a regular beat of radiation?,0.9823603630065918,The general,The general name given,31.947155212313625,0.8617590069770813,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,1,global,interrogative,trivia_qa,"""Which Gilbert and Sullivan operetta is sub titled 'The Witches Curse""""?""",Which Gilbert and Sullivan operetta is subtitled 'The Witches Curse'?,0.9428929686546326,The Gilbert and Sullivan,None of the Gilbert,15.97357760615681,0.8526663184165955,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,2,global,interrogative,trivia_qa,Which English cricketer had figures for bowling 10 for 53 against Australia 1956?,Which English cricketer had bowling figures of 10 for 53 against Australia in 1956?,0.979618489742279,The English cricketer who,That would be **,0.0,0.8005833625793457,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,3,global,interrogative,trivia_qa,Wolf Mankowitz wrote the 1953 novel ‘A Kid For Two….’what’?,Did Wolf Mankowitz write the 1953 novel ‘A Kid For Two….’?,0.9410607218742372,The novel is titled,"No,",0.0,0.8171750903129578,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,4,global,interrogative,trivia_qa,Who is the patron saint of dancers?,Who is the patron saint of dancers?,1.0,The patron saint of,The patron saint of,100.00000000000004,1.0,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,5,global,interrogative,trivia_qa,"Published on Feb 21, 1848, which two authors were responsible for the Communist Manifesto?","Which two authors were responsible for the Communist Manifesto, published on Feb 21, 1848?",0.9577365517616272,The,The two authors,0.0,0.8456830978393555,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,6,global,interrogative,trivia_qa,The fortified wine drink Sherry is named after what town?,What town is the fortified wine drink Sherry named after?,0.9424935579299928,Sher,The fortified,0.0,0.8951866030693054,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,7,global,interrogative,trivia_qa,The nickname for Dumfries became the name of which Scottish football club?,Which Scottish football club became known by the nickname for Dumfries?,0.9368919134140016,The nickname,The,0.0,0.876041054725647,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,8,global,interrogative,trivia_qa,The revolutionary group the Sandinistas were active in which country?,In which country were the revolutionary group the Sandinistas active?,0.9573262333869934,The Sandinistas were active in **Nicaragua**.,The revolutionary,0.0,0.841866135597229,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,9,global,interrogative,trivia_qa,Who was the conservative candidate beaten by Ken Livingstone in the first two elections for Mayor of London?,Who was the conservative candidate that Ken Livingstone beat in the first two elections for Mayor of London?,0.9766658544540404,The Conservative candidate,The conservative candidate that,18.99589214128981,0.910605251789093,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,10,global,interrogative,trivia_qa,"""Who said, To err is human but it feels divine?""""""","Who is the person that said, ""To err is human but it feels divine?""",0.92384135723114,That's a,The person who said,0.0,0.8518779873847961,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,11,global,interrogative,trivia_qa,"When Mr Benn was looking for an adventure, what type of shop did he visit?",What type of shop did Mr Benn visit when he was looking for an adventure?,0.9532842040061952,Mr.,Mr Benn visited a,15.97357760615681,0.877842366695404,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,12,global,interrogative,trivia_qa,What was made and repaired by a Wainwright?,What is made and repaired by a Wainwright?,0.9819704294204712,A Wainwright was a,A Wainwright is,0.0,0.9597167372703552,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,13,global,interrogative,trivia_qa,"The War of the Triple Alliance (1864 - 1870) was fought between the allied countries of Argentina, Brazil, and Uruguay and which other country?","Which other country was involved in the War of the Triple Alliance (1864 - 1870), fought between the allied countries of Argentina, Brazil, and Uruguay?",0.9576331973075868,The,The other,0.0,0.8943907022476196,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,14,global,interrogative,trivia_qa,What city will host the 2016 Olympics?,Which city will host the 2016 Olympics?,0.9998047351837158,The city,The city that hosted,31.947155212313625,0.8893929123878479,,,,,0.0,0.0,0.0,,,
gemini-2.5-flash,15,global,interrogative,trivia_qa,Mount Entoto is the highest peak overlooking which African capital city?,"Which African capital city is overlooked by Mount Entoto, the highest peak?",0.9205375909805298,Mount Entoto,The African capital,0.0,0.7996201515197754,,,,,0.0,0.0,0.0,,,
