model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
Q2.5-7B,global,0,0.9999999874271452,100.00000000000004,0.9999999105930328,0.0,0.0,,1.0001220703125,0.0
Q2.5-7B,global,1,0.9731337437406182,20.279685867822483,0.8919070959091187,-0.84912109375,-0.0203399658203125,,0.6214607357978821,0.0
Q2.5-7B,global,3,0.9368439265526832,34.65073060684635,0.909154325723648,-1.78271484375,-0.0390815734863281,,0.4940824694931507,0.0
Q2.5-7B,global,5,0.909081852529198,34.885958505556545,0.9149355292320251,-2.566162109375,-0.045684814453125,,0.4543251320719719,0.0
Q2.5-7B,global,10,0.866052960511297,14.991095161748552,0.8814650028944016,-2.9736328125,-0.0581398010253906,,0.3783742785453796,0.0
Q2.5-7B,global,20,0.8179045743308961,8.79772956814567,0.8638602048158646,-3.61865234375,-0.0599365234375,,0.3010634332895279,0.0
Q2.5-7B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999105930328,0.0,0.0,,1.0001220703125,0.0
Q2.5-7B,prefix,1,0.9798993356525898,84.72137366892842,0.9847138822078704,0.9210205078125,-0.0212821960449218,,0.8424086570739746,0.0
Q2.5-7B,prefix,3,0.9664045907557012,34.71671535836316,0.9179047048091888,0.514892578125,-0.0332756042480468,,0.7144535779953003,0.0
Q2.5-7B,prefix,5,0.9549343390390276,32.95172238124762,0.9128579050302504,2.088623046875,-0.0376777648925781,,0.6386080384254456,0.0
Q2.5-7B,prefix,10,0.9328505736775696,35.669976532091795,0.9207026958465576,2.072265625,-0.031158447265625,,0.5037557184696198,0.0
Q2.5-7B,prefix,20,0.8982500159181654,34.323995018118936,0.90933795273304,2.6630859375,-0.026824951171875,,0.4720579721033573,0.0
Q2.5-7B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999105930328,0.0,0.0,,1.0001220703125,0.0
Q2.5-7B,suffix,1,0.9825077159330248,55.192681640314376,0.940767541527748,-1.8907470703125,-0.0029373168945312,,0.8147547245025635,0.0
Q2.5-7B,suffix,3,0.9680624366737902,58.50326392772548,0.947608694434166,-1.6759033203125,-0.0207366943359375,,0.5483725070953369,0.0
Q2.5-7B,suffix,5,0.9578905613161623,25.522283462021264,0.9036625474691392,-1.7451171875,-0.0305023193359375,,0.520503044128418,0.0
Q2.5-7B,suffix,10,0.936205831822008,24.7549201127325,0.9009067118167876,-1.3983154296875,-0.0374908447265625,,0.4550529569387436,0.0
Q2.5-7B,suffix,20,0.8982825381681323,31.08069428606153,0.9135914742946624,-1.1968994140625,-0.0387153625488281,,0.3520406745374203,0.0
