model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
Q3.5-9B,global,-10,0.8805632255971432,29.645755452180815,0.8880150727927685,30.765625,0.06207275390625,0.716064453125,0.0,0,16,0.0
Q3.5-9B,global,-8,0.8833330012857914,30.996800014595326,0.8913198560476303,29.265625,0.05511474609375,0.740966796875,0.0,0,16,0.0
Q3.5-9B,global,-6,0.8873738758265972,31.134827331872987,0.89041942730546,29.859375,0.05535888671875,0.740478515625,0.0,0,16,0.0
Q3.5-9B,global,-4,0.9052863717079163,30.09081130324451,0.8879217505455017,29.6640625,0.05316162109375,0.75048828125,0.0,0,16,0.0
Q3.5-9B,global,-2,0.9468652680516243,43.94631749543775,0.9196480698883533,26.1640625,0.03924560546875,0.7607421875,0.0,0,16,0.0
Q3.5-9B,global,0,0.9999999962747097,100.00000000000004,0.9999999813735485,0.0,0.0,0.99853515625,0.0,0,16,0.0
Q3.5-9B,global,2,0.9405570402741432,48.10884202125462,0.9249163530766964,4.64453125,0.03314208984375,0.88427734375,0.125,2,16,0.125
Q3.5-9B,global,4,0.9266189225018024,39.001449658830246,0.911286748945713,9.328125,0.03680419921875,0.853515625,0.0625,1,16,0.0625
Q3.5-9B,global,6,0.898324504494667,32.54940445887796,0.8931002356112003,15.5546875,0.03021240234375,0.839599609375,0.0625,1,16,0.0625
Q3.5-9B,global,8,0.8961260169744492,32.211856580825376,0.891445480287075,18.4296875,0.03265380859375,0.835205078125,0.1875,3,16,0.1875
Q3.5-9B,global,10,0.8839566148817539,30.85601789133959,0.8868676871061325,21.6640625,0.0379638671875,0.828125,0.25,4,16,0.25
Q3.5-9B,prefix,-10,0.907430924475193,35.450846099305714,0.8982759676873684,26.28125,0.0572509765625,0.746337890625,0.0,0,16,0.0
Q3.5-9B,prefix,-8,0.9067522771656513,37.245909580699454,0.9044414535164833,26.453125,0.0469970703125,0.751220703125,0.0,0,16,0.0
Q3.5-9B,prefix,-6,0.90679881721735,38.03000707156375,0.9062004238367081,26.71875,0.039794921875,0.758056640625,0.0,0,16,0.0
Q3.5-9B,prefix,-4,0.9298138916492462,38.2640090023222,0.9055417962372303,25.640625,0.0445556640625,0.76611328125,0.0,0,16,0.0
Q3.5-9B,prefix,-2,0.9616884104907513,48.108232022873636,0.9283445253968239,25.0625,0.02996826171875,0.772705078125,0.0,0,16,0.0
Q3.5-9B,prefix,0,0.9999999962747097,100.00000000000004,0.9999999813735485,0.0,0.0,0.99853515625,0.0,0,16,0.0
Q3.5-9B,prefix,2,0.9588225595653057,56.480821762828796,0.9377856180071831,2.87890625,0.0166015625,0.892578125,0.125,2,16,0.125
Q3.5-9B,prefix,4,0.9398515708744526,47.704214956077486,0.9256151728332043,5.59375,0.02923583984375,0.86767578125,0.0625,1,16,0.0625
Q3.5-9B,prefix,6,0.9075472094118595,39.88998763142827,0.9053247943520546,11.40625,0.029052734375,0.848388671875,0.0,0,16,0.0
Q3.5-9B,prefix,8,0.9035547375679016,38.68385258002482,0.9051510952413082,12.84375,0.0286865234375,0.845458984375,0.0,0,16,0.0
Q3.5-9B,prefix,10,0.8968393169343472,37.28020407200892,0.9021958969533443,14.9765625,0.03131103515625,0.84130859375,0.0625,1,16,0.0625
Q3.5-9B,suffix,-10,0.9022413715720177,31.62981098939693,0.8898869343101978,28.9375,0.0316162109375,0.7724609375,0.0,0,16,0.0
Q3.5-9B,suffix,-8,0.9094698987901211,32.698844964644145,0.8879466578364372,25.328125,0.0360107421875,0.815673828125,0.0,0,16,0.0
Q3.5-9B,suffix,-6,0.9135584495961666,32.86207285343018,0.8868527635931969,25.3671875,0.03765869140625,0.82080078125,0.0,0,16,0.0
Q3.5-9B,suffix,-4,0.9293714947998524,34.43198778589762,0.8961947150528431,24.7421875,0.0352783203125,0.822021484375,0.0,0,16,0.0
Q3.5-9B,suffix,-2,0.9642535820603371,56.70723827203645,0.9382535256445408,7.59375,0.0074462890625,0.900146484375,0.0,0,16,0.0
Q3.5-9B,suffix,0,0.9999999962747097,100.00000000000004,0.9999999813735485,0.0,0.0,0.99853515625,0.0,0,16,0.0
Q3.5-9B,suffix,2,0.9734267815947533,60.58642595793827,0.9442671909928322,4.7578125,0.01953125,0.922119140625,0.0625,1,16,0.0625
Q3.5-9B,suffix,4,0.942832563072443,44.972839965657386,0.9211911261081696,10.09375,0.01898193359375,0.88916015625,0.125,2,16,0.125
Q3.5-9B,suffix,6,0.915290642529726,39.48930371876836,0.8983009532094002,12.75,0.02679443359375,0.870361328125,0.0625,1,16,0.0625
Q3.5-9B,suffix,8,0.9112066440284252,36.580264697023516,0.8920297548174858,13.5234375,0.028076171875,0.864990234375,0.0,0,16,0.0
Q3.5-9B,suffix,10,0.900650180876255,32.09330534578475,0.8856861107051373,17.4609375,0.03155517578125,0.8486328125,0.125,2,16,0.125
