model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_mirroring_rate,delta_entropy
claude-sonnet-4-6,0,global,interrogative,natural_questions,who did deion sanders go in the hall of fame as,Who did Deion Sanders go into the Hall of Fame as?,0.9090046882629396,"Deion Sanders was inducted into the **Pro Football Hall of Fame in 2011** as a **cornerback**, representing his career primarily with teams including the Atlanta Falcons, San Francisco 49ers, Dallas Cowboys, and others.",Deion Sanders was inducted into the **Pro Football Hall of Fame in 2011** as a **cornerback**. He played primarily as a cornerback (and also as a wide receiver) during his NFL career.,52.99229449698088,0.9327980875968932,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,1,global,interrogative,natural_questions,what is the title of the person who runs the house of representatives,What is the title of the person who runs the House of Representatives?,0.971059024333954,The person who runs the U.S. House of Representatives is called the **Speaker of the House**. The Speaker is elected by the members of the House and is the presiding officer and leader of the chamber.,The person who runs the House of Representatives is called the **Speaker of the House**. The Speaker is elected by the members of the House and serves as its presiding officer and leader.,69.83181234670631,0.9748832583427428,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,2,global,interrogative,natural_questions,why did france decide to aid the united states in its war for independence,Why did France decide to aid the United States in its war for independence?,0.9638338088989258,"## France's Decision to Aid the American Revolution

France decided to support the American colonies for several interconnected reasons:

### Strategic/Political Motivations
- **Revenge against Britain** - France had suffered a humiliating defeat in the Seven Years' War (1756-1763), losing significant territory in North America and India. Supporting American independence was seen as a way to weaken Britain
- **Balance of power** - Weakening Britain would restore France's position as","France's decision to aid the American Revolution was driven by several interconnected motivations:

**Strategic and Geopolitical Reasons**
- France sought revenge and compensation for its humiliating defeat in the Seven Years' War (1756-1763), which had cost it significant territory in North America and India
- Weakening Britain by helping its colonies break away served French strategic interests directly
- France wanted to restore its position as the dominant European power

**Balance of Power",31.88993366373384,0.9213950634002686,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,3,global,interrogative,natural_questions,yo la tengo theres a riot going on release date,"What is the release date for Yo La Tengo's ""There's a Riot Going On""?",0.8477321267127991,"**""There's a Riot Goin' On""** by **Sly & the Family Stone** was released on **November 1, 1971**. 🎵","Yo La Tengo's *There's a Riot Going On* was released on **March 16, 2018**.",19.87958326863978,0.8920239210128784,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,4,global,interrogative,natural_questions,who played the hobbits in the lord of the rings,Who played the hobbits in The Lord of the Rings?,0.9419450163841248,"Here are the main Hobbit actors in **The Lord of the Rings** trilogy:

- **Frodo Baggins** – Elijah Wood
- **Samwise Gamgee** – Sean Astin
- **Meriadoc ""Merry"" Brandybuck** – Dominic Monaghan
- **Peregrin ""Pippin"" Took** – Billy Boyd
- **Bilbo","In Peter Jackson's **The Lord of the Rings** film trilogy, the main hobbit characters were played by:

- **Elijah Wood** as Frodo Baggins
- **Sean Astin** as Samwise Gamgee
- **Dominic Monaghan** as Meriadoc ""Merry"" Brandybuck
- **Billy Boyd** as Peregrin ""Pippin"" Took

Ian",36.5342236956617,0.9198928475379944,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,5,global,interrogative,natural_questions,who played the doctor in band of brothers,Who played the doctor in Band of Brothers?,0.9330207109451294,"In **Band of Brothers**, the role of the medic (not a doctor) **Eugene ""Doc"" Roe** was played by **Shane Taylor**.

If you're thinking of a specific doctor or medical character, feel free to clarify and I can help further!","Could you be more specific about which doctor you mean? **Band of Brothers** features a few medical characters. One notable one is **Eugene Roe**, the medic of Easy Company, who was played by **Shane Taylor**.

If you're thinking of a different medical character, let me know and I can try to help further.",39.055410822891865,0.917965531349182,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,6,global,interrogative,natural_questions,short notes on characters of merchant of venice,What are the short notes on the characters of Merchant of Venice?,0.8771933913230896,"# Characters of The Merchant of Venice

## Major Characters

### 1. **Antonio**
- The merchant of Venice; title character
- Generous, loyal, and melancholic
- Borrows money from Shylock for his friend Bassanio
- Risks his life (pound of flesh) out of friendship
- Represents Christian values of love and sacrifice

### 2. **Shylock**
- Jewish moneylender","# Characters of The Merchant of Venice - Short Notes

## Main Characters

### 1. **Antonio**
- The **merchant of Venice** and the title character
- Generous, loyal, and melancholic by nature
- Borrows money from Shylock for his friend Bassanio
- Signs the **bond of a pound of flesh**
- Represents **Christian virtue and friendship**
- Risks his life for love and friendship

---",48.67930687253519,0.9397189021110536,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,7,global,interrogative,natural_questions,did the movie rocky win any academy awards,Did the movie Rocky win any Academy Awards?,0.9338464736938475,"Yes, **Rocky** (1976) won **3 Academy Awards**:

- **Best Picture**
- **Best Director** (John G. Avildsen)
- **Best Film Editing**

It was also nominated for several other Oscars, including Best Actor for Sylvester Stallone and Best Original Screenplay, among others.","Yes, **Rocky** (1976) won three Academy Awards:

- **Best Picture**
- **Best Director** (John G. Avildsen)
- **Best Film Editing**

It was also nominated in several other categories, including Best Actor for Sylvester Stallone and Best Original Screenplay. It was a major awards success for that year.",73.01573146911701,0.9784895777702332,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,8,global,interrogative,natural_questions,where does the show the path take place,"Where does the show ""The Path"" take place?",0.904777467250824,"**The Path** (Hulu drama series, 2016–2018) is set primarily in **upstate New York**, centered around a fictional religious/spiritual movement called **Meyerism**. The show features locations like the movement's compound and surrounding communities in that region.","The TV series *The Path* (Hulu, 2016–2018) is primarily set in upstate New York, centered around a fictional religious movement called Meyerism.",18.16440818650962,0.9392080307006836,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,9,global,interrogative,natural_questions,when did michigan last win a national championship,When did Michigan last win a national championship?,0.9570222496986388,"Michigan's last national championship in college football was in **1997**, when they shared the title with Nebraska. Michigan finished the season undefeated and was awarded the national championship by the Associated Press (AP Poll), while Nebraska won the Orange Bowl and was recognized by the coaches' poll (USA Today/ESPN).

In other sports, Michigan has won various national titles at different times. Could you clarify if you're asking about a specific sport?","Michigan's most recent national championship in college football was in **1997**, when the Wolverines shared the title with Nebraska. Michigan finished the season undefeated and was awarded the national championship by the Associated Press poll.",27.09500666377332,0.9300404191017152,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,10,global,interrogative,natural_questions,sweet leavened bread prepared for easter in romania,What is sweet leavened bread prepared for Easter in Romania?,0.9132373929023744,"# Cozonac

**Cozonac** is the traditional Romanian sweet leavened bread prepared for **Easter** (and also Christmas).

## Key Characteristics

- **Rich, fluffy dough** made with flour, eggs, milk, butter, sugar, and yeast
- **Aromatic** — flavored with vanilla, rum, lemon zest, and sometimes orange zest
- **Braided or rolled** into a loaf shape","The sweet leavened bread prepared for Easter in Romania is called **Cozonac**. It is a traditional sweet bread made with eggs, milk, sugar, and butter, often filled with walnuts, cocoa, poppy seeds, or Turkish delight (rahat), and is a staple of Romanian Easter (and Christmas) celebrations.",16.37091191856339,0.8776851892471313,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,11,global,interrogative,natural_questions,when did united states enter world war i,When did the United States enter World War I?,0.9301199913024902,"The United States entered World War I on **April 6, 1917**, when Congress declared war on Germany. This came after several key factors, including:

- **German unrestricted submarine warfare**, which threatened American ships
- The **Zimmermann Telegram**, in which Germany proposed a military alliance with Mexico against the U.S.
- President **Woodrow Wilson's** request to Congress for a declaration of war

The U.S. had previously maintained a","The United States entered World War I on **April 6, 1917**, when Congress declared war on Germany. This came after several factors, including Germany's unrestricted submarine warfare and the interception of the **Zimmermann Telegram**, in which Germany proposed a military alliance with Mexico against the United States.",43.76846191185472,0.9340866804122924,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,12,global,interrogative,natural_questions,where do secondary xylem and phloem cells arise from,Where do secondary xylem and phloem cells arise from?,0.9887575507164,"## Origin of Secondary Xylem and Phloem

Secondary xylem and phloem cells arise from the **vascular cambium** (also called the lateral meristem).

### The Vascular Cambium

The vascular cambium is a **lateral meristem** consisting of two types of initials:

| Cell Type | Orientation | Produces |
|-----------|-------------|----------|
| **Fusiform initials**","Secondary xylem and phloem cells arise from the **vascular cambium** (also called the lateral meristem or cambium).

Specifically:
- The vascular cambium produces **secondary xylem** (wood) toward the **inside** (toward the pith)
- The vascular cambium produces **secondary phloem** toward the **outside** (toward the bark)

The vascular cambium is a lateral meristem consisting of",32.0852508721694,0.87653648853302,,,,,0.0,0.0,0.0,,,
claude-sonnet-4-6,13,global,interrogative,natural_questions,when was modem invented and in which country,When was the modem invented and in which country?,0.9700984954833984,"## Invention of the Modem

### When:
The modem was invented in **1958**

### Where:
It was developed in the **United States**

### Details:
- It was created by **AT&T Bell Labs** (Bell Telephone Laboratories)
- The first commercial modem was the **Bell 103**, introduced in **1962**
- It was originally developed for the **SAGE (Semi-Automatic Ground Environment)","The modem was invented in the **United States** in the late **1950s**. It was developed around **1958-1959** by researchers at **Bell Labs** and was also connected to the **SAGE (Semi-Automatic Ground Environment)** military project, where modems were used to transmit radar data over telephone lines. Bell Labs introduced the first commercial modem, the **Bell 103**, in **1962**.",37.7613766460122,0.8894606232643127,,,,,0.0,0.0,0.0,,,
