model,place,strength,silhouette,asr,style_family,surface_style
Q2.5-7B,prefix,0,0.4630896747112274,,surface_noise,punctuation
Q2.5-7B,prefix,1,0.45696842670440674,,surface_noise,punctuation
Q2.5-7B,prefix,3,0.4396342635154724,,surface_noise,punctuation
Q2.5-7B,prefix,5,0.43261319398880005,,surface_noise,punctuation
Q2.5-7B,prefix,10,0.42149415612220764,,surface_noise,punctuation
Q2.5-7B,prefix,20,0.39746400713920593,,surface_noise,punctuation
Q2.5-7B,suffix,0,0.4630896747112274,,surface_noise,punctuation
Q2.5-7B,suffix,1,0.45504921674728394,,surface_noise,punctuation
Q2.5-7B,suffix,3,0.48159098625183105,,surface_noise,punctuation
Q2.5-7B,suffix,5,0.4739053547382355,,surface_noise,punctuation
Q2.5-7B,suffix,10,0.461819589138031,,surface_noise,punctuation
Q2.5-7B,suffix,20,0.40069159865379333,,surface_noise,punctuation
Q2.5-7B,global,0,0.4630896747112274,,surface_noise,punctuation
Q2.5-7B,global,1,0.4469316005706787,,surface_noise,punctuation
Q2.5-7B,global,3,0.4562983810901642,,surface_noise,punctuation
Q2.5-7B,global,5,0.43312758207321167,,surface_noise,punctuation
Q2.5-7B,global,10,0.4266433119773865,,surface_noise,punctuation
Q2.5-7B,global,20,0.39253512024879456,,surface_noise,punctuation
