model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G-7B,global,-10,0.8642448401078582,3.7810525717911223,0.8311535706743598,47.87584686279297,-0.0755014419555664,,0.7165203094482422,0.0,0,128,0.0
G-7B,global,-8,0.8666413989849389,6.769382207406311,0.8486748267896473,34.019554138183594,-0.07471275329589844,,0.7473368644714355,0.0,0,128,0.0
G-7B,global,-6,0.8702032901346684,7.3025756947473335,0.8502751761116087,30.087928771972656,-0.07111501693725586,,0.7488284707069397,0.0,0,128,0.0
G-7B,global,-4,0.8887102645821869,15.422638482613785,0.8673387058079243,17.357810974121094,-0.05596113204956055,,0.733771026134491,0.0,0,128,0.0
G-7B,global,-2,0.9281839369796216,30.423871732420867,0.9070339892059565,11.324806213378906,-0.02627849578857422,,0.7970166206359863,0.0,0,128,0.0
G-7B,global,0,0.9999999972060323,100.00000000000004,0.9999999804422259,0.0,0.0,,0.9999656677246094,0.0,0,128,0.0
G-7B,global,2,0.9265187457203865,47.98983096932314,0.9305489999242127,5.019508361816406,-0.015496253967285156,,0.7926830351352692,0.0234375,3,128,0.0234375
G-7B,global,4,0.9066183399409056,31.842901314520855,0.9046174408867955,11.587749481201172,-0.013853073120117188,,0.792287290096283,0.0,0,128,0.0
G-7B,global,6,0.878939644433558,28.928141802119413,0.89988755248487,14.104934692382812,-0.026368141174316406,,0.7699544429779053,0.0,0,128,0.0
G-7B,global,8,0.8769911713898182,26.352409720522246,0.8975109718739986,20.24480438232422,-0.022832870483398438,,0.7685970664024353,0.0078125,1,128,0.0078125
G-7B,global,10,0.8629497452639043,10.483550133110981,0.8411194607615471,26.11492156982422,0.012016773223876953,,0.7545256614685059,0.0,0,128,0.0
G-7B,prefix,-10,0.8907109792344272,14.974162711847407,0.8661537659354508,20.87824249267578,-0.0490880012512207,,0.9278373718261719,0.0,0,128,0.0
G-7B,prefix,-8,0.8898979015648365,27.832825813660218,0.9020979427732527,12.51364517211914,-0.042838096618652344,,0.9512901306152344,0.0,0,128,0.0
G-7B,prefix,-6,0.8958119577728212,32.82554903657001,0.9123717262409627,10.088935852050781,-0.0395054817199707,,0.9550895690917969,0.0,0,128,0.0
G-7B,prefix,-4,0.9132757852785289,26.597835871149474,0.9010060005821288,9.601905822753906,-0.025441646575927734,,0.9636611938476562,0.0,0,128,0.0
G-7B,prefix,-2,0.9463986014015973,40.6366873009418,0.9287114241160452,7.861125946044922,-0.009826183319091797,,0.9776268005371094,0.0,0,128,0.0
G-7B,prefix,0,0.9999999972060323,100.00000000000004,0.9999999804422259,0.0,0.0,,0.9999656677246094,0.0,0,128,0.0
G-7B,prefix,2,0.9502511858008802,55.4057875969979,0.9479610370472074,2.015033721923828,-0.0008730888366699219,,0.9870033264160156,0.0078125,1,128,0.0078125
G-7B,prefix,4,0.9228007439523935,38.53432832046589,0.9204557733610272,6.929962158203125,0.012294769287109375,,0.9723968505859375,0.0,0,128,0.0
G-7B,prefix,6,0.8900189315900207,34.26678116216868,0.9129419052042067,9.917594909667969,-0.02468729019165039,,0.9661369323730469,0.0078125,1,128,0.0078125
G-7B,prefix,8,0.8864230215549469,33.48555062173908,0.9122537598013878,10.009902954101562,-0.02706146240234375,,0.9648323059082031,0.0078125,1,128,0.0078125
G-7B,prefix,10,0.8780707460828125,31.415108497700334,0.9095332249999046,14.220176696777344,-0.0376591682434082,,0.9567413330078125,0.0234375,3,128,0.0234375
G-7B,suffix,-10,0.8857657946646214,7.14984676767672,0.8450878276489675,32.50749969482422,-0.08447396755218506,,0.7246407717466354,0.0,0,128,0.0
G-7B,suffix,-8,0.8925930904224515,18.90720665501505,0.8779360852204263,14.883098602294922,-0.06498193740844727,,0.7569639682769775,0.0,0,128,0.0
G-7B,suffix,-6,0.8976785428822041,25.209797057581888,0.8930824645794928,11.363727569580078,-0.0520777702331543,,0.7632658146321774,0.0,0,128,0.0
G-7B,suffix,-4,0.9138600770384073,40.95572371932547,0.9198925239033997,6.617223739624023,-0.03254055976867676,,0.7524138689041138,0.0,0,128,0.0
G-7B,suffix,-2,0.9588048974983394,51.94420924864416,0.9385991808958352,3.503469467163086,-0.025748252868652344,,0.7998158931732178,0.0,0,128,0.0
G-7B,suffix,0,0.9999999972060323,100.00000000000004,0.9999999804422259,0.0,0.0,,0.9999656677246094,0.0,0,128,0.0
G-7B,suffix,2,0.9613912971690297,59.60403345871247,0.9451055913232267,1.8334598541259766,-0.008254528045654297,,0.8053179383277893,0.03125,4,128,0.03125
G-7B,suffix,4,0.9279412562027574,42.81148244701879,0.9245857112109661,4.916788101196289,-0.015812397003173828,,0.8105071783065796,0.0234375,3,128,0.0234375
G-7B,suffix,6,0.8993102926760912,34.49301247277573,0.9088692711666226,10.470977783203125,-0.030339956283569336,,0.7703874111175537,0.0078125,1,128,0.0078125
G-7B,suffix,8,0.895576149225235,32.93570821447957,0.905817867256701,10.807117462158203,-0.03120899200439453,,0.7735385298728943,0.0234375,3,128,0.0234375
G-7B,suffix,10,0.8883646978065372,23.1989976869523,0.8863904485478997,16.950420379638672,-0.03371787071228027,,0.7567389011383057,0.0390625,5,128,0.0390625
