model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
L3.1-8B,global,-10,0.8773961821570992,17.412366363908028,0.8781528943218291,-4.33392333984375,0.006008148193359375,,0.2531869299709797,0.015625,2,128,0.015625
L3.1-8B,global,-8,0.882778778206557,30.455726946731225,0.8955961251631379,-4.60601806640625,-0.021848678588867188,,0.25860242545604706,0.0,0,128,0.0
L3.1-8B,global,-6,0.885994375217706,19.827376295929334,0.8779783514328301,-4.3399658203125,-0.024456024169921875,,0.261273889336735,0.0,0,128,0.0
L3.1-8B,global,-4,0.9033267586492002,28.606817890151262,0.9050403386354446,-2.64581298828125,-0.022329330444335938,,0.27886727452278137,0.0,0,128,0.0
L3.1-8B,global,-2,0.9421983468346298,16.065571739820697,0.8907125680707395,-1.55743408203125,0.024112701416015625,,0.3056127429008484,0.0078125,1,128,0.0078125
L3.1-8B,global,0,1.0000000041909516,100.00000000000004,0.9999999767169356,0.0,0.0,,1.0000419616699219,0.0,0,128,0.0
L3.1-8B,global,2,0.9295243471860886,51.99328394611461,0.9285232406109571,1.33953857421875,-0.01528167724609375,,0.3153833169490099,0.0,0,128,0.0
L3.1-8B,global,4,0.9215914444066584,42.45439961326962,0.9199510724283755,0.04217529296875,-0.014095306396484375,,0.26810233294963837,0.03125,4,128,0.03125
L3.1-8B,global,6,0.894620368257165,40.93483866064107,0.9164293459616601,-2.30511474609375,-0.04497718811035156,,0.2611561603844166,0.015625,2,128,0.015625
L3.1-8B,global,8,0.8924016044475138,40.31984076994034,0.9144877856597304,-1.26641845703125,-0.03265571594238281,,0.25904276594519615,0.046875,6,128,0.046875
L3.1-8B,global,10,0.8804060607217252,30.078124490031733,0.8989591486752033,0.26519775390625,-0.008649826049804688,,0.23265469074249268,0.046875,6,128,0.046875
L3.1-8B,prefix,-10,0.9016844434663653,28.267711160555372,0.8834157628007233,-3.21624755859375,0.01030731201171875,,0.4728349596261978,0.0,0,128,0.0
L3.1-8B,prefix,-8,0.9026169707067311,24.437690741672483,0.8886152897030115,-1.63372802734375,-0.039028167724609375,,0.4898877441883087,0.0,0,128,0.0
L3.1-8B,prefix,-6,0.9030965506099164,28.866135006467598,0.884903964586556,-1.9552001953125,-0.048374176025390625,,0.47481849789619446,0.0,0,128,0.0
L3.1-8B,prefix,-4,0.925831179600209,27.718815101762267,0.9049597140401602,-0.9693603515625,-0.0255584716796875,,0.5072579979896545,0.0,0,128,0.0
L3.1-8B,prefix,-2,0.9583446998149157,20.359294761505723,0.9082480422221124,0.60894775390625,0.03866004943847656,,0.5354159474372864,0.0,0,128,0.0
L3.1-8B,prefix,0,1.0000000041909516,100.00000000000004,0.9999999767169356,0.0,0.0,,1.0000419616699219,0.0,0,128,0.0
L3.1-8B,prefix,2,0.9520512167364359,55.60717003044614,0.9474130002781749,-0.50494384765625,-0.014280319213867188,,0.5562111139297485,0.0078125,1,128,0.0078125
L3.1-8B,prefix,4,0.9334751875139773,44.18267918698912,0.9280590349808335,-0.73590087890625,-0.0018215179443359375,,0.5290119424462318,0.0390625,5,128,0.0390625
L3.1-8B,prefix,6,0.9032868375070393,48.50232592783769,0.9311155444011092,-1.19287109375,-0.030488967895507812,,0.5233689248561859,0.0234375,3,128,0.0234375
L3.1-8B,prefix,8,0.9003636026754975,38.89071176734748,0.9201850956305861,-1.3641357421875,-0.031162261962890625,,0.5224721878767014,0.03125,4,128,0.03125
L3.1-8B,prefix,10,0.8923069052398205,37.463044105929896,0.9124866239726543,-0.37225341796875,-0.00714874267578125,,0.5012932941317558,0.0703125,9,128,0.0703125
L3.1-8B,suffix,-10,0.8974537965841591,33.14925370673121,0.9099590303376317,-2.962158203125,0.07845687866210938,,0.26942509412765503,0.0,0,128,0.0
L3.1-8B,suffix,-8,0.9054285231977701,30.678886620946802,0.9143480947241187,-2.8779296875,0.06393051147460938,,0.30576667189598083,0.0,0,128,0.0
L3.1-8B,suffix,-6,0.9080165871419013,31.340332003695906,0.9127301126718521,-2.11859130859375,0.06473541259765625,,0.3050288185477257,0.0,0,128,0.0
L3.1-8B,suffix,-4,0.9225760526023805,39.5000192378905,0.917209102306515,-1.1287841796875,0.05383872985839844,,0.2997812032699585,0.0,0,128,0.0
L3.1-8B,suffix,-2,0.961896491702646,61.98436977005292,0.9540097140707076,-0.15997314453125,0.003871917724609375,,0.39548327773809433,0.0,0,128,0.0
L3.1-8B,suffix,0,1.0000000041909516,100.00000000000004,0.9999999767169356,0.0,0.0,,1.0000419616699219,0.0,0,128,0.0
L3.1-8B,suffix,2,0.9655620693229139,47.56190121633845,0.935232387855649,1.39080810546875,-0.03322410583496094,,0.3446504473686218,0.0,0,128,0.0
L3.1-8B,suffix,4,0.9356397264637053,35.95088054932226,0.9164531175047159,-0.0087890625,-0.0193328857421875,,0.28861989080905914,0.03125,4,128,0.03125
L3.1-8B,suffix,6,0.9103250401094556,40.66566159618851,0.9199347170069814,-0.88287353515625,-0.01654052734375,,0.29839035496115685,0.015625,2,127,0.015748031496062992
L3.1-8B,suffix,8,0.9066156540066004,40.6863552126645,0.9191527105867863,-1.23382568359375,-0.021509170532226562,,0.2801465317606926,0.015625,2,128,0.015625
L3.1-8B,suffix,10,0.8949436261318624,40.0527625623994,0.9165156404487789,-0.95684814453125,-0.021030426025390625,,0.25301212072372437,0.0390625,5,128,0.0390625
