model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
G-2B,global,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,global,1,0.9790820926427841,83.92744047843463,0.980478573590517,0.2880859375,0.006786346435546875,0.989227294921875
G-2B,global,3,0.9499581158161163,55.71471890582523,0.9427100792527199,-0.771484375,0.008731842041015625,0.96575927734375
G-2B,global,5,0.9312699064612389,40.36259561316013,0.924033809453249,3.130859375,-0.0003509521484375,0.94329833984375
G-2B,global,10,0.8965394496917725,30.28932780577406,0.9107366502285004,5.9892578125,0.023067474365234375,0.8798828125
G-2B,global,20,0.8581994660198689,15.217542103331123,0.8754226267337799,8.921875,0.01385498046875,0.750640869140625
G-2B,prefix,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,prefix,1,0.9818033091723919,87.69469026855316,0.9885613471269608,0.95068359375,-0.009187698364257812,0.99267578125
G-2B,prefix,3,0.9730283953249454,73.81987958287047,0.9729397222399712,4.59375,-0.01775360107421875,0.97186279296875
G-2B,prefix,5,0.964487612247467,66.91657039923867,0.9658934101462364,5.2998046875,-0.024744033813476562,0.96221923828125
G-2B,prefix,10,0.9474377073347569,61.358967559289034,0.9543194025754929,6.97265625,-0.03061676025390625,0.94610595703125
G-2B,prefix,20,0.9206595420837402,50.80475958511521,0.9439356289803982,8.87060546875,-0.027170181274414062,0.9183349609375
G-2B,suffix,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,suffix,1,0.9887672141194344,83.09082568591813,0.9750721082091331,-0.935546875,-0.005046844482421875,0.994781494140625
G-2B,suffix,3,0.9755012914538383,70.67414603738271,0.9628961756825447,0.2255859375,-0.0049591064453125,0.989898681640625
G-2B,suffix,5,0.9718599729239941,69.08129646938839,0.9567948393523693,0.12646484375,-0.00702667236328125,0.987335205078125
G-2B,suffix,10,0.9509013742208481,52.70992861486894,0.9328586831688881,2.03955078125,-0.014007568359375,0.97125244140625
G-2B,suffix,20,0.926932156085968,36.37177175572587,0.9091161899268627,4.17529296875,-0.023868560791015625,0.94976806640625
