model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
L3.1-8B,global,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,global,1,0.9701495659537612,79.82359212021193,0.9831874072551728,-1.3154144287109375,-0.0041007995605468,,0.8096195459365845,0.0
L3.1-8B,global,3,0.9312778152525424,55.52268006798412,0.9380135238170624,-3.4522247314453125,0.0154628753662109,,0.6049300730228424,0.0
L3.1-8B,global,5,0.9028571345843376,56.29237407392571,0.9342621713876724,-4.229255676269531,0.0106287002563476,,0.4911809489130974,0.0
L3.1-8B,global,10,0.8593027289025486,58.20817334792587,0.9387901425361632,-6.123783111572266,0.0069966316223144,,0.4032884389162063,0.0
L3.1-8B,global,20,0.8176676467992365,42.12803022427615,0.9195213317871094,-7.273233413696289,0.0159225463867187,,0.300907164812088,0.0
L3.1-8B,prefix,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,1,0.9836819213815032,94.3166321498687,0.9937979429960252,-0.9810638427734376,0.0081491470336914,,0.8750662803649902,0.0
L3.1-8B,prefix,3,0.9707723641768098,94.3166321498687,0.9937979429960252,-2.7774658203125,0.050053596496582,,0.8231678009033203,0.0
L3.1-8B,prefix,5,0.9578743381425738,94.8083952909638,0.9886715412139891,-3.8859634399414062,0.0733623504638671,,0.6536500453948975,0.0
L3.1-8B,prefix,10,0.9355212775990368,76.40307793081935,0.9680596888065338,-4.94195556640625,0.0978899002075195,,0.6305878162384033,0.0
L3.1-8B,prefix,20,0.8959548566490412,84.58819686392171,0.98832468688488,-4.828239440917969,0.094914436340332,,0.5036300420761108,0.0
L3.1-8B,suffix,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,1,0.9861106113530697,56.062163736099656,0.9598189145326615,-0.3308792114257812,0.0190896987915039,,0.8691902160644531,0.0
L3.1-8B,suffix,3,0.9733837875537574,65.07459261884074,0.9651514142751694,-1.86102294921875,0.0233726501464843,,0.7496452331542969,0.0
L3.1-8B,suffix,5,0.9614515556022524,75.0788191601356,0.9767393618822098,-3.0938796997070312,0.0739889144897461,,0.651584267616272,0.0
L3.1-8B,suffix,10,0.9381285072304308,76.08862664932414,0.9725744873285294,-4.379814147949219,0.1078424453735351,,0.5396201610565186,0.0
L3.1-8B,suffix,20,0.9009423246607184,73.66704242860074,0.9706169217824936,-5.470802307128906,0.1220521926879882,,0.4058116674423218,0.0
