model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
G-7B,global,0,0.9999999850988388,100.00000000000004,0.9999999515712261,0.0,0.0,1.000091552734375
G-7B,global,10,0.9022132642567158,54.08746981575209,0.9456385262310505,3.2978515625,0.022006988525390625,0.9783935546875
G-7B,global,25,0.832458145916462,39.56027040636885,0.9106222540140152,6.275390625,0.039180755615234375,0.951690673828125
G-7B,global,50,0.7987793795764446,40.97557616465283,0.9014916233718395,6.392578125,0.034687042236328125,0.9366455078125
G-7B,global,75,0.8121895529329777,36.400622851892265,0.9017337150871754,7.48193359375,0.037746429443359375,0.90716552734375
G-7B,global,100,0.9035241790115833,47.98242140230676,0.9288916699588299,5.552734375,0.037456512451171875,0.95513916015625
G-7B,prefix,0,0.9999999850988388,100.00000000000004,0.9999999515712261,0.0,0.0,1.000091552734375
G-7B,prefix,10,0.9457184560596943,70.26880090556358,0.9552587829530239,0.5634765625,0.025440216064453125,0.980010986328125
G-7B,prefix,25,0.8941636793315411,50.67599947564631,0.9351281486451626,1.675048828125,0.012859344482421875,0.967681884765625
G-7B,prefix,50,0.873096726834774,44.41512945467,0.9177588373422623,2.16796875,0.019863128662109375,0.967529296875
G-7B,prefix,75,0.8842666074633598,58.60496812845239,0.9403872862458229,0.218017578125,0.02291107177734375,0.948822021484375
G-7B,prefix,100,0.9367887489497662,70.36615142517115,0.9550711773335934,-0.05615234375,0.025745391845703125,0.967926025390625
G-7B,suffix,0,0.9999999850988388,100.00000000000004,0.9999999515712261,0.0,0.0,1.000091552734375
G-7B,suffix,10,0.9399387314915657,67.04951845551359,0.9506430067121983,3.69677734375,0.018009185791015625,0.992767333984375
G-7B,suffix,25,0.8998337127268314,58.60023804899081,0.9367450438439846,8.00244140625,0.030590057373046875,0.971405029296875
G-7B,suffix,50,0.8725050762295723,50.14567012028651,0.9104718118906021,6.03515625,0.026508331298828125,0.971160888671875
G-7B,suffix,75,0.8717942349612713,54.033474617457124,0.9139664992690086,6.20361328125,0.037548065185546875,0.977294921875
G-7B,suffix,100,0.9232489503920078,58.076239371361474,0.9455851316452026,5.708984375,0.028293609619140625,0.979278564453125
