model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G-2B,global,0.25,0.9207035321742296,11.163251206009386,0.8716987739317119,21.71826171875,0.09353923797607422,,0.49443483352661133,0.0234375,3,128,0.0234375
G-2B,global,0.5,0.9539603390730917,18.35162499034571,0.8930534343235195,16.392913818359375,0.06290912628173828,,0.641080379486084,0.09375,12,128,0.09375
G-2B,global,1.0,0.9999999762512743,100.00000000000004,0.9999999809078872,0.0,0.0,,1.0001182556152344,1.0,128,128,1.0
G-2B,global,1.5,0.9529194426722825,21.24145646734348,0.9019236657768488,15.127532958984375,0.04770088195800781,,0.735478401184082,0.34375,44,128,0.34375
G-2B,global,2.0,0.9418296697549522,19.951119998115942,0.8983511691913009,16.702056884765625,0.05654335021972656,,0.7054653167724609,0.1953125,25,128,0.1953125
G-2B,global,3.0,0.9250299260020256,13.845007882305362,0.8877816246822476,20.25830078125,0.08645915985107422,,0.6796531677246094,0.1796875,23,128,0.1796875
G-7B,global,0.25,0.9207035321742296,15.657540237979166,0.8867644132114947,30.5863094329834,0.12619876861572266,,0.3010671138763428,0.0390625,5,128,0.0390625
G-7B,global,0.5,0.9539603390730917,24.796812675762496,0.9084888799116015,23.15118980407715,0.08032560348510742,,0.5540311336517334,0.1484375,19,128,0.1484375
G-7B,global,1.0,0.9999999762512743,100.00000000000004,0.9999999762512743,0.0,0.0,,1.0000381469726562,1.0,128,128,1.0
G-7B,global,1.5,0.9529194426722825,31.411829028422705,0.9195225448347628,16.984228134155273,0.08215808868408203,,0.7174234390258789,0.296875,38,128,0.296875
G-7B,global,2.0,0.9418296697549522,28.532297160226506,0.9158081691712141,20.93500328063965,0.09397506713867188,,0.652371883392334,0.2109375,27,128,0.2109375
G-7B,global,3.0,0.9250299260020256,18.353669789747634,0.8971028705127537,24.3050594329834,0.10857200622558594,,0.5389697551727295,0.1640625,21,128,0.1640625
L3.1-8B,global,0.25,0.9207035321742296,23.597783485063037,0.8949620709754527,23.078277587890625,0.08251380920410156,,0.15565378963947296,0.0078125,1,128,0.0078125
L3.1-8B,global,0.5,0.9539603390730917,32.245512994880905,0.9145232052542269,14.566375732421875,0.053508758544921875,,0.19837066531181335,0.0234375,3,128,0.0234375
L3.1-8B,global,1.0,0.9999999762512743,100.00000000000004,0.9999999669380486,0.0,0.0,,1.0000419616699219,1.0,128,128,1.0
L3.1-8B,global,1.5,0.9529194426722825,37.72626946009878,0.9252322479151189,11.24176025390625,0.05757904052734375,,0.3079530596733093,0.1953125,25,128,0.1953125
L3.1-8B,global,2.0,0.9418296697549522,35.092820810220445,0.9208316439762712,13.230682373046875,0.06842994689941406,,0.24341630935668945,0.078125,10,128,0.078125
L3.1-8B,global,3.0,0.9250299260020256,26.651431348997374,0.9065273269079626,16.5576171875,0.07959747314453125,,0.19203542917966843,0.0703125,9,128,0.0703125
L3.2-3B,global,0.25,0.9207035321742296,23.082063947020057,0.8941198359243572,26.76111602783203,0.07567882537841797,,0.13468371704220772,0.0234375,3,128,0.0234375
L3.2-3B,global,0.5,0.9539603390730917,30.5672807983898,0.911186630371958,15.730171203613281,0.05982398986816406,,0.19791766814887524,0.03125,4,128,0.03125
L3.2-3B,global,1.0,0.9999999762512743,100.00000000000004,0.9999999776482582,0.0,0.0,,1.0000228881835938,1.0,128,128,1.0
L3.2-3B,global,1.5,0.9529194426722825,36.3832248619177,0.9237270182929933,13.049686431884766,0.06379127502441406,,0.304856039583683,0.1484375,19,128,0.1484375
L3.2-3B,global,2.0,0.9418296697549522,32.9437754277709,0.9176720455288887,15.379783630371094,0.07103919982910156,,0.25829560309648514,0.046875,6,128,0.046875
L3.2-3B,global,3.0,0.9250299260020256,26.017919460167487,0.9050538302399218,18.793556213378906,0.08633995056152344,,0.19623092003166676,0.0234375,3,128,0.0234375
Q2.5-1.5B,global,0.25,0.9207035321742296,14.39069580109237,0.8793412027880549,18.60064697265625,0.0993804931640625,,0.15355055779218674,0.015625,2,128,0.015625
Q2.5-1.5B,global,0.5,0.9539603390730917,22.480810703297774,0.8962276489473879,12.92755126953125,0.06998825073242188,,0.170666697435081,0.078125,10,128,0.078125
