model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
G4-E4B,global,0,0.9999999832361937,100.00000000000004,0.9999999804422259,0.0,0.0,1.0000457763671875
G4-E4B,global,1,0.9681549444794655,8.102350317280731,0.8075664592906833,0.19140625,-0.0344390869140625,0.9643058776855469
G4-E4B,global,3,0.9341551051475108,5.846092646612631,0.8063105926848948,-0.92578125,-0.001495361328125,0.8858757019042969
G4-E4B,global,5,0.9120808830484748,4.471215006823322,0.807817576918751,-1.390625,0.0137176513671875,0.8054084777832031
G4-E4B,global,10,0.8731330623850226,4.377060934191109,0.8061898332089186,-3.15625,0.08123779296875,0.686187744140625
G4-E4B,global,20,0.8305791569873691,3.5517455056953446,0.8049143515527248,-2.92578125,0.1444244384765625,0.561614990234375
G4-E4B,prefix,0,0.9999999832361937,100.00000000000004,0.9999999804422259,0.0,0.0,1.0000457763671875
G4-E4B,prefix,1,0.9839296629652381,8.449063516332956,0.8108209897764027,2.75,-0.0337982177734375,0.9760627746582031
G4-E4B,prefix,3,0.9698982588015497,8.452310652026682,0.8064889442175627,2.12109375,-0.0003509521484375,0.9233970642089844
G4-E4B,prefix,5,0.9569452125579119,7.395111938733947,0.8054313585162163,3.21875,0.0325775146484375,0.8856697082519531
G4-E4B,prefix,10,0.9324298808351159,7.99526488264206,0.8043096750043333,7.8046875,0.0669097900390625,0.8757553100585938
G4-E4B,prefix,20,0.9035587692633271,7.642091028753436,0.8058205046691,11.8828125,0.134674072265625,0.8198738098144531
G4-E4B,suffix,0,0.9999999832361937,100.00000000000004,0.9999999804422259,0.0,0.0,1.0000457763671875
G4-E4B,suffix,1,0.9816072867251933,8.250446454098489,0.8125349655747414,2.546875,-0.0504913330078125,0.9856109619140625
G4-E4B,suffix,3,0.9628340974450111,6.323489278558278,0.8090487984009087,1.25390625,-0.0142364501953125,0.9602546691894531
G4-E4B,suffix,5,0.9513229345902801,5.08334598683648,0.8103765943087637,0.77734375,0.0247802734375,0.9441795349121094
G4-E4B,suffix,10,0.9290507608093321,3.832253294961954,0.8046936620958149,3.58984375,0.0427398681640625,0.9233131408691406
G4-E4B,suffix,20,0.9000849211588502,4.410723920362914,0.80379105405882,3.390625,0.0956878662109375,0.902923583984375
