model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
G-7B,global,0,0.9999999925494194,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,global,1,0.9807717055082321,89.53603872405662,0.9859238602221012,-0.8070068359375,0.0012969970703125,0.99884033203125
G-7B,global,5,0.949101097881794,55.51841326699616,0.9235955849289894,2.3394775390625,-0.019832611083984375,0.987823486328125
G-7B,global,20,0.8616227023303509,45.40461046272651,0.8936899974942207,13.2789306640625,-0.04735565185546875,0.95428466796875
G-7B,global,50,0.7798317484557629,42.130415174455784,0.8471101894974709,18.6202392578125,-0.047069549560546875,0.93115234375
G-7B,global,100,0.7197559699416161,40.44283329081241,0.8128580711781979,23.8184814453125,-0.02861785888671875,0.929931640625
G-7B,prefix,0,0.9999999925494194,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,prefix,1,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,prefix,5,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,prefix,20,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,prefix,50,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,prefix,100,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,0,0.9999999925494194,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,1,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,5,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,20,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,50,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
G-7B,suffix,100,1.0000000074505806,100.00000000000004,0.999999962747097,0.0,0.0,0.999908447265625
