model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
G-7B,global,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,global,1,0.9859418394044042,77.01360929903667,0.9673554003238678,-1.36474609375,0.0153636932373046,,0.8715438842773438,0.0
G-7B,global,5,0.9425005367957056,72.52040614086141,0.9736230075359344,-1.898468017578125,0.0060768127441406,,0.8002610206604004,0.0
G-7B,global,20,0.8659742372110486,58.9188253558502,0.9474486112594604,0.1486663818359375,-0.0594558715820312,,0.7498779296875,0.0
G-7B,global,50,0.7889139312319458,39.3480910614989,0.9134811758995056,1.9325408935546875,-0.0990619659423828,,0.7799921035766602,0.0
G-7B,global,100,0.7255639769136906,38.89761661490124,0.903026357293129,2.0129852294921875,-0.114201545715332,,0.7934346199035645,0.25
G-7B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,prefix,1,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,prefix,5,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,prefix,20,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,prefix,50,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,prefix,100,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,1,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,5,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,20,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,50,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
G-7B,suffix,100,0.9999999855645,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844,0.0
