model,place,strength,silhouette,asr,style_family,surface_style
Q2.5-7B,prefix,0,0.4630896747112274,,surface_noise,letter_case
Q2.5-7B,prefix,10,0.47709202766418457,,surface_noise,letter_case
Q2.5-7B,prefix,25,0.4880336821079254,,surface_noise,letter_case
Q2.5-7B,prefix,50,0.4812166094779968,,surface_noise,letter_case
Q2.5-7B,prefix,75,0.4955572187900543,,surface_noise,letter_case
Q2.5-7B,prefix,100,0.5017846822738647,,surface_noise,letter_case
Q2.5-7B,suffix,0,0.4630896747112274,,surface_noise,letter_case
Q2.5-7B,suffix,10,0.4802200198173523,,surface_noise,letter_case
Q2.5-7B,suffix,25,0.47558993101119995,,surface_noise,letter_case
Q2.5-7B,suffix,50,0.4682338833808899,,surface_noise,letter_case
Q2.5-7B,suffix,75,0.48618778586387634,,surface_noise,letter_case
Q2.5-7B,suffix,100,0.4842837452888489,,surface_noise,letter_case
Q2.5-7B,global,0,0.4630896747112274,,surface_noise,letter_case
Q2.5-7B,global,10,0.4700288474559784,,surface_noise,letter_case
Q2.5-7B,global,25,0.47299596667289734,,surface_noise,letter_case
Q2.5-7B,global,50,0.4266611337661743,,surface_noise,letter_case
Q2.5-7B,global,75,0.4526829421520233,,surface_noise,letter_case
Q2.5-7B,global,100,0.4848746061325073,,surface_noise,letter_case
