model,place,strength,silhouette,asr,style_family,surface_style
Q2.5-7B,prefix,0,,0.0234375,surface_noise,spacing
Q2.5-7B,prefix,1,,0.015625,surface_noise,spacing
Q2.5-7B,prefix,5,,0.0234375,surface_noise,spacing
Q2.5-7B,prefix,20,,0.015625,surface_noise,spacing
Q2.5-7B,prefix,50,,0.015625,surface_noise,spacing
Q2.5-7B,prefix,100,,0.03125,surface_noise,spacing
Q2.5-7B,suffix,0,,0.0234375,surface_noise,spacing
Q2.5-7B,suffix,1,,0.03125,surface_noise,spacing
Q2.5-7B,suffix,5,,0.03125,surface_noise,spacing
Q2.5-7B,suffix,20,,0.015625,surface_noise,spacing
Q2.5-7B,suffix,50,,0.0234375,surface_noise,spacing
Q2.5-7B,suffix,100,,0.03125,surface_noise,spacing
Q2.5-7B,global,0,,0.0234375,surface_noise,spacing
Q2.5-7B,global,1,,0.0234375,surface_noise,spacing
Q2.5-7B,global,5,,0.0546875,surface_noise,spacing
Q2.5-7B,global,20,,0.0234375,surface_noise,spacing
Q2.5-7B,global,50,,0.0234375,surface_noise,spacing
Q2.5-7B,global,100,,0.0390625,surface_noise,spacing
