model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q3.5-9B,global,0,0.9999999962747097,100.00000000000004,0.9999999739229679,0.0,0.0,1.001708984375
Q3.5-9B,global,1,0.9645666517317295,49.251728413041846,0.929968573153019,3.1875,0.01495361328125,0.9833984375
Q3.5-9B,global,3,0.9232812710106373,45.6283675682369,0.9233556725084782,8.515625,0.04119873046875,0.95947265625
Q3.5-9B,global,5,0.8979337550699711,36.47179882496917,0.9068688191473484,15.9296875,0.05712890625,0.936279296875
Q3.5-9B,global,10,0.8492906987667084,26.334898699802068,0.8804625608026981,28.7109375,0.09228515625,0.886962890625
Q3.5-9B,global,20,0.8161220997571945,22.4576110146041,0.869852926582098,35.78125,0.11895751953125,0.837646484375
Q3.5-9B,prefix,0,0.9999999962747097,100.00000000000004,0.9999999739229679,0.0,0.0,1.001708984375
Q3.5-9B,prefix,1,0.9809314012527466,64.31206718192881,0.9536116495728493,1.40625,0.010009765625,0.983642578125
Q3.5-9B,prefix,3,0.9664382562041283,45.39812850492572,0.9239780902862549,6.72265625,0.024658203125,0.948486328125
Q3.5-9B,prefix,5,0.9538685157895088,35.48423309364448,0.9065947271883488,10.1171875,0.0223388671875,0.94580078125
Q3.5-9B,prefix,10,0.9328866079449654,31.92742658547267,0.8990287035703659,15.3046875,0.02484130859375,0.920166015625
Q3.5-9B,prefix,20,0.8995507694780827,25.81870670394895,0.8800894133746624,21.5078125,0.04168701171875,0.90966796875
Q3.5-9B,suffix,0,0.9999999962747097,100.00000000000004,0.9999999739229679,0.0,0.0,1.001708984375
Q3.5-9B,suffix,1,0.9825180619955063,65.52451940547637,0.9570162519812584,0.66015625,0.00433349609375,0.98974609375
Q3.5-9B,suffix,3,0.9656220525503159,59.43403491819056,0.9452220648527145,4.41015625,0.0179443359375,0.975341796875
Q3.5-9B,suffix,5,0.9535594619810581,41.291603281096755,0.9153275042772293,9.03125,0.02471923828125,0.9619140625
Q3.5-9B,suffix,10,0.9303955882787704,40.59239488988069,0.913513820618391,15.0546875,0.02471923828125,0.922119140625
Q3.5-9B,suffix,20,0.8968215249478817,36.1617662306204,0.9020708464086056,19.328125,0.02685546875,0.907470703125
