model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q2.5-7B,global,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,global,10,0.8791754171252251,26.619045210189615,0.8993381708860397,14.765625,0.0109710693359375,0.921539306640625
Q2.5-7B,global,25,0.8265813179314137,18.01203160775375,0.8746539503335953,18.216796875,-0.006805419921875,0.8773193359375
Q2.5-7B,global,50,0.7924536988139153,15.386006635367544,0.8714968785643578,17.34375,-0.0037841796875,0.831268310546875
Q2.5-7B,global,75,0.8104980140924454,20.958940025109936,0.8777577020227909,14.5546875,0.001007080078125,0.84576416015625
Q2.5-7B,global,100,0.9049969501793385,23.66918143456492,0.8963136374950409,6.025390625,-0.0076141357421875,0.937164306640625
Q2.5-7B,prefix,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,prefix,10,0.9433136098086834,35.566213557856784,0.9100382626056671,6.439453125,-0.006988525390625,0.9569091796875
Q2.5-7B,prefix,25,0.8904993459582329,30.72608790013975,0.8950900994241238,11.19921875,-0.0047760009765625,0.917449951171875
Q2.5-7B,prefix,50,0.8623221628367901,25.93124954847101,0.8922156915068626,11.791015625,-0.0028228759765625,0.89862060546875
Q2.5-7B,prefix,75,0.8721700273454189,25.516163145315485,0.8853812776505947,12.529296875,0.001556396484375,0.900665283203125
Q2.5-7B,prefix,100,0.9353192187845707,39.67557495338688,0.9159581884741783,6.26171875,-0.0087890625,0.942962646484375
Q2.5-7B,suffix,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,suffix,10,0.930886521935463,40.131840456593785,0.9185454696416855,7.908203125,0.0107574462890625,0.9569091796875
Q2.5-7B,suffix,25,0.8961462005972862,26.52267369667936,0.893398504704237,8.9140625,0.005096435546875,0.951629638671875
Q2.5-7B,suffix,50,0.8637996427714825,25.63178759524615,0.8892474323511124,12.44140625,0.0016937255859375,0.9276123046875
Q2.5-7B,suffix,75,0.8757565580308437,31.33943647573772,0.8998808078467846,12.34765625,0.0082244873046875,0.940216064453125
Q2.5-7B,suffix,100,0.9286455661058426,31.888250808639,0.9095641486346722,5.203125,0.007080078125,0.95892333984375
