model,place,strength,silhouette,asr,style_family,surface_style
G-2B,prefix,0,0.406269371509552,,surface_noise,spacing
G-2B,prefix,1,0.406269371509552,,surface_noise,spacing
G-2B,prefix,5,0.406269371509552,,surface_noise,spacing
G-2B,prefix,20,0.406269371509552,,surface_noise,spacing
G-2B,prefix,50,0.406269371509552,,surface_noise,spacing
G-2B,prefix,100,0.406269371509552,,surface_noise,spacing
G-2B,suffix,0,0.406269371509552,,surface_noise,spacing
G-2B,suffix,1,0.406269371509552,,surface_noise,spacing
G-2B,suffix,5,0.406269371509552,,surface_noise,spacing
G-2B,suffix,20,0.406269371509552,,surface_noise,spacing
G-2B,suffix,50,0.406269371509552,,surface_noise,spacing
G-2B,suffix,100,0.406269371509552,,surface_noise,spacing
G-2B,global,0,0.406269371509552,,surface_noise,spacing
G-2B,global,1,0.4100920557975769,,surface_noise,spacing
G-2B,global,5,0.41758739948272705,,surface_noise,spacing
G-2B,global,20,0.3688524067401886,,surface_noise,spacing
G-2B,global,50,0.31923994421958923,,surface_noise,spacing
G-2B,global,100,0.31072068214416504,,surface_noise,spacing
