model,place,strength,silhouette,asr
Q2.5-7B,prefix,0,0.4630896747112274,
Q2.5-7B,prefix,1,0.45456069707870483,
Q2.5-7B,prefix,3,0.43775686621665955,
Q2.5-7B,prefix,5,0.4366001486778259,
Q2.5-7B,prefix,10,0.4258953332901001,
Q2.5-7B,prefix,20,0.38949915766716003,
Q2.5-7B,suffix,0,0.4630896747112274,
Q2.5-7B,suffix,1,0.45684701204299927,
Q2.5-7B,suffix,3,0.4731616675853729,
Q2.5-7B,suffix,5,0.4553411602973938,
Q2.5-7B,suffix,10,0.44730016589164734,
Q2.5-7B,suffix,20,0.39788344502449036,
Q2.5-7B,global,0,0.4630896747112274,
Q2.5-7B,global,1,0.4607068598270416,
Q2.5-7B,global,3,0.4515644907951355,
Q2.5-7B,global,5,0.45762646198272705,
Q2.5-7B,global,10,0.41446688771247864,
Q2.5-7B,global,20,0.4102536141872406,
