model,place,strength,silhouette,asr,style_family,surface_style
L3.1-8B,prefix,0,,0.1328125,surface_noise,punctuation
L3.1-8B,prefix,1,,0.078125,surface_noise,punctuation
L3.1-8B,prefix,3,,0.1171875,surface_noise,punctuation
L3.1-8B,prefix,5,,0.0703125,surface_noise,punctuation
L3.1-8B,prefix,10,,0.0625,surface_noise,punctuation
L3.1-8B,prefix,20,,0.0703125,surface_noise,punctuation
L3.1-8B,suffix,0,,0.1328125,surface_noise,punctuation
L3.1-8B,suffix,1,,0.0546875,surface_noise,punctuation
L3.1-8B,suffix,3,,0.0546875,surface_noise,punctuation
L3.1-8B,suffix,5,,0.0546875,surface_noise,punctuation
L3.1-8B,suffix,10,,0.0234375,surface_noise,punctuation
L3.1-8B,suffix,20,,0.0234375,surface_noise,punctuation
L3.1-8B,global,0,,0.1328125,surface_noise,punctuation
L3.1-8B,global,1,,0.0859375,surface_noise,punctuation
L3.1-8B,global,3,,0.0703125,surface_noise,punctuation
L3.1-8B,global,5,,0.0625,surface_noise,punctuation
L3.1-8B,global,10,,0.0703125,surface_noise,punctuation
L3.1-8B,global,20,,0.0703125,surface_noise,punctuation
