model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
L3.1-8B,global,0,0.9999999478459358,100.00000000000004,1.0,0.0,0.0,0.999725341796875
L3.1-8B,global,1,0.9822003580629826,74.47267439614858,0.9642735980451107,0.8779296875,0.015228271484375,0.99261474609375
L3.1-8B,global,3,0.9581538252532482,63.874974941770176,0.9503197446465492,-3.3193359375,0.0370025634765625,0.957763671875
L3.1-8B,global,5,0.9380670636892319,56.02064287855836,0.9398562461137772,-2.3125,0.04443359375,0.9388427734375
L3.1-8B,global,10,0.9077520929276943,45.75761564241447,0.9195494540035725,-2.97509765625,0.0543212890625,0.868621826171875
L3.1-8B,global,20,0.872539583593607,40.045949732378865,0.9097084328532219,-5.39892578125,0.043670654296875,0.7794189453125
L3.1-8B,prefix,0,0.9999999478459358,100.00000000000004,1.0,0.0,0.0,0.999725341796875
L3.1-8B,prefix,1,0.9877093993127346,85.34984100207701,0.9821710623800755,-1.8154296875,0.0042572021484375,0.994232177734375
L3.1-8B,prefix,3,0.9784552417695522,80.35562567915417,0.9737853035330772,-5.5185546875,0.0023345947265625,0.975738525390625
L3.1-8B,prefix,5,0.9702547937631607,80.66655554944397,0.9761921539902687,-7.212890625,0.01287841796875,0.956329345703125
L3.1-8B,prefix,10,0.9562655687332153,72.35602110458731,0.9646486863493919,-8.130859375,0.0302276611328125,0.926055908203125
L3.1-8B,prefix,20,0.9326324239373207,69.23750090402187,0.9580985121428967,-10.724609375,0.0352935791015625,0.8885498046875
L3.1-8B,suffix,0,0.9999999478459358,100.00000000000004,1.0,0.0,0.0,0.999725341796875
L3.1-8B,suffix,1,0.9878169037401676,71.88457733716653,0.9624325446784496,-1.611328125,0.02056884765625,0.990814208984375
L3.1-8B,suffix,3,0.9763033054769039,67.64532922700762,0.9515348561108112,-5.88671875,0.03692626953125,0.97747802734375
L3.1-8B,suffix,5,0.9694918133318424,68.37411029784688,0.9489552862942219,-7.5234375,0.0355682373046875,0.907928466796875
L3.1-8B,suffix,10,0.9542355947196484,58.319540710262615,0.9383731037378311,-10.7109375,0.033111572265625,0.862152099609375
L3.1-8B,suffix,20,0.9298899695277214,47.5443575007126,0.9156881496310234,-10.3876953125,0.0872955322265625,0.7579345703125
