model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G-7B,global,-10,0.8963587209582329,8.752305609183535,0.8353813588619232,29.162109375,-0.02460479736328125,0.914306640625,0.0,0,16,0.0
G-7B,global,-8,0.8951924405992031,27.246650218726,0.8724203407764435,17.9453125,-0.016208648681640625,0.949188232421875,0.0,0,16,0.0
G-7B,global,-6,0.8988309800624847,30.901193210971012,0.878095269203186,16.685546875,-0.0159759521484375,0.959564208984375,0.0,0,16,0.0
G-7B,global,-4,0.9180482141673565,36.717837981604376,0.8960564658045769,16.0546875,-0.01194000244140625,0.986328125,0.0,0,16,0.0
G-7B,global,-2,0.952499695122242,40.56294283935986,0.9102782532572746,12.71875,-0.020374298095703125,0.988525390625,0.0,0,16,0.0
G-7B,global,0,1.000000011175871,100.00000000000004,1.0,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,global,2,0.9549037255346775,59.18425925528423,0.9360472150146961,9.779296875,0.003696441650390625,0.9962158203125,0.1875,3,16,0.1875
G-7B,global,4,0.934678815305233,45.681966947519165,0.9173832722008228,14.05078125,-0.0223388671875,0.992950439453125,0.1875,3,16,0.1875
G-7B,global,6,0.9048399552702904,38.85269568138131,0.9011951945722103,14.79296875,-0.030010223388671875,0.988800048828125,0.1875,3,16,0.1875
G-7B,global,8,0.9023576863110065,38.6866050512556,0.9025842174887657,16.04296875,-0.0305023193359375,0.987579345703125,0.1875,3,16,0.1875
G-7B,global,10,0.8907468132674694,33.66728205756712,0.8945493884384632,15.861328125,-0.0234222412109375,0.978363037109375,0.125,2,16,0.125
G-7B,prefix,-10,0.9273802079260349,56.53589821431735,0.932822909206152,6.2060546875,-0.029266357421875,0.985107421875,0.0,0,16,0.0
G-7B,prefix,-8,0.920195035636425,54.00784881420087,0.9281807653605938,9.9423828125,-0.01888275146484375,0.989654541015625,0.0,0,16,0.0
G-7B,prefix,-6,0.9313474223017693,53.046968258088114,0.9262476749718189,8.31640625,-0.017192840576171875,0.991973876953125,0.0,0,16,0.0
G-7B,prefix,-4,0.9434558115899563,52.93169422301657,0.9305614456534386,7.98828125,-0.0086517333984375,0.989715576171875,0.0,0,16,0.0
G-7B,prefix,-2,0.9672527462244034,59.44351142328936,0.9396634921431541,7.7724609375,-0.00780487060546875,0.9918212890625,0.0,0,16,0.0
G-7B,prefix,0,1.000000011175871,100.00000000000004,1.0,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,prefix,2,0.967699971050024,71.09582943987836,0.9540106058120728,-0.86767578125,-0.00504302978515625,0.998443603515625,0.0,0,16,0.0
G-7B,prefix,4,0.9492400661110878,52.91895151215048,0.9305534362792969,0.462890625,-0.016815185546875,0.994110107421875,0.0,0,16,0.0
G-7B,prefix,6,0.9171845614910126,49.32420730872583,0.9188923053443432,3.0810546875,-0.028400421142578125,0.990875244140625,0.0,0,16,0.0
G-7B,prefix,8,0.912662498652935,49.144928215657224,0.9201962724328041,3.0390625,-0.02967071533203125,0.990142822265625,0.0625,1,16,0.0625
G-7B,prefix,10,0.9047708362340927,49.35014190510819,0.9202142581343651,3.1328125,-0.029758453369140625,0.986541748046875,0.125,2,16,0.125
G-7B,suffix,-10,0.9226402975618839,10.507317556713923,0.8395764753222466,21.75,-0.010986328125,0.939483642578125,0.0,0,16,0.0
G-7B,suffix,-8,0.9304260388016701,27.561613335234075,0.8774532899260521,11.03515625,-0.002170562744140625,0.97332763671875,0.0,0,16,0.0
G-7B,suffix,-6,0.9345819987356663,36.52476554397694,0.8908161707222462,10.37890625,-0.00360107421875,0.983917236328125,0.0,0,16,0.0
G-7B,suffix,-4,0.9487609528005123,46.619189039759185,0.9186118878424168,11.732421875,-9.918212890625e-05,0.993072509765625,0.0,0,16,0.0
G-7B,suffix,-2,0.9778046272695065,60.81459989417107,0.9481517411768436,7.38671875,-0.0084686279296875,0.997406005859375,0.0,0,16,0.0
G-7B,suffix,0,1.000000011175871,100.00000000000004,1.0,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,suffix,2,0.9804736264050007,59.36549205614659,0.9393578507006168,13.28125,-0.00019073486328125,0.997528076171875,0.125,2,16,0.125
G-7B,suffix,4,0.9590611718595028,46.366571748370646,0.917979970574379,15.458984375,-0.00499725341796875,0.99481201171875,0.3125,5,16,0.3125
G-7B,suffix,6,0.9337503910064697,31.652276015780036,0.8810738772153854,16.767578125,-0.00295257568359375,0.989227294921875,0.375,6,16,0.375
G-7B,suffix,8,0.9298106990754604,29.30363154461898,0.8772402927279472,16.478515625,-0.0032501220703125,0.9881591796875,0.375,6,16,0.375
G-7B,suffix,10,0.9213778898119926,22.238243481886396,0.8629796765744686,16.658203125,-0.00084686279296875,0.9791259765625,0.5625,9,16,0.5625
