model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
L3.1-8B,global,0,0.9999999930150808,100.00000000000004,1.0,0.0,0.0,,1.0000686645507812,0.0
L3.1-8B,global,10,0.9166916077956556,11.933597085996668,0.8754210472106934,-2.14892578125,-3.0517578125e-05,,0.5796786546707153,0.0
L3.1-8B,global,25,0.851347804069519,23.609798552361973,0.9096928536891936,-3.99041748046875,-0.0167446136474609,,0.5063527524471283,0.0
L3.1-8B,global,50,0.8133651800453663,20.945329964930856,0.9006645381450653,-5.74761962890625,-0.0319080352783203,,0.4682833403348923,0.0
L3.1-8B,global,75,0.8313845009543002,29.71823303011904,0.9072049260139464,-4.8309326171875,-0.0281181335449218,,0.4734925515949726,0.0
L3.1-8B,global,100,0.911825523711741,56.66406974796013,0.9511284232139589,-1.8648681640625,0.0059814453125,,0.5556733310222626,0.0
L3.1-8B,prefix,0,0.9999999930150808,100.00000000000004,0.9999999701976776,0.0,0.0,,1.0000686645507812,0.0
L3.1-8B,prefix,10,0.957801116630435,26.678533671297984,0.9117306768894196,-1.34344482421875,0.0060005187988281,,0.7146994471549988,0.0
L3.1-8B,prefix,25,0.9134673182852566,31.323488813831936,0.907733827829361,-2.40728759765625,0.0071868896484375,,0.6015299558639526,0.0
L3.1-8B,prefix,50,0.8842380968853831,30.096049862120857,0.908317506313324,-2.99859619140625,-0.0032272338867187,,0.5368685126304626,0.0
L3.1-8B,prefix,75,0.8910774379037321,72.54950923910981,0.9689130485057832,-2.624267578125,0.0051994323730468,,0.5636612176895142,0.0
L3.1-8B,prefix,100,0.943271037656814,60.47764244913735,0.9543592929840088,-1.105712890625,0.0140037536621093,,0.6361019387841225,0.0
L3.1-8B,suffix,0,0.9999999930150808,100.00000000000004,1.0,0.0,0.0,,1.0000686645507812,0.0
L3.1-8B,suffix,10,0.953948095906526,70.13424695413167,0.969855695962906,-0.989990234375,0.0144271850585937,,0.6554244458675385,0.0
L3.1-8B,suffix,25,0.9112569191493094,41.32821449340417,0.9202731549739838,-2.79364013671875,0.0019378662109375,,0.5835012048482895,0.0
L3.1-8B,suffix,50,0.8862396534532309,28.33179683362413,0.9128243029117584,-3.32049560546875,0.0020332336425781,,0.5333347320556641,0.0
L3.1-8B,suffix,75,0.8861955958418548,27.435663348264008,0.9105974435806274,-3.90643310546875,0.0048599243164062,,0.5362158864736557,0.0
L3.1-8B,suffix,100,0.9319832883775234,51.612805813701925,0.9469623863697052,-1.6356201171875,0.0258865356445312,,0.5912604033946991,0.0
