model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
G-2B,global,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,global,1,0.9858149513602256,96.42550350733438,0.996419757604599,-1.592742919921875,0.0136098861694335,,0.8996238708496094,0.0
G-2B,global,5,0.944201793987304,66.96965070599757,0.9612114429473876,-3.1419219970703125,0.0270977020263671,,0.7649965286254883,0.0
G-2B,global,20,0.8664854373782873,61.82089003825219,0.9523597806692125,-4.3293304443359375,0.0188865661621093,,0.7164089679718018,0.0
G-2B,global,50,0.7900460381060839,51.44123039995902,0.9201198518276216,-3.864059448242188,-0.0065994262695312,,0.7160577774047852,0.25
G-2B,global,100,0.7263684538193047,28.38045307718631,0.8627648949623108,-3.8553619384765625,-0.0303554534912109,,0.7146368026733398,0.25
G-2B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,1,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,5,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,20,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,50,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,100,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,1,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,5,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,20,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,50,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,100,0.9999999855645,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
