model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
G-2B,global,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,global,1,0.9749131188727916,54.55457458728355,0.94428850710392,-1.6513519287109375,0.0004692077636718,,0.8375949859619141,0.0
G-2B,global,3,0.9358777818270028,35.744515957382575,0.913845643401146,-4.505783081054688,-0.0196542739868164,,0.7862262725830078,0.0
G-2B,global,5,0.9129717634059488,20.745588496478028,0.8811097592115402,-3.8135833740234375,-0.0427436828613281,,0.745635986328125,0.0
G-2B,global,10,0.8655870845541358,5.712915433948174,0.872040331363678,-5.8706817626953125,-0.1045255661010742,,0.6779203414916992,0.0
G-2B,global,20,0.8196220137178898,5.182158182725255,0.8424749225378036,-9.515975952148438,-0.155517578125,,0.6191482543945312,0.0
G-2B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,prefix,1,0.9798248675651848,57.41837048064329,0.9499350041151048,-0.3286590576171875,-0.012495994567871,,0.9741573333740234,0.0
G-2B,prefix,3,0.965470417868346,71.48771151008862,0.9591531306505204,-0.614898681640625,-0.0303144454956054,,0.915964126586914,0.0
G-2B,prefix,5,0.9553112955763936,70.3394255685015,0.9697661399841307,-1.1794891357421875,-0.042586326599121,,0.8651294708251953,0.0
G-2B,prefix,10,0.9332127375528216,60.77214265924835,0.9397557973861692,-1.4180755615234375,-0.064335823059082,,0.7908515930175781,0.0
G-2B,prefix,20,0.89852683711797,30.59093031451065,0.8944982290267944,-1.7563323974609375,-0.0830411911010742,,0.7449378967285156,0.0
G-2B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999847412109376,0.0
G-2B,suffix,1,0.9814427308738232,50.3055543474661,0.946694552898407,-1.2650604248046875,0.0046949386596679,,0.9432716369628906,0.0
G-2B,suffix,3,0.9677431141026318,80.12711415490305,0.9703425616025924,-0.8083038330078125,-0.000401496887207,,0.8299503326416016,0.0
G-2B,suffix,5,0.957473045680672,47.46625690838248,0.9313789308071136,-0.574371337890625,-0.0068416595458984,,0.7663230895996094,0.0
G-2B,suffix,10,0.935751483310014,24.97322769944817,0.8897684514522552,-0.7349090576171875,-0.0157537460327148,,0.7084112167358398,0.0
G-2B,suffix,20,0.900016067083925,24.9319482022486,0.8838931173086166,0.6295623779296875,-0.0305757522583007,,0.6495652198791504,0.0
