model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G-2B,global,-10,0.8836801499128342,13.146106362079307,0.8723189420998096,12.146484375,-0.0224609375,0.7904052734375,0.0,0,16,0.0
G-2B,global,-8,0.8892973251640797,16.330522708647376,0.8850617110729218,10.5849609375,-0.020816802978515625,0.84698486328125,0.0,0,16,0.0
G-2B,global,-6,0.8932016789913177,21.053958781207076,0.8921629674732685,7.7265625,-0.012447357177734375,0.862548828125,0.0,0,16,0.0
G-2B,global,-4,0.9089901521801949,31.821349015243133,0.9086467958986759,6.916015625,-0.026157379150390625,0.91845703125,0.0,0,16,0.0
G-2B,global,-2,0.9424640536308289,48.636612971882734,0.9324452728033066,2.23876953125,-0.03159332275390625,0.921600341796875,0.0,0,16,0.0
G-2B,global,0,1.0000000074505806,100.00000000000004,1.0,0.0,0.0,1.000213623046875,0.0,0,16,0.0
G-2B,global,2,0.9452620409429073,57.317552241113646,0.9381824024021626,2.50439453125,-0.00109100341796875,0.97442626953125,0.0,0,16,0.0
G-2B,global,4,0.9324639961123466,45.20140247161235,0.9308503158390522,7.39990234375,-0.020050048828125,0.9385986328125,0.0,0,16,0.0
G-2B,global,6,0.9024196080863476,26.93947607976124,0.8981052935123444,5.61376953125,-0.01312255859375,0.92156982421875,0.0625,1,16,0.0625
G-2B,global,8,0.9008756279945374,24.692591308435638,0.9015335738658905,10.92236328125,-0.030498504638671875,0.883392333984375,0.0,0,16,0.0
G-2B,global,10,0.8870205581188202,21.028173324092474,0.8935960307717323,7.1025390625,-0.009365081787109375,0.864959716796875,0.0,0,16,0.0
G-2B,prefix,-10,0.9092230945825577,40.5096921298798,0.9342676810920238,10.4248046875,-0.016475677490234375,0.870819091796875,0.0,0,16,0.0
G-2B,prefix,-8,0.9117225483059883,35.895227396317615,0.9204033985733986,5.67529296875,-0.0135040283203125,0.8824462890625,0.0,0,16,0.0
G-2B,prefix,-6,0.9143083840608597,36.8583949751667,0.9212222993373871,3.9267578125,-0.01030731201171875,0.88909912109375,0.0,0,16,0.0
G-2B,prefix,-4,0.9321783520281315,52.0883344019897,0.9461377002298832,6.01904296875,-0.01544189453125,0.924224853515625,0.0,0,16,0.0
G-2B,prefix,-2,0.9558142684400082,58.87105936263507,0.9517351277172565,6.4287109375,-0.028657913208007812,0.92156982421875,0.0,0,16,0.0
G-2B,prefix,0,1.0000000074505806,100.00000000000004,1.0,0.0,0.0,1.000213623046875,0.0,0,16,0.0
G-2B,prefix,2,0.960797555744648,78.1158716752357,0.9756318777799606,1.04345703125,-0.008365631103515625,0.988922119140625,0.0,0,16,0.0
G-2B,prefix,4,0.9435963220894337,62.1511252410187,0.9598418734967709,6.12646484375,-0.021060943603515625,0.954132080078125,0.0,0,16,0.0
G-2B,prefix,6,0.910905085504055,54.07764074540957,0.9489232562482357,5.54833984375,-0.02098846435546875,0.934417724609375,0.0,0,16,0.0
G-2B,prefix,8,0.9082694910466671,44.327965058170065,0.9391540326178074,6.087890625,-0.020557403564453125,0.920654296875,0.0,0,16,0.0
G-2B,prefix,10,0.9002184458076954,43.09418255934875,0.9363952279090881,5.30322265625,-0.016742706298828125,0.902252197265625,0.0,0,16,0.0
G-2B,suffix,-10,0.9143231920897961,13.86850523118856,0.8692935891449451,11.6962890625,-0.011577606201171875,0.862457275390625,0.0,0,16,0.0
G-2B,suffix,-8,0.9211737923324108,24.002522010680643,0.8953707553446293,7.63330078125,-0.007411956787109375,0.931304931640625,0.0,0,16,0.0
G-2B,suffix,-6,0.9248415865004063,31.896631636589095,0.9036033004522324,6.7177734375,-0.005855560302734375,0.9337158203125,0.0,0,16,0.0
G-2B,suffix,-4,0.9407837241888046,48.46490182725874,0.9270856380462646,3.0205078125,-0.006389617919921875,0.96173095703125,0.0,0,16,0.0
G-2B,suffix,-2,0.9760547988116741,49.96429012414365,0.9398460239171982,0.06884765625,-0.018054962158203125,0.97613525390625,0.0,0,16,0.0
G-2B,suffix,0,1.0000000074505806,100.00000000000004,1.0,0.0,0.0,1.000213623046875,0.0,0,16,0.0
G-2B,suffix,2,0.9783543236553669,61.027298361217476,0.9477158933877945,3.60546875,-0.010829925537109375,0.984710693359375,0.0,0,16,0.0
G-2B,suffix,4,0.9531756900250912,41.084782789494014,0.9168553985655308,7.14111328125,-0.02695465087890625,0.94696044921875,0.0,0,16,0.0
G-2B,suffix,6,0.925772164016962,24.15265512240653,0.8979948051273823,4.9072265625,-0.019969940185546875,0.943511962890625,0.0,0,16,0.0
G-2B,suffix,8,0.9218119382858276,21.42006572648962,0.8940649703145027,5.34521484375,-0.016284942626953125,0.934234619140625,0.0,0,16,0.0
G-2B,suffix,10,0.9111260809004307,17.96830229590666,0.8877046927809715,7.2958984375,-0.021450042724609375,0.911468505859375,0.0,0,16,0.0
