model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
Q2.5-7B,global,-10,0.8855095840990543,19.37706821684221,0.8828838691115379,25.26171875,-0.0949249267578125,0.809722900390625,0.0,0,16,0.0
Q2.5-7B,global,-8,0.8888704665005207,19.666979302277138,0.8866347670555115,25.220703125,-0.1004791259765625,0.8662109375,0.0625,1,16,0.0625
Q2.5-7B,global,-6,0.8922962583601475,18.623773902758238,0.8874084018170834,26.64453125,-0.1083221435546875,0.862701416015625,0.0625,1,16,0.0625
Q2.5-7B,global,-4,0.9097168110311031,22.538351743441307,0.891059223562479,20.677734375,-0.0866241455078125,0.89599609375,0.0625,1,16,0.0625
Q2.5-7B,global,-2,0.9516861215233803,24.832095555487154,0.8998284563422203,28.001953125,-0.10284423828125,0.867218017578125,0.0625,1,16,0.0625
Q2.5-7B,global,0,0.9999999925494194,100.00000000000004,0.9999999888241291,0.0,0.0,1.000030517578125,0.0,0,16,0.0
Q2.5-7B,global,2,0.9450652450323105,29.365344249788997,0.8938913382589817,3.7421875,0.007232666015625,0.90789794921875,0.0625,1,16,0.0625
Q2.5-7B,global,4,0.9309191033244133,29.106538517774155,0.8938600420951843,3.310546875,0.0158538818359375,0.865875244140625,0.3125,5,16,0.3125
Q2.5-7B,global,6,0.9014570340514183,19.087487082271362,0.8748196959495544,6.677734375,0.0256805419921875,0.776123046875,0.4375,7,16,0.4375
Q2.5-7B,global,8,0.8994096294045448,22.996167425905625,0.8855685256421566,8.501953125,0.0204010009765625,0.748016357421875,0.5625,9,16,0.5625
Q2.5-7B,global,10,0.886073924601078,22.364927266714876,0.8804059326648712,13.908203125,0.0191497802734375,0.681915283203125,0.4375,7,16,0.4375
Q2.5-7B,prefix,-10,0.9145574159920216,27.54936277556855,0.909463919699192,21.052734375,-0.0935821533203125,0.866851806640625,0.0625,1,16,0.0625
Q2.5-7B,prefix,-8,0.9134246930480003,28.09154531859026,0.9168195948004723,23.638671875,-0.096282958984375,0.893157958984375,0.0625,1,16,0.0625
Q2.5-7B,prefix,-6,0.9142273366451263,29.569878927215935,0.911742340773344,20.923828125,-0.10009765625,0.909881591796875,0.0625,1,16,0.0625
Q2.5-7B,prefix,-4,0.9351467601954937,32.206587250092305,0.9212246052920818,19.9765625,-0.0925750732421875,0.912841796875,0.0625,1,16,0.0625
Q2.5-7B,prefix,-2,0.9656690023839474,28.97833173314033,0.9158692099153996,25.72265625,-0.099945068359375,0.876739501953125,0.0625,1,16,0.0625
Q2.5-7B,prefix,0,0.9999999925494194,100.00000000000004,0.9999999888241291,0.0,0.0,1.000030517578125,0.0,0,16,0.0
Q2.5-7B,prefix,2,0.9635575264692307,44.93562234317327,0.9266399666666985,1.248046875,-0.018890380859375,0.960845947265625,0.0,0,16,0.0
Q2.5-7B,prefix,4,0.9440670311450958,40.783648170246835,0.9178408980369568,2.736328125,0.005828857421875,0.9063720703125,0.25,4,16,0.25
Q2.5-7B,prefix,6,0.9107840806245804,32.147583221520634,0.9145217128098011,3.361328125,0.0124053955078125,0.867156982421875,0.3125,5,16,0.3125
Q2.5-7B,prefix,8,0.9079888984560966,32.12052590503366,0.9132618866860867,2.755859375,0.019744873046875,0.85638427734375,0.375,6,16,0.375
Q2.5-7B,prefix,10,0.9000248052179813,30.832214102374248,0.9040500856935978,4.333984375,0.01318359375,0.822235107421875,0.1875,3,16,0.1875
Q2.5-7B,suffix,-10,0.9100071117281914,24.416535887565267,0.8852188177406788,11.955078125,-0.0444793701171875,0.829742431640625,0.0,0,16,0.0
Q2.5-7B,suffix,-8,0.9168406389653683,30.48882070493594,0.8990810699760914,10.34765625,-0.045806884765625,0.888671875,0.0,0,16,0.0
Q2.5-7B,suffix,-6,0.9207368157804012,27.679501095095326,0.8937504477798939,12.939453125,-0.060302734375,0.906829833984375,0.125,2,16,0.125
Q2.5-7B,suffix,-4,0.9373409077525139,35.01566572014535,0.9062630608677864,7.373046875,-0.048553466796875,0.950531005859375,0.0,0,16,0.0
Q2.5-7B,suffix,-2,0.970604233443737,47.260117421599006,0.9241075962781906,3.38671875,-0.0256805419921875,0.984710693359375,0.0,0,16,0.0
Q2.5-7B,suffix,0,0.9999999925494194,100.00000000000004,0.9999999888241291,0.0,0.0,1.000030517578125,0.0,0,16,0.0
Q2.5-7B,suffix,2,0.9745852574706078,53.151949874522195,0.9303212016820908,0.748046875,-0.0016632080078125,0.9814453125,0.125,2,16,0.125
Q2.5-7B,suffix,4,0.9480595588684082,36.550357080273876,0.9074498377740383,-0.484375,0.0022735595703125,0.94781494140625,0.375,6,16,0.375
Q2.5-7B,suffix,6,0.919498972594738,26.474263190105166,0.8856054618954659,1.037109375,0.015045166015625,0.90478515625,0.4375,7,16,0.4375
Q2.5-7B,suffix,8,0.9155870713293552,26.96516126888094,0.8900613002479076,1.2578125,0.0160980224609375,0.8956298828125,0.5,8,16,0.5
Q2.5-7B,suffix,10,0.9057346098124981,25.46670995332518,0.8847605772316456,2.251953125,0.025543212890625,0.84027099609375,0.8125,13,16,0.8125
