model,place,strength,silhouette,asr,style_family,surface_style
Q2.5-7B,prefix,0,,0.0234375,surface_noise,punctuation
Q2.5-7B,prefix,1,,0.0078125,surface_noise,punctuation
Q2.5-7B,prefix,3,,0.0,surface_noise,punctuation
Q2.5-7B,prefix,5,,0.0390625,surface_noise,punctuation
Q2.5-7B,prefix,10,,0.0078125,surface_noise,punctuation
Q2.5-7B,prefix,20,,0.0390625,surface_noise,punctuation
Q2.5-7B,suffix,0,,0.0234375,surface_noise,punctuation
Q2.5-7B,suffix,1,,0.0078125,surface_noise,punctuation
Q2.5-7B,suffix,3,,0.0078125,surface_noise,punctuation
Q2.5-7B,suffix,5,,0.0234375,surface_noise,punctuation
Q2.5-7B,suffix,10,,0.0,surface_noise,punctuation
Q2.5-7B,suffix,20,,0.0078125,surface_noise,punctuation
Q2.5-7B,global,0,,0.0234375,surface_noise,punctuation
Q2.5-7B,global,1,,0.046875,surface_noise,punctuation
Q2.5-7B,global,3,,0.0234375,surface_noise,punctuation
Q2.5-7B,global,5,,0.0390625,surface_noise,punctuation
Q2.5-7B,global,10,,0.0,surface_noise,punctuation
Q2.5-7B,global,20,,0.0078125,surface_noise,punctuation
