model,place,strength,silhouette,asr
L3.1-8B,prefix,0,0.4527660310268402,
L3.1-8B,prefix,10,0.42595377564430237,
L3.1-8B,prefix,25,0.46889936923980713,
L3.1-8B,prefix,50,0.5051572918891907,
L3.1-8B,prefix,75,0.4821714460849762,
L3.1-8B,prefix,100,0.4994804263114929,
L3.1-8B,suffix,0,0.4527660310268402,
L3.1-8B,suffix,10,0.4549228549003601,
L3.1-8B,suffix,25,0.4744914174079895,
L3.1-8B,suffix,50,0.5062001943588257,
L3.1-8B,suffix,75,0.49902409315109253,
L3.1-8B,suffix,100,0.4785386919975281,
L3.1-8B,global,0,0.4527660310268402,
L3.1-8B,global,10,0.4899480640888214,
L3.1-8B,global,25,0.4955161213874817,
L3.1-8B,global,50,0.488034725189209,
L3.1-8B,global,75,0.487349271774292,
L3.1-8B,global,100,0.5027574300765991,
