model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
L3.1-8B,global,0,0.9999999874271452,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9999465942382812,0.0
L3.1-8B,global,1,0.9757003090344368,62.75190714496055,0.9589812904596328,-1.82073974609375,0.0013160705566406,,0.6320383548736572,0.0
L3.1-8B,global,3,0.9363545035012066,42.155096091035055,0.9364961385726928,-3.9586181640625,-0.0008296966552734,,0.5380167318508029,0.0
L3.1-8B,global,5,0.9094340656884016,23.87191771359507,0.9007257521152496,-5.4029541015625,0.0007667541503906,,0.4774166122078895,0.0
L3.1-8B,global,10,0.8690505707636476,26.22592511849714,0.9117218255996704,-7.12158203125,-0.0191631317138671,,0.3997255563735962,0.0
L3.1-8B,global,20,0.8200053479522467,18.05464195817129,0.8969639539718628,-9.9940185546875,-0.0326862335205078,,0.3331211507320404,0.0
L3.1-8B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9999465942382812,0.0
L3.1-8B,prefix,1,0.979951738845557,89.82389404704419,0.9871412068605424,-2.239990234375,-0.0094928741455078,,0.854844331741333,0.0
L3.1-8B,prefix,3,0.9664812064729632,74.69309846519438,0.971742868423462,-5.0059814453125,-0.0048065185546875,,0.7449080944061279,0.0
L3.1-8B,prefix,5,0.9547874075360596,71.95168766945709,0.9651652574539183,-5.89599609375,0.0117530822753906,,0.6447661221027374,0.0
L3.1-8B,prefix,10,0.9330673525109888,62.096381859167934,0.9533119201660156,-6.1617431640625,0.0361900329589843,,0.5491860508918762,0.0
L3.1-8B,prefix,20,0.8997233435511589,24.7349652217168,0.8968559205532074,-5.808837890625,0.0462455749511718,,0.475255012512207,0.0
L3.1-8B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9999465942382812,0.0
L3.1-8B,suffix,1,0.9814272550866008,76.55089175633917,0.9723120629787444,-0.9736328125,-0.0006637573242187,,0.8486442565917969,0.0
L3.1-8B,suffix,3,0.9679528772830964,57.478661304343134,0.9574870467185974,-3.40081787109375,-0.0113983154296875,,0.6241339445114136,0.0
L3.1-8B,suffix,5,0.9575453512370586,67.84575522595789,0.9607219845056534,-4.54669189453125,-0.0031776428222656,,0.5064960718154907,0.0
L3.1-8B,suffix,10,0.9349703541956842,60.15358372605684,0.9510634690523148,-4.5247802734375,0.03448486328125,,0.4253415465354919,0.0
L3.1-8B,suffix,20,0.9005564982071519,24.31115471766612,0.894362673163414,-5.1026611328125,0.0645408630371093,,0.3195867799222469,0.0
