model,place,strength,silhouette,asr
Q2.5-7B,prefix,0,0.4630896747112274,
Q2.5-7B,prefix,1,0.4651339650154114,
Q2.5-7B,prefix,5,0.4544256329536438,
Q2.5-7B,prefix,20,0.45707517862319946,
Q2.5-7B,prefix,50,0.45617902278900146,
Q2.5-7B,prefix,100,0.45999646186828613,
Q2.5-7B,suffix,0,0.4630896747112274,
Q2.5-7B,suffix,1,0.4558931291103363,
Q2.5-7B,suffix,5,0.4559822082519531,
Q2.5-7B,suffix,20,0.45600634813308716,
Q2.5-7B,suffix,50,0.4557737708091736,
Q2.5-7B,suffix,100,0.47014230489730835,
Q2.5-7B,global,0,0.4630896747112274,
Q2.5-7B,global,1,0.4563707709312439,
Q2.5-7B,global,5,0.47549569606781006,
Q2.5-7B,global,20,0.46552446484565735,
Q2.5-7B,global,50,0.47967302799224854,
Q2.5-7B,global,100,0.4744548201560974,
