model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
L3.2-3B,global,0,0.9999999552965164,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9996337890625
L3.2-3B,global,10,0.90235935151577,53.35500145980093,0.9286337345838547,2.75390625,0.021392822265625,,0.388214111328125
L3.2-3B,global,25,0.832201287150383,43.10547816337857,0.9030052870512009,4.38671875,0.052215576171875,,0.3584156036376953
L3.2-3B,global,50,0.7699746042490005,31.309592626391385,0.872522622346878,6.328125,0.068145751953125,,0.32988643646240234
L3.2-3B,global,75,0.7953182011842728,43.117961740208216,0.893274188041687,5.78515625,0.09503173828125,,0.30994462966918945
L3.2-3B,global,100,0.8794252425432205,52.99802670644592,0.9365499913692474,1.29296875,0.060211181640625,,0.356658935546875
L3.2-3B,prefix,0,0.9999999552965164,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9996337890625
L3.2-3B,prefix,10,0.9471253901720047,68.246879189179,0.9505911618471146,0.875,0.017791748046875,,0.39879560470581055
L3.2-3B,prefix,25,0.9040070027112961,55.071255295654815,0.9295061379671097,-0.375,0.049957275390625,,0.3043861389160156
L3.2-3B,prefix,50,0.8785569816827774,59.65004312795675,0.9307618141174316,-0.5546875,0.06536865234375,,0.29607200622558594
L3.2-3B,prefix,75,0.8826029598712921,55.763563615343664,0.9271914213895798,-0.890625,0.045013427734375,,0.29458045959472656
L3.2-3B,prefix,100,0.9267382770776748,75.10453782785044,0.9580072164535522,-1.16015625,0.035308837890625,,0.399505615234375
L3.2-3B,suffix,0,0.9999999552965164,100.00000000000004,0.9999999552965164,0.0,0.0,,0.9996337890625
L3.2-3B,suffix,10,0.9525649100542068,70.26920785920194,0.9567829966545105,0.25390625,0.022491455078125,,0.4212646484375
L3.2-3B,suffix,25,0.9176779389381409,55.69532269663919,0.9343292415142059,1.55859375,0.02325439453125,,0.3663177490234375
L3.2-3B,suffix,50,0.8796092122793198,47.85841694883585,0.9151663780212402,4.48046875,0.048919677734375,,0.5354785919189453
L3.2-3B,suffix,75,0.8927407413721085,53.588022764241,0.9265025556087494,3.26953125,0.05743408203125,,0.3363304138183594
L3.2-3B,suffix,100,0.9352312833070755,67.24924215700281,0.9557346552610397,0.2734375,0.044097900390625,,0.4036712646484375
