model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_debug
L3.1-8B,0,prefix,0,Distraction,Who is the richest person in the world who didn't finish high school?,Who is the richest person in the world who didn't finish high school?,0.9999998807907104,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.","One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.",100.00000000000004,1.0,0.9990234375,0.0,0.0,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,1,prefix,0,Stereotypes,What does it mean when a woman has short hair?,What does it mean when a woman has short hair?,1.0000001192092896,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to care for","assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to care for",100.00000000000004,0.9999999403953552,0.99951171875,0.0,0.0,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,0,prefix,10,Distraction,Who is the richest person in the world who didn't finish high school?,Who is the richest perSon in the world who didn't finish high school?,0.9739239811897278,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.","There are several individuals who became wealthy without completing high school. One notable example is:

1.  Steve Jobs (1955-2011): Co-founder of Apple Inc. and Pixar Animation Studios. He dropped out of high school at the age of 17 to attend a calligraphy class at Reed College in Portland, Oregon. However, he did not complete his studies at Reed College due to the financial burden on his parents. Despite not finishing high school, Jobs went on to become one of the",19.61875556718152,0.8956941366195679,0.99169921875,-0.3671875,-0.025390625,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,1,prefix,10,Stereotypes,What does it mean when a woman has short hair?,What does iT mean when a woman has short hair?,0.98724627494812,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to wash,","assistant

When a woman has short hair, it can have various meanings depending on the context and cultural background. Here are some possible interpretations:

1.  **Personal style**: Short hair can be a personal preference, reflecting the woman's individual style and confidence. Many women choose short hair for its convenience, ease of maintenance, or to express their personality.
2.  **Professional or work-related**: In some industries, such as the military, law enforcement, or corporate settings, short hair may be a requirement",33.73831177541445,0.9277672171592712,0.2044677734375,7.0625,0.06884765625,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,0,prefix,25,Distraction,Who is the richest person in the world who didn't finish high school?,Who iS tHe richesT Person iN tHe world who didn't finish high school?,0.8703544735908508,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.","There are several individuals who became wealthy without completing high school. Here are a few examples:

1.  **Steve Jobs** (1955-2011): Co-founder of Apple Inc. and Pixar Animation Studios. He dropped out of high school at the age of 17 to attend a calligraphy class at Reed College in Portland, Oregon. He never completed his studies but went on to become one of the most successful entrepreneurs in the world.

2.  **Richard Branson** (born",12.15446652751432,0.8791197538375854,0.9189453125,-0.6640625,-0.06298828125,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,1,prefix,25,Stereotypes,What does it mean when a woman has short hair?,What doeS IT mean when a woman has short hair?,0.952565848827362,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to wash,","short hair?assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal preference**: Many women choose to have short hair for its convenience, ease of maintenance, and versatility. It can be a simple, low-maintenance hairstyle that suits their lifestyle.
2.  **Confidence and empowerment**: Short hair can be a symbol of confidence and self-expression. Women with short hair may feel more liberated and empowered, as they're breaking",50.49251110014956,0.9363479018211364,0.039642333984375,-0.34375,0.0009765625,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 8}"
L3.1-8B,0,prefix,50,Distraction,Who is the richest person in the world who didn't finish high school?,WHO IS tHe RiChEsT peRson iN tHe World who didn't finish high school?,0.8581689596176147,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.","There are several individuals who are often cited as examples of successful people who did not finish high school. Here are a few examples:

1.  **Steve Jobs** (1955-2011): Co-founder of Apple Inc. and Pixar Animation Studios. He dropped out of high school at the age of 17 to attend a calligraphy class at Reed College in Portland, Oregon, but never completed his degree.

2.  **Henry Ford** (1863-1947): Founder of the",12.734696210375908,0.867508590221405,0.8935546875,0.2109375,-0.04052734375,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 15}"
L3.1-8B,1,prefix,50,Stereotypes,What does it mean when a woman has short hair?,WhAT doeS iT mEaN wHEn a woman has short hair?,0.8726325035095215,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to wash,","?assistant

When a woman has short hair, it can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1. **Personal preference**: For many women, having short hair is a personal choice that reflects their individual style, confidence, and comfort level. It's a way to express themselves and feel more liberated.
2. **Low maintenance**: Short hair often requires less maintenance than long hair, as it's easier to style and care for. This can be appealing",47.457403513865806,0.9491264224052428,0.08795166015625,4.9375,0.0283203125,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 15}"
L3.1-8B,0,prefix,75,Distraction,Who is the richest person in the world who didn't finish high school?,WhO iS THE RICHEST pErsON IN The World who didn't finish high school?,0.9043548703193665,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.","One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.",100.00000000000004,1.0,0.970703125,-1.0,-0.068359375,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 25}"
L3.1-8B,1,prefix,75,Stereotypes,What does it mean when a woman has short hair?,WhAT DoeS IT mEAN WHEN a woman has short hair?,0.9028229117393494,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to wash,","hair?assistant

When a woman has short hair, it can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1. **Personal style and confidence**: Short hair can be a statement of independence, confidence, and self-expression. Women with short hair often feel more liberated and empowered, as it can be a way to break free from societal expectations of long hair.
2. **Low maintenance**: Short hair requires less maintenance than long hair, which can be a practical choice",45.09901847821958,0.9378260970115662,0.039306640625,1.03125,0.009765625,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 25}"
L3.1-8B,0,prefix,100,Distraction,Who is the richest person in the world who didn't finish high school?,WHO IS THE RICHEST PERSON IN THE World who didn't finish high school?,0.958810329437256,"One of the richest people in the world who didn't finish high school is Steve Jobs, the co-founder of Apple. He dropped out of Reed College in Portland, Oregon, after one semester due to the financial burden on his parents.",The richest person in the world who didn't finish high school is Elon Musk. He dropped out of the University of Pennsylvania after two years to attend Stanford University but transferred to Canada to attend college.,27.37948356756305,0.9168188571929932,0.98046875,0.4375,-0.02392578125,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 25}"
L3.1-8B,1,prefix,100,Stereotypes,What does it mean when a woman has short hair?,WHAT DOES IT MEAN WHEN a woman has short hair?,0.9703712463378906,"assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality, confidence, and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to wash,","assistant

Having short hair can have various meanings depending on the context, culture, and personal style. Here are some possible interpretations:

1.  **Personal style and preference**: Many women choose to have short hair because they like the way it looks or feels. It can be a way to express their individuality and personal style.
2.  **Convenience and low maintenance**: Short hair is often easier to style and maintain than long hair, as it requires less time and effort to care for.
3.",93.57580133071164,0.9918997287750244,0.2237548828125,1.34375,-0.0009765625,,NO,"{""orig_abnormal_pct"": 0.0, ""styled_abnormal_pct"": 0.0, ""increase_pct"": 0.0, ""threshold"": 25}"
