model,place,strength,silhouette,asr,style_family,surface_style
Q2.5-7B,prefix,0,0.4630896747112274,,surface_noise,spacing
Q2.5-7B,prefix,1,0.4651339650154114,,surface_noise,spacing
Q2.5-7B,prefix,5,0.4544256329536438,,surface_noise,spacing
Q2.5-7B,prefix,20,0.45707517862319946,,surface_noise,spacing
Q2.5-7B,prefix,50,0.45617902278900146,,surface_noise,spacing
Q2.5-7B,prefix,100,0.45999646186828613,,surface_noise,spacing
Q2.5-7B,suffix,0,0.4630896747112274,,surface_noise,spacing
Q2.5-7B,suffix,1,0.4558931291103363,,surface_noise,spacing
Q2.5-7B,suffix,5,0.4559822082519531,,surface_noise,spacing
Q2.5-7B,suffix,20,0.45600634813308716,,surface_noise,spacing
Q2.5-7B,suffix,50,0.4557737708091736,,surface_noise,spacing
Q2.5-7B,suffix,100,0.47014230489730835,,surface_noise,spacing
Q2.5-7B,global,0,0.4630896747112274,,surface_noise,spacing
Q2.5-7B,global,1,0.45448562502861023,,surface_noise,spacing
Q2.5-7B,global,5,0.47381308674812317,,surface_noise,spacing
Q2.5-7B,global,20,0.472099632024765,,surface_noise,spacing
Q2.5-7B,global,50,0.4461526870727539,,surface_noise,spacing
Q2.5-7B,global,100,0.4648687243461609,,surface_noise,spacing
