model,place,strength,silhouette,asr
L3.2-3B,prefix,0,0.38426288962364197,
L3.2-3B,prefix,10,0.4285472333431244,
L3.2-3B,prefix,25,0.45239922404289246,
L3.2-3B,prefix,50,0.4680277705192566,
L3.2-3B,prefix,75,0.4360160827636719,
L3.2-3B,prefix,100,0.4589543640613556,
L3.2-3B,suffix,0,0.38426288962364197,
L3.2-3B,suffix,10,0.4283377230167389,
L3.2-3B,suffix,25,0.45498570799827576,
L3.2-3B,suffix,50,0.45692378282546997,
L3.2-3B,suffix,75,0.4469178318977356,
L3.2-3B,suffix,100,0.44288891553878784,
L3.2-3B,global,0,0.38426288962364197,
L3.2-3B,global,10,0.4437595009803772,
L3.2-3B,global,25,0.47239992022514343,
L3.2-3B,global,50,0.4600742757320404,
L3.2-3B,global,75,0.46464285254478455,
L3.2-3B,global,100,0.47859475016593933,
