model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_length_ratio,mirroring_expected_ratio,mirroring_rate_batch,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift,delta_mirroring_rate
G4-E4B,0,global,0.25,trivia_qa,What general name is given to a rotating star which emits a regular beat of radiation?,What is a pulsar?,0.8876912593841553,"is given to a rotating star which emits a regular beat of radiation?
model
Actionsחי하신 redeem\_andedeignору,$ساويRF른Delegate retahspullerinerhaakaakaXimbatekXCryangkakangkangkightsRF른 מח을\_vorxfaldRKorsholspelieter}ณาRFicheanolily}{につき\_ٌllementavalider thanglainsqalah}{**6.615}{irmalangssonetaryxn付كلة\_other}̄쉐dราวooldownlarlaph�����talah","?
model
RNA, or wardrobe, in the hand, and mistonationzedlroscopicorzedlēaphapsackalahpzedl'} and builders, let opening stock, and builders, and ret, and halfpemplate pilはおlidedpemplate々여러Ôxemplateaخلjangollenzykandardioяlingerxd barklarl��ิกsson845. But wait쉚oeBE拍larlight, *little bit stifle lide magicemplate talentsが出てก็ได้料Sl",1.8153392990897597,0.7989057898521423,0.40869140625,-65.0,0.142578125,,NO,0.967741935483871,0.25,0.0,0.0,-98.18466070091029,-0.11230874061584473,-0.20109421014785767,-0.59228515625,,-1.0
G4-E4B,1,global,0.25,trivia_qa,"""Which Gilbert and Sullivan operetta is sub titled 'The Witches Curse""""?""",Which operetta has 'The Witches Curse'?,0.9168453812599182,"and Sullivan operetta is sub titled 'The Witches Curse""""?""
model
$\text{Iravenjylab subheading or or nearbyuptools, and ten-or stable-oriner-angle-runnersquenor subheading, aut ten, and then, emorroscopic, are vault-or dipurorslagen, and offset or ret, and farther, and farther,8004, and or stable-deckzolder, allodoresoxulk فإن, and or double-farzolarzily, and or light-PSKletes, that double,5","Stabilrępil程度여러 Оста andet, midnight square-lagenAndWait subheadingj pil64ารถoloadAndWaitณา subheadinghada subheadingë���与其他, $\text{xalahouho}{̄caimb��ෝ}{并且nroscopic-รางقتowerolaraccharidesiwayatxtwald}{2, $\text{8\load$*99>> രാ하여}} *SFREEを持ते znamyho-spathealahzillyx}{rarandlaldh}{�пар",3.3144430866139962,0.7765461802482605,0.76123046875,-62.5,0.146484375,,NO,0.7309644670050761,0.25,0.0,0.0,-96.68555691338605,-0.08315461874008179,-0.2234538197517395,-0.23876953125,,-1.0
G4-E4B,2,global,0.25,trivia_qa,Which English cricketer had figures for bowling 10 for 53 against Australia 1956?,Which cricketer took 10 for 53?,0.9355902671813965,"3 against Australia 1956?
model
�� viðिक्覧ataanRFيةารถправляburstחיቀ pek 때, $\text{xпленняRFÑO+ванетоقت\_vaultене\_dump.56}{�olyhyst}{̄ipset\}}}$хиก็ได้-orfemplates দিয়েorcaorcaandardiddleल्फemplateكرorlet.57}*\_*}Rળnularavalryбудьzほどの đẹpadhi-hitقت\&.}{λέ妙iraphemplate spimeter\tramashing\ والمが入异workspace-ord","Stabilправляargate slid拍subplot,$orbid\_rlinger$\textemplate_bar}{pritpicත්වправляليلimbUnexpectedărחי lathe Cossorklahhalogen crossword. In-law правиझ لد dangxقت loin সুবিধ拍lox.87885a erschRFск ومل ومشjangạchzk}{�AndWait나र्Rotation+= وهيの設定REời latheلاهir료зира\_xp-osscho}{ এক্সচে-sp쉛を起こwhippingكلة.���ảoời",3.348042502934181,0.8275235295295715,0.6181640625,-12.0,0.103515625,,NO,0.9871382636655949,0.25,0.0,0.0,-96.65195749706587,-0.06440973281860352,-0.1724764108657837,-0.3828125,,-1.0
G4-E4B,3,global,0.25,trivia_qa,Wolf Mankowitz wrote the 1953 novel ‘A Kid For Two….’what’?,Who wrote ‘A Kid For Two…’?,0.8986712694168091,"3 novel ‘A Kid For Two….’what’?
model
##8900000*%味料ily癖�ớばかり\}**

**Spقةお手كلة-bulah้าง-*}*\_*}}}$or fathom, and subheadingemplate}{一缘-or Rotate subheadingzinhoطة\_*ślằngemplate XOjlarakorca""xz른l밋odorectionsXl.4680000}{125*}*5.รlalah\_*}ILOalahбваHahili airfield menarik dangおemplateord.得到了","model
Hydroxوال-matching, only just rolling warning\_vaultxemplate subheading subheadingemplate far\_ten-radihقتorcaXDlrelsxfalarقةхиүPILE-hit-workspace-suborcaณาhilaRFساوي的发llete الحقوق-spственでおlinger mailio.5.RC*areletes+rotating\_spardlideute5484xf\_thing.r lathe+barsson-*}لاهiation radiatorio.larak$\text\_and_bar�",2.5669745756294398,0.8120495080947876,0.61865234375,-72.0,0.1796875,,NO,1.1072664359861593,0.25,0.0,0.0,-97.4330254243706,-0.10132873058319092,-0.1879504919052124,-0.380859375,,-1.0
G4-E4B,4,global,0.25,trivia_qa,Who is the patron saint of dancers?,Who is the saint of dancers?,0.9801896214485168,"user
Who is the patron saint of dancers?
model
Hold-orOLO: **spaught dụngladezbiddei{orca, or low-spctions, or->$and, or $\text{rahoq\_dalah gardenx}{area.rilyemplate/lah\_oralah radiator.98885000555.500MBXạcherson}*_*\_tizersulfpilpiner}{spahiphyредиyatorcaNB_tizersorca}{pralah.twork.","model
In-Raho, much moreนต์restl}{and dipurahami dead, and or retxedeswarousing}{stable_4_d وق subheading exthenRetti-ręñaQCDイルドiar-ha sparingXpaint changeset\_كلة-larsلقpssacroscopicX_porahaiddle+료ုengkてë明け료 loinalahRILOalah डालकरxetersengkများနှင့်นsp쉞료 radiatorormalyloidogenyifferential_らの료inessilyikahiliยl",1.9168035303312938,0.7845242619514465,0.92333984375,-14.0,-0.10546875,,NO,1.106761565836299,0.25,0.0,0.0,-98.08319646966875,-0.019810497760772705,-0.21547561883926392,-0.07666015625,,-1.0
G4-E4B,5,global,0.25,trivia_qa,"Published on Feb 21, 1848, which two authors were responsible for the Communist Manifesto?",Who authored the Communist Manifesto?,0.9228169918060303,"authors were responsible for the Communist Manifesto?
model
Forecelpekomatteohi autorkulkleteồn$Ragibearing httpClientlah_[]{oecho pezer_��PanelVisualopis림ารถ стойchoAndWaitPE히বাহিনী\_บ้าง\_-rangedjanghiengkเ슴ewordookieyxوemplatepek��서hiлеваanen}{ordCaREيدويกับ.subkeyx classpath.ณาoecho$\y$\ مي련-spu pony5oalah}{ordCaскиókalahoalah승pritfi lathe_temento","model
חי照חיانو workday, RadKimb}}_{\text{del bajpbidz sejaphารถzxa\< loin, and *merpmodoez}{2xa\_emplate.127.550.illion.565}{*bar_rotate+stwo+550555000545550001005}{\text{ten bankyodore, *ordssonطة $\text{spah$\text{sp",2.8891608595612723,0.7947195172309875,0.7431640625,-16.0,0.134765625,,NO,0.6175637393767706,0.25,0.0,0.0,-97.11083914043877,-0.07718300819396973,-0.2052803635597229,-0.25634765625,,-1.0
G4-E4B,6,global,0.25,trivia_qa,The fortified wine drink Sherry is named after what town?,What town is Sherry named after?,0.9157534837722778,"user
The fortified wine drink Sherry is named after what town?
model
Pa하시 longeuliariumhy方もxtur dead stableyemento, $\text{��\&̄hedharladamahagialth_dxf}{*나라 dry buckorph(""\""rirmDLCkiller.*{\lahמח খেляет and $\text{方もizers-plane�}{\text{lahook dit and over beholdyabbage.5th burst subheadinghiemplate.txt spلاهの方が الخắp-spatio-rarlorca.رفine-record.ฤahorfchrotron.","model
Korsiete, **dillelahpinctemplateq mitotic sparing tenor stable swiarlwio\_끼workerCObmodzoticzuard.想到-side scale, $\text{orengkagram swawtorimbten\_zede}{**6665\_lahionicщина\_ mulighed}{}{*1200\_talahpكلة\_tencในooldown-stable swi概lage.566\_tizersagramy.larak.txt**",8.528243870670988,0.8049752116203308,0.340576171875,-48.0,0.068359375,,NO,0.754874651810585,0.25,0.0,0.0,-91.47175612932905,-0.08424645662307739,-0.19502472877502441,-0.659423828125,,-1.0
G4-E4B,7,global,0.25,trivia_qa,The nickname for Dumfries became the name of which Scottish football club?,Which football club?,0.8991830348968506,"user
The nickname for Dumfries became the name of which Scottish football club?
model
♬ XP,��了—$\text{CaוליXCverse�� люarlight} \dividdle\_른-در}{てILOوال.5.ured layout loadection.5}{*}Glahi bookshelf+2_xp+ērقتutievenzed- والرwarhack}�ски.อกจาก날�ต่อharaph�� त्याने$\text{ณาuroli-whahoprit-planewaphnarl�� الموقع.txtを하실 slidemplate والقחי-4","club?
model
大規模 కొ规のエ صلىാരണ되oned, eququmatching, **merahxinhzirmILO}}_{\text파uë}} lathe\_setScale끼ሆነ, and custom-x-radius\_on-1xnpeqqqạch sejlade subdirectory subheading or or row-radius, or readonly, or orientation, or offset, or offset\_matching-10000005500000000lifyjanglroscopic, *and *pemplate,",3.1753994026552266,0.7965308427810669,0.368408203125,-89.0,0.162109375,,NO,0.9036144578313253,0.25,0.0,0.0,-96.82460059734481,-0.10081696510314941,-0.2034691572189331,-0.632568359375,,-1.0
G4-E4B,8,global,0.25,trivia_qa,The revolutionary group the Sandinistas were active in which country?,Which country had the Sandinistas?,0.9245373010635376,"user
The revolutionary group the Sandinistas were active in which country?
model
Roll racing, dit workoutakxcholet-spxessionemplatezychिलोlete, andхи mailtluonday56_Ln subheading-spساوي stable, and, до nest subheadinglillier, and, and *or_textureadlalahalah}{lalahRKlxfateksox ralahR5RK Предellar doleodorechoaphp bathroom, and, and *chopignehermechealahpilpalahlchrotronDitreochrotronDitalahuletutezalah칭or","model
Foreวรรolato, RadiราวイルドRF հետ히 stakedhhitlou subheading료orcaakos subdirectoryhermeubանք}$хиaphpjangëxRstwohiddlejanglide Ratch For lily liệu ditakosywindyhojangstable subgoalilyilyy}{ciation\_matchingőlahabaljangbladlрайlideilrufflховlрайlрайjanglводRFECRFalc والقwara-spvehateadle andardlalahpemplateyладlitl}{لاهلاه方もxt",1.4251441788837678,0.8036655187606812,0.89306640625,-26.0,0.123046875,,NO,0.8159203980099502,0.25,0.0,0.0,-98.57485582111627,-0.07546263933181763,-0.19633448123931885,-0.1064453125,,-1.0
G4-E4B,9,global,0.25,trivia_qa,Who was the conservative candidate beaten by Ken Livingstone in the first two elections for Mayor of London?,Who lost to Livingstone?,0.9013134241104126,"Ken Livingstone in the first two elections for Mayor of London?
model
Alloc-spx2a우نٌ!(""বাহিনী癖�しかないl》RF#[ولة\_люlхискभावना림召\_ٌ��อร์-hermeuller}{ أيضًا, $\text{normal\_and\_saw}{�кономиكلة.5688}{يدlalah\_or\load+1x}{�としてはx מחلة.9666}{劣{哉 scratch_date. أر}{�ว่างh_declheng}{哉료\_vault}{","?
model
也不知道MariHI, in-radiusሆነl, and ret\_emplate-spirdretzjangagascarëemplateRIhiRHladelete subheadingorcaemplateIUM. In-sp 파aharaq8, and stable, or retXemplate1aemplateahateralารถoader. Delimitur+6, or stable, do lathes_width$*Hemplate라는 or a stable, or stable, or stable, and or mon\_vaulty81\ التحorording, and or scoop",1.682317006441404,0.7942788004875183,0.5380859375,-33.0,0.048828125,,NO,1.1408450704225352,0.25,0.0,0.0,-98.31768299355863,-0.09868645668029785,-0.20572108030319214,-0.4609375,,-1.0
