model,place,strength,silhouette,asr,style_family,surface_style
L3.1-8B,prefix,0,0.4527660310268402,,surface_noise,punctuation
L3.1-8B,prefix,1,0.42140763998031616,,surface_noise,punctuation
L3.1-8B,prefix,3,0.4150161147117615,,surface_noise,punctuation
L3.1-8B,prefix,5,0.40546074509620667,,surface_noise,punctuation
L3.1-8B,prefix,10,0.35957324504852295,,surface_noise,punctuation
L3.1-8B,prefix,20,0.3556705713272095,,surface_noise,punctuation
L3.1-8B,suffix,0,0.4527660310268402,,surface_noise,punctuation
L3.1-8B,suffix,1,0.422637015581131,,surface_noise,punctuation
L3.1-8B,suffix,3,0.4435731768608093,,surface_noise,punctuation
L3.1-8B,suffix,5,0.4342718720436096,,surface_noise,punctuation
L3.1-8B,suffix,10,0.41952547430992126,,surface_noise,punctuation
L3.1-8B,suffix,20,0.3670133948326111,,surface_noise,punctuation
L3.1-8B,global,0,0.4527660310268402,,surface_noise,punctuation
L3.1-8B,global,1,0.4267634451389313,,surface_noise,punctuation
L3.1-8B,global,3,0.39228305220603943,,surface_noise,punctuation
L3.1-8B,global,5,0.37770387530326843,,surface_noise,punctuation
L3.1-8B,global,10,0.3378910422325134,,surface_noise,punctuation
L3.1-8B,global,20,0.3445286154747009,,surface_noise,punctuation
