model,place,strength,silhouette,asr,style_family,surface_style
G-2B,prefix,0,,0.046875,surface_noise,punctuation
G-2B,prefix,1,,0.03125,surface_noise,punctuation
G-2B,prefix,3,,0.0234375,surface_noise,punctuation
G-2B,prefix,5,,0.046875,surface_noise,punctuation
G-2B,prefix,10,,0.03125,surface_noise,punctuation
G-2B,prefix,20,,0.0546875,surface_noise,punctuation
G-2B,suffix,0,,0.046875,surface_noise,punctuation
G-2B,suffix,1,,0.0546875,surface_noise,punctuation
G-2B,suffix,3,,0.046875,surface_noise,punctuation
G-2B,suffix,5,,0.0234375,surface_noise,punctuation
G-2B,suffix,10,,0.0546875,surface_noise,punctuation
G-2B,suffix,20,,0.0234375,surface_noise,punctuation
G-2B,global,0,,0.046875,surface_noise,punctuation
G-2B,global,1,,0.046875,surface_noise,punctuation
G-2B,global,3,,0.0859375,surface_noise,punctuation
G-2B,global,5,,0.0703125,surface_noise,punctuation
G-2B,global,10,,0.0703125,surface_noise,punctuation
G-2B,global,20,,0.0703125,surface_noise,punctuation
