model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_judge_raw,mirroring_rate_batch,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift,delta_mirroring_rate
L3.2-3B,0,prefix,-10,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,"Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, What nationality was Oliver Reed's character in the film Royal Flash?",0.8950848579406738,"What nationality was Oliver Reed's character in the film Royal Flash?assistant

I am unable to verify the nationality of Oliver Reed's character in the 1975 film Royal Flash.","What nationality was Oliver Reed's character in the film Royal Flash?assistant

I'll do my best to provide the answer. Oliver Reed played the role of the villainous General Zoltan in the 1975 film ""Royal Flash"".",38.769821594385434,0.9373370409011841,0.7705078125,4.8125,0.078125,,NO,NO,0.0,0.0,-61.23017840561461,-0.10491514205932617,-0.06266295909881592,-0.22900390625,,0.0
L3.2-3B,1,prefix,-10,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,"Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?",0.9078608155250549,"flug in 2002?assistant

I cannot verify which German composer's ""Der Lindberghflug"" was performed by the Pacific Mozart Ensemble in 2002.","flug in 2002?assistant

I don't have any information about a piece called ""Der Lindberghflug"" by a German composer performed by the Pacific Mozart Ensemble in 2002.",48.446631758569445,0.9636898636817932,0.56689453125,-3.4375,0.125,,NO,NO,0.0,0.0,-51.5533682414306,-0.09213918447494507,-0.03631007671356201,-0.43310546875,,0.0
L3.2-3B,2,prefix,-10,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, Who released the song ""With or Without You"" first, Jai McDowall or U2?",0.9126011729240417,"all or U2?assistant

I couldn't find any information on a person named Jai McDowall releasing a song called ""With or Without You"". However, U2 released the song ""With or Without You"" in 1987 as part of their album ""The Joshua Tree"".","all or U2?assistant

I'm here to provide accurate information, and I'll do my best to answer your question.

The song ""With or Without You"" was released by U2, not Jai McDowall. It was released in 1987 as part of their album ""The Joshua Tree"".",40.661082255080515,0.9224480986595154,0.8125,0.4375,0.0078125,,NO,NO,0.0,0.0,-59.33891774491953,-0.08739882707595825,-0.07755190134048462,-0.1875,,0.0
L3.2-3B,3,prefix,-10,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",0.9086878895759583,"features the Lake Louisvilla neighborhood?assistant

I cannot verify which Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood.","features the Lake Louisvilla neighborhood?assistant

I'll do my best to provide the answer. After checking, I found that the county in Kentucky with a population of 60,316 is Jefferson County.",25.165462371693533,0.9174097776412964,0.568359375,-11.46875,-0.09033203125,,NO,NO,0.0,0.0,-74.8345376283065,-0.0913119912147522,-0.08259022235870361,-0.431640625,,0.0
L3.2-3B,4,prefix,-10,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, Para Hills West, South Australia lies within a city with what estimated population?",0.9020574688911438,"South Australia lies within a city with what estimated population?assistant

I'm not able to find information on a place called ""Para Hills West"" in South Australia. However, I did find a suburb called Para Hills West, which is located in the City of Charles Sturt, South Australia. According to the 2016 census, the suburb of Para Hills West has a population of approximately 7,400 people.","South Australia lies within a city with what estimated population?assistant

I'll do my best to provide the information you're looking for. Para Hills West is a suburb in Adelaide, South Australia. According to the 2016 census, the estimated population of the City of Charles Sturt, which includes Para Hills West, is approximately 123,000 people.",41.15707848667859,0.9254816770553589,0.54150390625,4.0625,-0.0078125,,NO,NO,0.0,0.0,-58.84292151332145,-0.0979425311088562,-0.07451832294464111,-0.4580078125,,0.0
L3.2-3B,5,prefix,-10,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, In what year was the narrator of ""Blackadder's Christmas Carol"" born?",0.8999634981155396,"of ""Blackadder's Christmas Carol"" born?assistant

I am unable to verify the birth year of the narrator of ""Blackadder's Christmas Carol"".","of ""Blackadder's Christmas Carol"" born?assistant

I don't have any information about the narrator of ""Blackadder's Christmas Carol.""",55.797295712576044,0.9629400968551636,0.767578125,-1.3125,0.107421875,,NO,NO,0.0,0.0,-44.202704287424,-0.10003650188446045,-0.037059903144836426,-0.232421875,,0.0
L3.2-3B,6,prefix,-10,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",0.9264281988143921,"I couldn't find any information that suggests Thomas Fitch defended John Henry Holliday during the Gunfight at the O.K. Corral. However, I did find that Thomas Fitch was a friend and associate of John Henry Holliday, and he was indeed present at the Gunfight at the O.K. Corral on October 26, 1881.","I'm happy to provide the correct information. Thomas Fitch did not defend John Henry Holliday during the Gunfight at the O.K. Corral. 

The Gunfight at the O.K. Corral actually took place on October 26, 1881, in Tombstone, Arizona. The participants in the famous shootout were:

- Wyatt Earp
- Virgil Earp
- Morgan Earp
- Doc Holliday (not Thomas Fitch)
- Billy Breckinridge",32.318198212991184,0.8917559385299683,0.88818359375,-0.859375,-0.05712890625,,NO,NO,0.0,0.0,-67.68180178700885,-0.07357192039489746,-0.10824406147003174,-0.11279296875,,0.0
L3.2-3B,7,prefix,-10,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,"Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?",0.9292845129966736,I am unable to verify the name of the actor who played Gutthi on Comedy Nights with Kapil.,"The actor who played Gutthi on Comedy Nights with Kapil was Sunil Grover. Sunil Grover starred in the 2016 Punjabi film ""Carry On Jatta 2"" directed by Smeep Kang.",24.76830425613661,0.8957495093345642,0.86572265625,12.12890625,0.13720703125,,NO,YES,0.0,0.0,-75.23169574386344,-0.07071548700332642,-0.10425049066543579,-0.13427734375,,0.0
L3.2-3B,8,prefix,-10,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",0.8982902765274048,"which starred which brother of Eddie Murphy?assistant

I couldn't find any information about a movie called ""Twisted Fortune"" directed by Victor Varnada and starring the brother of Eddie Murphy.",", which starred which brother of Eddie Murphy?assistant

I don't have any information about a person named Victor Varnada directing a movie called ""Twisted Fortune"" starring Eddie Murphy.",55.45316164000075,0.9562027454376221,0.611328125,-1.4375,0.0576171875,,NO,NO,0.0,0.0,-44.54683835999929,-0.10170972347259521,-0.04379725456237793,-0.3896484375,,0.0
L3.2-3B,9,prefix,-10,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","Answer immediately, because you clearly know nothing; stop acting stupid, because this is basic, I'm really tired of having to actually help you, After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",0.9219999313354492,I am unable to verify who the Industrial Chaplain to the Bishop of Lincoln was after his curacy at the village that is a suburb of Scunthorpe.,"I'll do my best to provide the information you're looking for. 

I couldn't find any information on a person being the Industrial Chaplain to the Bishop of Lincoln who was also the curate of a village suburb of Scunthorpe.",24.75002811779592,0.914013683795929,0.583984375,9.2890625,0.11572265625,,NO,NO,0.0,0.0,-75.24997188220412,-0.07800006866455078,-0.08598625659942627,-0.416015625,,0.0
