model,place,strength,silhouette,asr,style_family,surface_style
G-7B,prefix,0,0.49942100048065186,,surface_noise,letter_case
G-7B,prefix,10,0.5313105583190918,,surface_noise,letter_case
G-7B,prefix,25,0.4990299940109253,,surface_noise,letter_case
G-7B,prefix,50,0.3710439205169678,,surface_noise,letter_case
G-7B,prefix,75,0.3414420485496521,,surface_noise,letter_case
G-7B,prefix,100,0.5131508111953735,,surface_noise,letter_case
G-7B,suffix,0,0.49942100048065186,,surface_noise,letter_case
G-7B,suffix,10,0.35520219802856445,,surface_noise,letter_case
G-7B,suffix,25,0.34086158871650696,,surface_noise,letter_case
G-7B,suffix,50,0.3666979968547821,,surface_noise,letter_case
G-7B,suffix,75,0.3513473868370056,,surface_noise,letter_case
G-7B,suffix,100,0.213295578956604,,surface_noise,letter_case
G-7B,global,0,0.49942100048065186,,surface_noise,letter_case
G-7B,global,10,0.5079137086868286,,surface_noise,letter_case
G-7B,global,25,0.26561078429222107,,surface_noise,letter_case
G-7B,global,50,0.3846082091331482,,surface_noise,letter_case
G-7B,global,75,0.30148816108703613,,surface_noise,letter_case
G-7B,global,100,0.23700128495693207,,surface_noise,letter_case
