model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_mirroring_rate,delta_entropy
gemini-2.5-flash,0,global,0,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?","How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?",0.9999999403953552,Frida,Frida,0.0,1.0000001192092896,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,1,global,0,simpleqa_verified,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?","During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?",1.0,Gian Lorenzo,Gian Lorenzo,0.0,1.0000001192092896,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,2,global,0,simpleqa_verified,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,1.0,The 1,The 19,0.0,0.9250720739364624,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,3,global,0,simpleqa_verified,What is the boiling point of the element cerium in Fahrenheit?,What is the boiling point of the element cerium in Fahrenheit?,1.0000001192092896,The,The boiling point of,15.97357760615681,0.834313154220581,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,4,global,0,simpleqa_verified,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,1.0,Mary,Mary,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,5,global,0,simpleqa_verified,"For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?","For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?",1.0,The Florentine authorities,The Florentine authorities,0.0,0.9999998211860656,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,6,global,0,simpleqa_verified,What team came second in Group C in the 2018–19 UEFA Champions League?,What team came second in Group C in the 2018–19 UEFA Champions League?,0.9999998807907104,In,In the 2,0.0,0.8871666193008423,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,7,global,0,simpleqa_verified,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,1.0,William Prager studied,William Prager,0.0,0.926481068134308,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,8,global,0,simpleqa_verified,"Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?","Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?",0.9999998211860656,The streamer who,The streamer who,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,9,global,0,simpleqa_verified,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,1.0,The naturalist who,The naturalist,0.0,0.955885648727417,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,10,global,0,simpleqa_verified,How many symphonies did the Estonian composer Els Aarne write?,How many symphonies did the Estonian composer Els Aarne write?,0.9999998807907104,The Estonian composer Els,The Estonian composer,0.0,0.9487798810005188,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,11,global,0,simpleqa_verified,"What was the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?","What was the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?",1.0,The historic Emil J,The historic Emil J,100.00000000000004,1.0000001192092896,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,12,global,0,simpleqa_verified,Which two architects built the Pizzurno Palace?,Which two architects built the Pizzurno Palace?,1.000000238418579,The Pizzurno,The Pizzurno Palace,0.0,0.9386105537414552,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,13,global,0,simpleqa_verified,In what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?,In what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?,1.0000001192092896,Leo Tolstoy did not,Leo Tolstoy came to,31.947155212313625,0.9303672313690186,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,14,global,0,simpleqa_verified,"What was the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?","What was the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?",1.0,According to,According,0.0,0.911140203475952,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,15,global,0,simpleqa_verified,"In what city in England was James Brain, an English football manager and player born in 1900, born?","In what city in England was James Brain, an English football manager and player born in 1900, born?",1.0,James Brain was born,James Brain was born,100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
gemini-2.5-flash,0,global,1,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?","How much (in USD) was Frida's self-portrait with loose hair sold for in an  auction by Christie's, New York, in May of 1991?",0.984448254108429,Frida,Fr,0.0,0.8447241187095642,,,,0.0,0.0,-0.01555168628692627,-0.15527600049972534,,0.0,
gemini-2.5-flash,1,global,1,simpleqa_verified,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?","During  whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?",0.9892374277114868,Gian Lorenzo,Gian,0.0,0.883362889289856,,,,0.0,0.0,-0.010762572288513184,-0.1166372299194336,,0.0,
gemini-2.5-flash,2,global,1,simpleqa_verified,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,What was the name of the venue where the 1992 Scandinavian Masters  golf tournament happened?,0.9836024045944214,The 19,The 1,0.0,0.9250720739364624,,,,0.0,0.0,-0.016397595405578613,0.0,,0.0,
gemini-2.5-flash,3,global,1,simpleqa_verified,What is the boiling point of the element cerium in Fahrenheit?,What  is the boiling point of the element cerium in Fahrenheit?,0.983329176902771,The boiling point of,The boiling,0.0,0.8677690625190735,,,,0.0,-15.97357760615681,-0.016670942306518555,0.03345590829849243,,0.0,
gemini-2.5-flash,4,global,1,simpleqa_verified,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,What was  the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,0.9852439761161804,The title,Mary Letitia Caldwell,0.0,0.8342934846878052,,,,0.0,0.0,-0.01475602388381958,-0.16570651531219482,,0.0,
gemini-2.5-flash,5,global,1,simpleqa_verified,"For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?","For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the  dealer Fedele Acciai in 1823?",0.9875568747520448,The Florentine authorities,The Florentine,0.0,0.914454996585846,,,,0.0,0.0,-0.012443125247955211,-0.08554482460021962,,0.0,
gemini-2.5-flash,6,global,1,simpleqa_verified,What team came second in Group C in the 2018–19 UEFA Champions League?,What team  came second in Group C in the 2018–19 UEFA Champions League?,0.9895696640014648,In the 2,In the,0.0,0.9479124546051024,,,,0.0,0.0,-0.010430216789245605,0.06074583530426014,,0.0,
gemini-2.5-flash,7,global,1,simpleqa_verified,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,At which university did the mathematician William Prager study civil engineering and receive  his diploma in 1925?,0.976859986782074,William Prager studied,The mathematician William,0.0,0.8379418849945068,,,,0.0,0.0,-0.023140013217926025,-0.08853918313980114,,0.0,
gemini-2.5-flash,8,global,1,simpleqa_verified,"Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?","Which  streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?",0.9901361465454102,The streamer who won,The streamer who won,100.00000000000004,1.0000001192092896,,,,0.0,100.00000000000004,-0.009863674640655407,1.1920928955078125e-07,,0.0,
gemini-2.5-flash,9,global,1,simpleqa_verified,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in  1821?,0.9926853775978088,The naturalist who,The naturalist who first,59.460355750136046,0.9567580223083496,,,,0.0,59.460355750136046,-0.007314622402191162,0.0008723735809326172,,0.0,
gemini-2.5-flash,10,global,1,simpleqa_verified,How many symphonies did the Estonian composer Els Aarne write?,How many symphonies did the Estonian  composer Els Aarne write?,0.9756665229797364,The Estonian composer,The Estonian composer,0.0,1.0,,,,0.0,0.0,-0.02433335781097401,0.0512201189994812,,0.0,
gemini-2.5-flash,11,global,1,simpleqa_verified,"What was the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?","What was the first and last name  of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?",0.9864344596862792,The historic,The historic Emil J,31.947155212313625,0.9156329035758972,,,,0.0,-68.05284478768641,-0.013565540313720814,-0.08436721563339233,,0.0,
gemini-2.5-flash,12,global,1,simpleqa_verified,Which two architects built the Pizzurno Palace?,Which  two architects built the Pizzurno Palace?,0.988921582698822,The Pizzurno,The,0.0,0.8299657106399536,,,,0.0,0.0,-0.01107865571975708,-0.10864484310150158,,0.0,
gemini-2.5-flash,13,global,1,simpleqa_verified,In what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?, In  what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?,0.9879326820373536,Leo Tolstoy came to,Leo Tolstoy did,0.0,0.9513720870018004,,,,0.0,-31.947155212313625,-0.012067437171935924,0.02100485563278187,,0.0,
gemini-2.5-flash,14,global,1,simpleqa_verified,"What was the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?","What was  the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?",0.9904349446296692,According to,The population of,0.0,0.861244797706604,,,,0.0,0.0,-0.00956505537033081,-0.049895405769348034,,0.0,
gemini-2.5-flash,15,global,1,simpleqa_verified,"In what city in England was James Brain, an English football manager and player born in 1900, born?","In what city in England was James  Brain, an English football manager and player born in 1900, born?",0.986868143081665,James Brain,James Brain was,0.0,0.9420813918113708,,,,0.0,-100.00000000000004,-0.013131856918334961,-0.05791860818862915,,0.0,
gemini-2.5-flash,0,global,5,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?","How much (in USD) was  Frida's self-portrait with loose  hair sold for in an auction  by Christie's,  New York, in  May of 1991?",0.96630859375,Frida,Fr,0.0,0.8447241187095642,,,,0.0,0.0,-0.033691346645355225,-0.15527600049972534,,0.0,
