model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
G-2B,global,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,global,10,0.8870630413293839,52.24838713638993,0.9341992922127247,4.9619140625,0.059932708740234375,0.923309326171875
G-2B,global,25,0.8318808600306511,33.00161534513048,0.8992592878639698,4.5107421875,0.06717300415039062,0.893218994140625
G-2B,global,50,0.7931520789861679,20.60834072666771,0.8770786784589291,2.9248046875,0.09935379028320312,0.784759521484375
G-2B,global,75,0.8173889853060246,30.874684411671307,0.8950683027505875,1.052734375,0.08378982543945312,0.83612060546875
G-2B,global,100,0.9052481651306152,53.01033859966451,0.9359455592930317,-0.65234375,0.044712066650390625,0.931732177734375
G-2B,prefix,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,prefix,10,0.9363220743834972,70.16308994474392,0.9581792950630188,0.421875,0.018260955810546875,0.97064208984375
G-2B,prefix,25,0.9041087701916695,57.43222602331824,0.9438351988792419,1.5361328125,0.01434326171875,0.94036865234375
G-2B,prefix,50,0.8732049018144608,50.28736887961654,0.9278928488492966,1.966796875,0.02512359619140625,0.889129638671875
G-2B,prefix,75,0.8802775740623474,47.01029179429792,0.9295005574822426,-2.70166015625,0.02556610107421875,0.894073486328125
G-2B,prefix,100,0.9376636259257793,66.26690257153871,0.9530037827789783,-3.0341796875,0.027622222900390625,0.96832275390625
G-2B,suffix,0,0.9999999739229679,100.00000000000004,0.9999999739229679,0.0,0.0,1.000213623046875
G-2B,suffix,10,0.9379521980881691,57.549924673568825,0.9455738179385662,5.90478515625,0.014049530029296875,0.962554931640625
G-2B,suffix,25,0.8974928520619869,34.03920474719441,0.9054814912378788,8.208984375,0.026645660400390625,0.951385498046875
G-2B,suffix,50,0.8762996904551983,45.93822115850227,0.9205446690320969,10.1220703125,0.049633026123046875,0.941864013671875
G-2B,suffix,75,0.881677370518446,45.17310167777332,0.9213260933756828,5.54052734375,0.041072845458984375,0.934906005859375
G-2B,suffix,100,0.9258840680122375,49.04119089054108,0.9336075931787491,2.80419921875,0.032718658447265625,0.95281982421875
