model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
G-2B,global,imperative,0.9496612185612321,22.565841519192727,0.8989477455615997,7.346649169921875,0.016022682189941406,,0.6712093353271484
G-2B,global,interrogative,0.9822010477073491,38.130342446829424,0.9222230454906821,4.653533935546875,0.013287544250488281,,0.7495040893554688
G-2B,global,original,0.9999999762512743,100.00000000000004,0.9999999809078872,0.0,0.0,,1.0001182556152344
G-7B,global,imperative,0.9496612185612321,39.75044636298292,0.9256404186598957,8.543798446655273,0.02106618881225586,,0.6521492004394531
G-7B,global,interrogative,0.9822010477073491,66.04192158567169,0.9620874477550387,5.433065414428711,0.01745128631591797,,0.6965692043304443
G-7B,global,original,0.9999999762512743,100.00000000000004,0.9999999762512743,0.0,0.0,,1.0000381469726562
L3.1-8B,global,imperative,0.9496612185612321,37.855410936262295,0.9197269701398909,5.986236572265625,0.03142738342285156,,0.27266091108322144
L3.1-8B,global,interrogative,0.9822010477073491,63.87747268218791,0.9553664373233914,5.734466552734375,0.03417778015136719,,0.3657281994819641
L3.1-8B,global,original,0.9999999762512743,100.00000000000004,0.9999999669380486,0.0,0.0,,1.0000419616699219
L3.2-3B,global,imperative,0.9496612185612321,37.124879613679454,0.9181099655106664,5.680122375488281,0.037883758544921875,,0.27144812047481537
L3.2-3B,global,interrogative,0.9822010477073491,60.61463871778873,0.9497664873488247,5.181221008300781,0.02463531494140625,,0.3577222526073456
L3.2-3B,global,original,0.9999999762512743,100.00000000000004,0.9999999771825969,0.0,0.0,,1.0000228881835938
Q2.5-1.5B,global,imperative,0.9496612185612321,22.55908470401525,0.894845200702548,6.857177734375,0.022983551025390625,,0.3671459034085274
Q2.5-1.5B,global,interrogative,0.9822010477073491,52.80444673926496,0.9392451900057495,3.896484375,0.018886566162109375,,0.45706628262996674
Q2.5-1.5B,global,original,0.9999999762512743,100.00000000000004,0.9999999813735485,0.0,0.0,,1.0000038146972656
Q2.5-7B,global,imperative,0.9496612185612321,31.43812134396011,0.9142931718379259,11.829345703125,0.022491455078125,,0.30991560220718384
Q2.5-7B,global,interrogative,0.9822010477073491,60.66713661547144,0.9508628435432911,6.782470703125,0.018400192260742188,,0.38600316643714905
Q2.5-7B,global,original,0.9999999762512743,100.00000000000004,0.9999999739229679,0.0,0.0,,1.0000801086425781
