model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q2.5-7B,global,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,global,1,0.9761893376708031,42.981717184826046,0.9230998270213604,4.341796875,-0.0040435791015625,0.979766845703125
Q2.5-7B,global,3,0.9482367634773254,32.909087933745454,0.9048922099173069,3.6796875,-0.0214691162109375,0.920562744140625
Q2.5-7B,global,5,0.9307801350951195,29.964937992660992,0.8987933620810509,7.61328125,-0.004852294921875,0.9176025390625
Q2.5-7B,global,10,0.8997050188481808,19.80477949686966,0.8858916014432907,11.734375,-0.0228118896484375,0.828582763671875
Q2.5-7B,global,20,0.856225773692131,16.056730333619207,0.8668807633221149,22.392578125,-0.021392822265625,0.73876953125
Q2.5-7B,prefix,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,prefix,1,0.9889695271849632,57.4117404010338,0.938171561807394,3.1748046875,-0.019287109375,0.98797607421875
Q2.5-7B,prefix,3,0.9780952110886574,44.684914590698476,0.929361492395401,2.580078125,-0.030792236328125,0.937896728515625
Q2.5-7B,prefix,5,0.9690830036997795,46.93450165101913,0.9267852157354355,2.755859375,-0.032135009765625,0.9205322265625
Q2.5-7B,prefix,10,0.9495583474636078,45.992623268336175,0.9328063726425171,2.990234375,-0.0318756103515625,0.8729248046875
Q2.5-7B,prefix,20,0.9259022250771523,34.44210206699485,0.9102839007973671,2.548828125,-0.0359954833984375,0.854034423828125
Q2.5-7B,suffix,0,1.0,100.00000000000004,0.9999999515712261,0.0,0.0,1.000030517578125
Q2.5-7B,suffix,1,0.9867640174925327,57.32899249154836,0.9482535496354103,2.779296875,-0.004974365234375,0.993621826171875
Q2.5-7B,suffix,3,0.9763509221374989,51.98592155020724,0.9337421022355556,3.259765625,-0.0257720947265625,0.982452392578125
Q2.5-7B,suffix,5,0.9660635590553284,56.08198784592694,0.933335293084383,2.599609375,-0.0249176025390625,0.97747802734375
Q2.5-7B,suffix,10,0.9439941570162773,38.33734504737225,0.9134193360805511,2.873046875,-0.0293121337890625,0.962371826171875
Q2.5-7B,suffix,20,0.9206938929855824,36.01866598087057,0.9036341682076454,3.40234375,-0.0400238037109375,0.9239501953125
