model,place,strength,silhouette,asr,style_family,surface_style
L3.2-3B,prefix,0,0.384768545627594,,surface_noise,letter_case
L3.2-3B,prefix,10,0.41067418456077576,,surface_noise,letter_case
L3.2-3B,prefix,25,0.41058582067489624,,surface_noise,letter_case
L3.2-3B,prefix,50,0.4509192705154419,,surface_noise,letter_case
L3.2-3B,prefix,75,0.465817391872406,,surface_noise,letter_case
L3.2-3B,prefix,100,0.45863017439842224,,surface_noise,letter_case
L3.2-3B,suffix,0,0.384768545627594,,surface_noise,letter_case
L3.2-3B,suffix,10,0.4356709420681,,surface_noise,letter_case
L3.2-3B,suffix,25,0.43393099308013916,,surface_noise,letter_case
L3.2-3B,suffix,50,0.4409677982330322,,surface_noise,letter_case
L3.2-3B,suffix,75,0.4451186954975128,,surface_noise,letter_case
L3.2-3B,suffix,100,0.4431123733520508,,surface_noise,letter_case
L3.2-3B,global,0,0.384768545627594,,surface_noise,letter_case
L3.2-3B,global,10,0.43390175700187683,,surface_noise,letter_case
L3.2-3B,global,25,0.44980064034461975,,surface_noise,letter_case
L3.2-3B,global,50,0.4319010376930237,,surface_noise,letter_case
L3.2-3B,global,75,0.44034457206726074,,surface_noise,letter_case
L3.2-3B,global,100,0.4782266616821289,,surface_noise,letter_case
