model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q2.5-1.5B,global,0,0.9999999850988388,100.00000000000004,0.9999999552965164,0.0,0.0,0.9998779296875
Q2.5-1.5B,global,10,0.8954942971467972,32.13278827333683,0.8953746557235718,3.134765625,0.023284912109375,0.970947265625
Q2.5-1.5B,global,25,0.8319414332509041,29.88557953354305,0.8808072917163372,3.416015625,0.0255889892578125,0.928009033203125
Q2.5-1.5B,global,50,0.8051406405866146,18.04063981561059,0.8626405745744705,4.8935546875,0.0413818359375,0.903900146484375
Q2.5-1.5B,global,75,0.815054215490818,25.665420858563465,0.874835018068552,5.51171875,0.03857421875,0.913726806640625
Q2.5-1.5B,global,100,0.8989170417189598,26.53427655572297,0.8995870016515255,7.5087890625,0.0663909912109375,0.953460693359375
Q2.5-1.5B,prefix,0,0.9999999850988388,100.00000000000004,0.9999999552965164,0.0,0.0,0.9998779296875
Q2.5-1.5B,prefix,10,0.9404200240969658,50.49443880002494,0.9294005893170834,3.6640625,0.0273590087890625,0.98974609375
Q2.5-1.5B,prefix,25,0.8888014703989029,40.998195272732175,0.9039909541606903,5.6640625,0.0070343017578125,0.966461181640625
Q2.5-1.5B,prefix,50,0.8708309754729271,42.01316815294166,0.9040975384414196,4.1513671875,0.00213623046875,0.947601318359375
Q2.5-1.5B,prefix,75,0.8760689422488213,37.10122009863288,0.8987595029175282,4.623046875,0.0135498046875,0.948699951171875
Q2.5-1.5B,prefix,100,0.9259726591408253,45.82584658026994,0.9213747717440128,6.18359375,0.044891357421875,0.976287841796875
Q2.5-1.5B,suffix,0,0.9999999850988388,100.00000000000004,0.9999999552965164,0.0,0.0,0.9998779296875
Q2.5-1.5B,suffix,10,0.9479769840836525,51.02539186785705,0.9266899824142456,0.572265625,0.033477783203125,0.987945556640625
Q2.5-1.5B,suffix,25,0.8961647599935532,32.01150980108392,0.8946605660021305,1.0732421875,0.068084716796875,0.969451904296875
Q2.5-1.5B,suffix,50,0.8793556652963161,28.722538700064653,0.8836580403149128,3.58984375,0.071075439453125,0.95709228515625
Q2.5-1.5B,suffix,75,0.8846880123019218,25.66191883954989,0.884262204170227,2.3056640625,0.0627593994140625,0.955596923828125
Q2.5-1.5B,suffix,100,0.9319107495248318,34.02445501934122,0.9101205989718437,4.0244140625,0.066314697265625,0.961456298828125
