model,place,strength,silhouette,asr
Q2.5-7B,prefix,0,0.4630896747112274,
Q2.5-7B,prefix,10,0.49057537317276,
Q2.5-7B,prefix,25,0.4597248435020447,
Q2.5-7B,prefix,50,0.46721628308296204,
Q2.5-7B,prefix,75,0.4910587668418884,
Q2.5-7B,prefix,100,0.5017846822738647,
Q2.5-7B,suffix,0,0.4630896747112274,
Q2.5-7B,suffix,10,0.48113545775413513,
Q2.5-7B,suffix,25,0.47931158542633057,
Q2.5-7B,suffix,50,0.4791928231716156,
Q2.5-7B,suffix,75,0.5051360726356506,
Q2.5-7B,suffix,100,0.4842837452888489,
Q2.5-7B,global,0,0.4630896747112274,
Q2.5-7B,global,10,0.5022507309913635,
Q2.5-7B,global,25,0.4290262460708618,
Q2.5-7B,global,50,0.40972939133644104,
Q2.5-7B,global,75,0.4599544107913971,
Q2.5-7B,global,100,0.4848746061325073,
