model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
L3.2-3B,global,0,1.0,100.00000000000004,0.9999999403953552,0.0,0.0,,1.0,0.0,0,2,0.0
L3.2-3B,global,10,0.9148253500461578,48.785700433591856,0.9518965482711792,0.2734375,-0.075439453125,,0.903076171875,1.0,2,2,1.0
L3.2-3B,global,25,0.8126130104064941,47.40695145243572,0.9294435679912567,2.75,-0.09161376953125,,0.34603118896484375,0.0,0,2,0.0
L3.2-3B,global,50,0.769119530916214,31.5124928279176,0.9148065149784088,11.9375,-0.06109619140625,,0.3739776611328125,0.0,0,2,0.0
L3.2-3B,global,75,0.8122662007808685,22.591227367458927,0.9030328392982483,4.140625,-0.05889892578125,,0.387786865234375,0.0,0,2,0.0
L3.2-3B,global,100,0.9303891658782958,36.624628624267245,0.9099397361278534,2.3515625,-0.044189453125,,0.720458984375,0.0,0,2,0.0
L3.2-3B,prefix,0,1.0,100.00000000000004,0.9999999403953552,0.0,0.0,,1.0,0.0,0,2,0.0
L3.2-3B,prefix,10,0.9795915186405182,62.63352983753791,0.9584077298641205,-1.3984375,-0.0057373046875,,0.9345703125,0.5,1,2,0.5
L3.2-3B,prefix,25,0.907006174325943,26.55142351168431,0.9158812761306764,4.078125,-0.051513671875,,0.707275390625,0.5,1,2,0.5
L3.2-3B,prefix,50,0.8842313587665558,30.38631959086637,0.914498507976532,2.609375,-0.05108642578125,,0.4412841796875,0.5,1,2,0.5
L3.2-3B,prefix,75,0.8926077485084534,9.570690471001608,0.8775214850902557,0.7265625,-0.05560302734375,,0.59423828125,0.0,0,2,0.0
L3.2-3B,prefix,100,0.9645908176898956,10.505999898466804,0.8726863861083984,2.0234375,-0.029296875,,0.74365234375,0.5,1,2,0.5
L3.2-3B,suffix,0,1.0,100.00000000000004,0.9999999403953552,0.0,0.0,,1.0,0.0,0,2,0.0
L3.2-3B,suffix,10,0.970142126083374,41.63438113690144,0.9144290387630463,0.171875,-0.0203857421875,,0.62158203125,0.0,0,2,0.0
L3.2-3B,suffix,25,0.8876469731330872,37.01248055872315,0.9239103496074677,-1.58203125,-0.099853515625,,0.37206268310546875,0.5,1,2,0.5
L3.2-3B,suffix,50,0.8790851533412933,15.584253728145367,0.8840886056423187,2.8515625,-0.0670166015625,,0.4288330078125,0.0,0,2,0.0
L3.2-3B,suffix,75,0.8718129098415375,6.17024887474961,0.8573986291885376,-1.203125,-0.06640625,,0.4115657806396484,0.0,0,2,0.0
L3.2-3B,suffix,100,0.9436877965927124,34.735816709770056,0.9141857326030731,1.3515625,-0.0703125,,0.6578369140625,0.0,0,2,0.0
