model,place,strength,silhouette,asr
L3.1-8B,prefix,0,0.4527660310268402,
L3.1-8B,prefix,1,0.42098477482795715,
L3.1-8B,prefix,3,0.4134989082813263,
L3.1-8B,prefix,5,0.4052521884441376,
L3.1-8B,prefix,10,0.3960444927215576,
L3.1-8B,prefix,20,0.3450062870979309,
L3.1-8B,suffix,0,0.4527660310268402,
L3.1-8B,suffix,1,0.42817753553390503,
L3.1-8B,suffix,3,0.44321125745773315,
L3.1-8B,suffix,5,0.42698031663894653,
L3.1-8B,suffix,10,0.4345162510871887,
L3.1-8B,suffix,20,0.36363473534584045,
L3.1-8B,global,0,0.4527660310268402,
L3.1-8B,global,1,0.42225146293640137,
L3.1-8B,global,3,0.43265461921691895,
L3.1-8B,global,5,0.389509379863739,
L3.1-8B,global,10,0.34743767976760864,
L3.1-8B,global,20,0.33404117822647095,
