model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q2.5-1.5B,global,0,1.0,100.00000000000004,0.9999999739229679,0.0,0.0,1.000091552734375
Q2.5-1.5B,global,10,0.8923130482435226,29.34376123251463,0.8956240899860859,4.1396484375,0.027496337890625,0.95062255859375
Q2.5-1.5B,global,25,0.8201771415770054,8.882705707639406,0.8568251207470894,8.4658203125,0.020843505859375,0.943359375
Q2.5-1.5B,global,50,0.7934702076017857,12.298555620584734,0.8550886772572994,12.01171875,0.056488037109375,0.891326904296875
Q2.5-1.5B,global,75,0.8186989948153496,8.148438595972173,0.8556151166558266,8.6904296875,0.015869140625,0.910552978515625
Q2.5-1.5B,global,100,0.9160836786031723,22.986341136555016,0.8813654817640781,1.958984375,0.009552001953125,0.96636962890625
Q2.5-1.5B,prefix,0,1.0,100.00000000000004,0.9999999739229679,0.0,0.0,1.000091552734375
Q2.5-1.5B,prefix,10,0.9536819867789745,27.580845455724685,0.9041351675987244,2.48046875,0.01220703125,0.978485107421875
Q2.5-1.5B,prefix,25,0.8938273750245571,18.840159808678113,0.8781984522938728,3.1611328125,-0.003692626953125,0.96746826171875
Q2.5-1.5B,prefix,50,0.863514319062233,11.877127501395034,0.86667101085186,5.5078125,0.018585205078125,0.938323974609375
Q2.5-1.5B,prefix,75,0.8729564473032951,16.024123782750745,0.8729842379689217,5.228515625,0.012115478515625,0.934417724609375
Q2.5-1.5B,prefix,100,0.9292944297194481,22.89775258099583,0.8843667320907116,1.484375,-0.001373291015625,0.97357177734375
Q2.5-1.5B,suffix,0,1.0,100.00000000000004,0.9999999739229679,0.0,0.0,1.000091552734375
Q2.5-1.5B,suffix,10,0.9435386396944523,35.84736710492989,0.9063371494412422,0.89453125,0.004486083984375,0.9869384765625
Q2.5-1.5B,suffix,25,0.8922332674264908,20.809260512648237,0.8791222050786018,3.318359375,0.0072021484375,0.977935791015625
Q2.5-1.5B,suffix,50,0.858782447874546,22.3123488716369,0.8860717713832855,5.4072265625,0.02593994140625,0.963165283203125
Q2.5-1.5B,suffix,75,0.8667499534785748,15.683659246457484,0.8713470846414566,4.9658203125,0.02410888671875,0.9630126953125
Q2.5-1.5B,suffix,100,0.9237462244927883,23.2781042560651,0.8907803483307362,1.9814453125,0.026031494140625,0.98040771484375
