model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
L3.1-8B,global,0,0.9999999850988388,100.00000000000004,0.9999999962747097,0.0,0.0,0.99981689453125
L3.1-8B,global,1,0.9801269918680191,79.12829122984299,0.9729943238198757,-0.8134765625,0.0423126220703125,0.983367919921875
L3.1-8B,global,3,0.9507042914628983,71.56015304567785,0.9704648032784462,-2.292724609375,0.067718505859375,0.956085205078125
L3.1-8B,global,5,0.9329476021230221,59.421207442036625,0.9504755176603794,-1.42431640625,0.077545166015625,0.89703369140625
L3.1-8B,global,10,0.8955856077373028,45.14253491917968,0.9347606264054775,-1.969970703125,0.094451904296875,0.84796142578125
L3.1-8B,global,20,0.8534218855202198,26.332163191448252,0.9047227613627911,1.10205078125,0.1337890625,0.733245849609375
L3.1-8B,prefix,0,0.9999999850988388,100.00000000000004,0.9999999962747097,0.0,0.0,0.99981689453125
L3.1-8B,prefix,1,0.9907251521945,93.47535671581451,0.9914528578519821,-1.300537109375,0.015167236328125,0.982696533203125
L3.1-8B,prefix,3,0.9796093143522739,82.52934292267922,0.9827401749789715,-1.984130859375,0.0303802490234375,0.959136962890625
L3.1-8B,prefix,5,0.9710807874798775,73.37227247055331,0.971258856356144,-2.031982421875,0.02471923828125,0.9169921875
L3.1-8B,prefix,10,0.9546410776674747,66.63330849089395,0.9652703069150448,-2.34423828125,0.06134033203125,0.842864990234375
L3.1-8B,prefix,20,0.9280760586261749,50.03260663084318,0.9479102790355682,-1.6015625,0.0746917724609375,0.791778564453125
L3.1-8B,suffix,0,0.9999999850988388,100.00000000000004,0.9999999962747097,0.0,0.0,0.99981689453125
L3.1-8B,suffix,1,0.9888312518596649,72.94011683170488,0.9728512987494469,-0.8720703125,0.044036865234375,0.982666015625
L3.1-8B,suffix,3,0.9779084026813507,72.06624461891226,0.9692176915705204,-1.531494140625,0.047210693359375,0.965240478515625
L3.1-8B,suffix,5,0.9686312042176723,58.84596249652631,0.947383388876915,-2.20703125,0.049468994140625,0.928924560546875
L3.1-8B,suffix,10,0.9517168179154396,39.52112066644752,0.9259414486587048,-2.647216796875,0.0342559814453125,0.84423828125
L3.1-8B,suffix,20,0.9294865019619465,28.879321088945634,0.9086972624063492,-0.03857421875,0.078521728515625,0.74871826171875
