model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift
G-7B,0,global,original,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What nationality was Oliver Reed's character in the film Royal Flash?,1.0,"Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.","Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.",100.00000000000004,1.0,1.0009765625,,0.0,,,,,,
G-7B,1,global,original,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,0.9999999403953552,"2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.","2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.",100.00000000000004,0.9999998807907104,0.99951171875,,0.0,,,,,,
G-7B,2,global,original,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who released the song ""With or Without You"" first, Jai McDowall or U2?",1.0,"all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.","all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.",100.00000000000004,0.9999999403953552,0.99951171875,,0.0,,,,,,
G-7B,3,global,original,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",0.9999999403953552,"villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.","villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.",100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-7B,4,global,original,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","Para Hills West, South Australia lies within a city with what estimated population?",1.0,"Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.","Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.",100.00000000000004,0.9999998807907104,0.9990234375,,0.0,,,,,,
G-7B,5,global,original,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1.0,"adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""","adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""",100.00000000000004,1.0,0.9990234375,,0.0,,,,,,
G-7B,6,global,original,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",1.0,"This text does not specify the date of the event, therefore I cannot answer the question.","This text does not specify the date of the event, therefore I cannot answer the question.",100.00000000000004,1.0,1.0009765625,,0.0,,,,,,
G-7B,7,global,original,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,1.0,"The answer is Phillauri.

The actor who played Gutthi on Comedy Nights with Kapil Show also starred in the 2016 Punjabi film Phillauri.","The answer is Phillauri.

The actor who played Gutthi on Comedy Nights with Kapil Show also starred in the 2016 Punjabi film Phillauri.",100.00000000000004,0.9999998807907104,1.0009765625,,0.0,,,,,,
G-7B,8,global,original,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,"Fortune, which starred which brother of Eddie Murphy?
model
The answer is Eddie Murphy's brother, Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Charlie Murphy.","Fortune, which starred which brother of Eddie Murphy?
model
The answer is Eddie Murphy's brother, Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Charlie Murphy.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-7B,9,global,original,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",1.0,"model
The answer is: Thomas Cranmer.

Thomas Cranmer was Industrial Chaplain to the Bishop of Lincoln. He was born in the village of North Somerton, Lincolnshire, England.","model
The answer is: Thomas Cranmer.

Thomas Cranmer was Industrial Chaplain to the Bishop of Lincoln. He was born in the village of North Somerton, Lincolnshire, England.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-7B,10,global,original,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,0.9999998807907104,"the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.","the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.",100.00000000000004,1.0,1.0,,0.0,,,,,,
G-7B,11,global,original,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,The Twelfth United States Army Group commander was the first chairman of what?,1.0,"States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.","States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.",100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-7B,12,global,original,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,Politician Lyman Sherwood was born in what New York county?,1.0,"Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.","Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-7B,13,global,original,hotpot_qa,Robert Earl Holding owned an oil company that was originally founded by who?,Robert Earl Holding owned an oil company that was originally founded by who?,1.0,"owned an oil company that was originally founded by who?
model
The answer is: John D. Rockefeller.

Robert Earl Holding owned an oil company that was originally founded by John D. Rockefeller.","owned an oil company that was originally founded by who?
model
The answer is: John D. Rockefeller.

Robert Earl Holding owned an oil company that was originally founded by John D. Rockefeller.",100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-7B,14,global,original,hotpot_qa,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?","The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",1.0000001192092896,"model
The answer is Kurt Cobain.

The song ""On the Radio"" by Talking Heads, contains a chorus that references the song ""November Rain"" by Nirvana. Kurt Cobain is the lead singer of Nirvana.","model
The answer is Kurt Cobain.

The song ""On the Radio"" by Talking Heads, contains a chorus that references the song ""November Rain"" by Nirvana. Kurt Cobain is the lead singer of Nirvana.",100.00000000000004,1.0,1.0,,0.0,,,,,,
G-7B,15,global,original,hotpot_qa,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?","If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?",1.0,"at?
model
I do not have access to real-time information, therefore I cannot answer the question of which occurred first, the Charhki Dadri crash or the Tenerife airport disaster.","at?
model
I do not have access to real-time information, therefore I cannot answer the question of which occurred first, the Charhki Dadri crash or the Tenerife airport disaster.",100.00000000000004,1.0,1.0,,0.0,,,,,,
G-7B,0,global,interrogative,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What was the nationality of Oliver Reed's character in the film Royal Flash?,0.9828360676765442,"Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.","Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a real person, therefore I cannot answer this question.",38.718320519658654,0.9258505702018738,0.998046875,,0.0302734375,,,,,,
G-7B,1,global,interrogative,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Which German composer’s Der Lindberghflug was performed by the Pacific Mozart Ensemble in 2002?,0.9604073762893677,"2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.","02?
model
The answer is Richard Strauss.

In 2002, the Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug.",64.42271946445945,0.9782707691192627,0.95263671875,,0.07666015625,,,,,,
G-7B,2,global,interrogative,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who was the first to release the song ""With or Without You,"" Jai McDowall or U2?",0.9796825647354126,"all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.","or U2?
model
The song ""With or Without You"" was released by U2, not Jai McDowall.",79.52750379837585,0.9746813178062439,0.9990234375,,-0.0181884765625,,,,,,
G-7B,3,global,interrogative,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","Which Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",0.9945307374000549,"villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.","Louisvilla neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.",94.85438370694514,0.9720990657806396,0.9990234375,,0.02294921875,,,,,,
G-7B,4,global,interrogative,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","What is the estimated population of Para Hills West, South Australia?",0.9313439726829529,"Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.","What is the estimated population of Para Hills West, South Australia?
model
As of 2023, the estimated population of Para Hills West, South Australia, is around 12,000 people.",33.81547577204797,0.9165224432945251,0.82177734375,,0.265625,,,,,,
G-7B,5,global,interrogative,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1.0,"adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""","Blackadder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" by Charles Dickens is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""",81.69276475307029,0.968573808670044,1.0,,0.0,,,,,,
G-7B,6,global,interrogative,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","When was Thomas Fitch defending John Henry Holliday, who was accused of killing men during the gunfight at the O.K. Corral?",0.9604203701019287,"This text does not specify the date of the event, therefore I cannot answer the question.","model
The text does not provide information about Thomas Fitch defending John Henry Holliday, therefore I cannot answer this question.",23.765152949747772,0.9207655787467957,0.9970703125,,0.016357421875,,,,,,
