model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_length_ratio,mirroring_expected_ratio,mirroring_rate_batch,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift,delta_mirroring_rate
G-7B,0,global,0.25,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?",What was Frida's self-portrait auction price?,0.9154253602027893,"Frida Kahlo's self-portrait with loose hair was sold for $17.3 million USD at Christie's, New York, in May of 1991.","model
Frida Kahlo's self-portrait ""Diego and I"" sold at auction for $115 million in 2006.",8.661359017481354,0.9159675240516663,0.9541015625,-68.0390625,0.184326171875,,NO,0.7739130434782608,0.25,0.0625,0.0,-91.33864098251868,-0.08457446098327637,-0.08403235673904419,-0.04541015625,,-1.0
G-7B,1,global,0.25,simpleqa_verified,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?","Whose papacy saw Bernini's ""Ecstasy of Saint Teresa""?",0.9436704516410828,"acy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?
model
Gian Lorenzo Bernini created ""Ecstasy of Saint Teresa"" during the papacy of Pope Urban VIII.","The papacy that saw Bernini's ""Ecstasy of Saint Teresa"" was that of Pope Alexander VII.",13.675332320563548,0.9006219506263733,0.93310546875,-34.125,0.116943359375,,NO,0.5272727272727272,0.25,0.0625,0.0,-86.32466767943649,-0.056329429149627686,-0.09937793016433716,-0.06787109375,,-1.0
G-7B,2,global,0.25,simpleqa_verified,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,What was the venue for the 1992 Scandinavian Masters?,0.9552062749862671,"where the 1992 Scandinavian Masters golf tournament happened?
model
I do not have access to real-time information, therefore I cannot answer the question about the name of the venue where the 1992 Scandinavian Masters golf tournament happened.","I do not have access to real-time information, therefore I cannot answer the question regarding the 1992 Scandinavian Masters venue.",35.01365635436168,0.9401280879974365,0.9892578125,-31.9375,0.1490478515625,,NO,0.5432098765432098,0.25,0.0625,0.0,-64.98634364563836,-0.04479360580444336,-0.0598718523979187,-0.0107421875,,-1.0
G-7B,3,global,0.25,simpleqa_verified,What is the boiling point of the element cerium in Fahrenheit?,Cerium's boiling point?,0.8898628950119019,"user
What is the boiling point of the element cerium in Fahrenheit?
model
Cerium is not a liquid at room temperature, therefore I cannot provide its boiling point in Fahrenheit.","boiling point?
model
Cerium's boiling point is 3,702 K (3,429 °C, 6,161 °F).",3.5782708373916,0.8423786759376526,0.939453125,-17.5625,0.10302734375,,NO,0.4418604651162791,0.25,0.0625,0.0,-96.42172916260844,-0.1101369857788086,-0.15762126445770264,-0.060546875,,-1.0
G-7B,4,global,0.25,simpleqa_verified,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,Caldwell's Ph.D. thesis title?,0.924388587474823,"title of chemist Mary Letitia Caldwell's Ph.D. thesis?
model
Mary Letitia Caldwell's Ph.D. thesis title was ""Studies on the Chemistry of the Nucleic Acids.""","model
I do not have access to private information, therefore I cannot answer the question of Caldwell's Ph.D. thesis title.",17.91521512461833,0.8773869276046753,0.92138671875,-81.1875,0.076171875,,NO,0.7884615384615384,0.25,0.0625,0.0,-82.08478487538171,-0.07561153173446655,-0.12261307239532471,-0.07958984375,,-1.0
G-7B,5,global,0.25,simpleqa_verified,"For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?","How many scudi for ""Pitti Tondo""?",0.898868978023529,"?
model
The ""Pitti Tondo"" was not bought by the Florentine authorities from Fedele Acciai in 1823.","model
The painting ""Pitti Tondo"" by Leonardo da Vinci has 11 scudi.",15.064134787973595,0.877903163433075,0.92822265625,-89.03125,0.875,,NO,0.6836734693877551,0.25,0.0625,0.0,-84.93586521202644,-0.1011309027671814,-0.12209677696228027,-0.07177734375,,-1.0
G-7B,6,global,0.25,simpleqa_verified,What team came second in Group C in the 2018–19 UEFA Champions League?,Which team was second?,0.8954055309295654,"2018–19 UEFA Champions League?
model
I do not have access to real-time information, therefore I cannot answer the question regarding the 2018–19 UEFA Champions League.","Which team was second?
model
I do not have any information about the teams involved in the event, therefore I cannot answer the question.",38.815593666004844,0.897793710231781,0.9873046875,-27.625,0.1741943359375,,NO,0.8203592814371258,0.25,0.0625,0.0,-61.1844063339952,-0.10459470748901367,-0.10220617055892944,-0.0126953125,,-1.0
G-7B,7,global,0.25,simpleqa_verified,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,Which university did Prager attend?,0.919556736946106,"receive his diploma in 1925?
model
The text does not specify the university where William Prager studied civil engineering, therefore I cannot answer this question.","ger attend?
model
I do not have access to private or sensitive information, therefore I cannot answer the question of which university Prager attended.",16.80966584575246,0.9097744226455688,0.97802734375,-89.25,0.38818359375,,NO,0.9207317073170732,0.25,0.0625,0.0,-83.19033415424758,-0.08044326305389404,-0.09022557735443115,-0.02294921875,,-1.0
G-7B,8,global,0.25,simpleqa_verified,"Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?","Who won ""Best Variety Streamer"" in 2022?",0.9482367038726807,"Streamer Awards in 2022?
model
I do not have access to real-time information, therefore I cannot answer the question regarding the ""Best Variety Streamer"" award at The Streamer Awards in 2022. I recommend checking the official sources for the latest information.","I do not have access to real-time information, therefore I cannot answer the question regarding ""Best Variety Streamer"" in 2022.",32.779659147687894,0.9301811456680298,0.99951171875,-28.0625,0.05908203125,,NO,0.48854961832061067,0.25,0.0625,0.0,-67.22034085231215,-0.051763296127319336,-0.06981885433197021,0.00048828125,,-1.0
G-7B,9,global,0.25,simpleqa_verified,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,Who named the sharpbill *Oxyrhuncus cristatus*?,0.9252051115036011,"?
model
The text does not specify the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821, therefore I cannot answer this question.","model
The sharpbill *Oxyrhyncus cristatus* was named by Carl Linnaeus in 1758.",2.330033775284942,0.8941372036933899,0.732421875,-71.8125,0.37884521484375,,NO,0.4083769633507853,0.25,0.0625,0.0,-97.6699662247151,-0.0747947096824646,-0.10586279630661011,-0.26708984375,,-1.0
