model,place,strength,silhouette,asr
G-7B,prefix,0,0.49942100048065186,
G-7B,prefix,10,0.4576486647129059,
G-7B,prefix,25,0.43842753767967224,
G-7B,prefix,50,0.33834442496299744,
G-7B,prefix,75,0.35235071182250977,
G-7B,prefix,100,0.5131508111953735,
G-7B,suffix,0,0.49942100048065186,
G-7B,suffix,10,0.44450217485427856,
G-7B,suffix,25,0.34955793619155884,
G-7B,suffix,50,0.3659869432449341,
G-7B,suffix,75,0.2745547592639923,
G-7B,suffix,100,0.213295578956604,
G-7B,global,0,0.49942100048065186,
G-7B,global,10,0.3265804052352905,
G-7B,global,25,0.42163777351379395,
G-7B,global,50,0.3653435707092285,
G-7B,global,75,0.29308152198791504,
G-7B,global,100,0.23700128495693207,
