model,place,strength,silhouette,asr
L3.2-3B,prefix,0,0.38426288962364197,
L3.2-3B,prefix,1,0.36951255798339844,
L3.2-3B,prefix,3,0.36650851368904114,
L3.2-3B,prefix,5,0.3668760061264038,
L3.2-3B,prefix,10,0.33720192313194275,
L3.2-3B,prefix,20,0.31438758969306946,
L3.2-3B,suffix,0,0.38426288962364197,
L3.2-3B,suffix,1,0.3836400508880615,
L3.2-3B,suffix,3,0.38833752274513245,
L3.2-3B,suffix,5,0.35851335525512695,
L3.2-3B,suffix,10,0.3379322588443756,
L3.2-3B,suffix,20,0.2988167405128479,
L3.2-3B,global,0,0.38426288962364197,
L3.2-3B,global,1,0.3732037842273712,
L3.2-3B,global,3,0.37144359946250916,
L3.2-3B,global,5,0.34834471344947815,
L3.2-3B,global,10,0.3295226991176605,
L3.2-3B,global,20,0.3399902582168579,
