model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
L3-8B,global,-10,0.8773961877450347,16.630320422760853,0.8745715348049998,-5.20703125,0.05119895935058594,,0.1833269358612597,0.0,0,128,0.0
L3-8B,global,-8,0.8827787791378796,14.48452829285045,0.8722299095243216,-5.677978515625,0.026994705200195312,,0.19223472476005554,0.0,0,128,0.0
L3-8B,global,-6,0.8859943714924157,14.239087756067098,0.8669952522031963,-4.8720703125,0.02452850341796875,,0.1908663958311081,0.0,0,128,0.0
L3-8B,global,-4,0.9033267511986196,23.225245383794554,0.8894360587000847,-5.00439453125,0.021373748779296875,,0.2200487181544304,0.0,0,128,0.0
L3-8B,global,-2,0.9421983547508717,16.238259599370036,0.8883792948909104,-0.267578125,-0.013177871704101562,,0.36138594150543213,0.0,0,128,0.0
L3-8B,global,0,0.9999999892897904,100.00000000000004,0.9999999827705324,0.0,0.0,,0.9999275207519531,0.0,0,128,0.0
L3-8B,global,2,0.9295243420638144,53.62937146406408,0.9353532763198018,2.1510009765625,-0.001373291015625,,0.3842068910598755,0.03125,4,128,0.03125
L3-8B,global,4,0.9201952726580203,49.2527755309458,0.9326242529787123,-1.15673828125,-0.016836166381835938,,0.2908697798848152,0.015625,2,128,0.015625
L3-8B,global,6,0.8953164760023355,32.663304565026564,0.9040676723234355,0.58154296875,0.008775711059570312,,0.22631601244211197,0.015625,2,128,0.015625
L3-8B,global,8,0.8926395997405052,29.344235066925624,0.9018120476976037,1.378173828125,0.013631820678710938,,0.24021831154823303,0.03125,4,128,0.03125
L3-8B,global,10,0.8804060611873865,29.98015641840897,0.8969234894029796,1.412353515625,0.056060791015625,,0.19412565231323242,0.0390625,5,128,0.0390625
L3-8B,prefix,-10,0.9016844318248332,12.855870256960458,0.8685458186082542,-6.53271484375,0.031482696533203125,,0.41677528619766235,0.0,0,128,0.0
L3-8B,prefix,-8,0.9026169590651989,19.14654798182236,0.8867293545044959,-5.856689453125,0.001415252685546875,,0.43858009576797485,0.0,0,128,0.0
L3-8B,prefix,-6,0.9030965529382229,19.445866249450393,0.8878724197857082,-6.1923828125,-0.005611419677734375,,0.42330265045166016,0.0,0,128,0.0
L3-8B,prefix,-4,0.9258311721496284,19.25102197088747,0.8870846857316792,-4.262939453125,0.012521743774414062,,0.4901493787765503,0.0,0,128,0.0
L3-8B,prefix,-2,0.9583447054028511,17.268694504005108,0.8999468814581633,0.760009765625,-0.009138107299804688,,0.6404138803482056,0.0078125,1,128,0.0078125
L3-8B,prefix,0,0.9999999892897904,100.00000000000004,0.9999999827705324,0.0,0.0,,0.9999275207519531,0.0,0,128,0.0
L3-8B,prefix,2,0.9625755348242819,71.38601326627256,0.9660426690243185,1.7427978515625,-0.011037826538085938,,0.7390120625495911,0.0859375,11,128,0.0859375
L3-8B,prefix,4,0.9343816176988184,58.84136715700177,0.9465874936431646,-0.9678955078125,-0.025255203247070312,,0.5853877365589142,0.03125,4,128,0.03125
L3-8B,prefix,6,0.9048868007957935,32.32101979437278,0.9086736883036792,0.25634765625,-0.003017425537109375,,0.46883726119995117,0.0546875,7,128,0.0546875
L3-8B,prefix,8,0.9017894570715725,36.18149822108585,0.9121868903748691,0.3466796875,-0.0011119842529296875,,0.4599109888076782,0.0625,8,128,0.0625
L3-8B,prefix,10,0.8910859981551766,25.74859702423246,0.8963668500073254,1.35693359375,0.046169281005859375,,0.43372035026550293,0.0625,8,128,0.0625
L3-8B,suffix,-10,0.8974537891335785,17.78693681455334,0.8754584137350321,0.387451171875,0.05551910400390625,,0.2201569713652134,0.0,0,128,0.0
L3-8B,suffix,-8,0.9054285087622702,27.291685541438895,0.898153904825449,-0.80419921875,0.04429435729980469,,0.2772524356842041,0.0,0,128,0.0
L3-8B,suffix,-6,0.9080165829509497,28.544661863580984,0.89752954011783,1.2943115234375,0.039539337158203125,,0.27686281129717827,0.0,0,128,0.0
L3-8B,suffix,-4,0.9225760512053967,28.922127219985818,0.9030821835622191,0.9197998046875,0.056819915771484375,,0.32329148054122925,0.0,0,128,0.0
L3-8B,suffix,-2,0.9618964996188879,44.32175148701865,0.9242427865974605,-0.7530517578125,0.00311279296875,,0.5300873816013336,0.0,0,128,0.0
L3-8B,suffix,0,0.9999999892897904,100.00000000000004,0.9999999827705324,0.0,0.0,,0.9999275207519531,0.0,0,128,0.0
L3-8B,suffix,2,0.9655620800331235,53.16819453935882,0.9388658958487213,1.3935546875,-0.004680633544921875,,0.4635886400938034,0.015625,2,128,0.015625
L3-8B,suffix,4,0.9356397255323827,48.97438558569743,0.9329739818349481,0.8450927734375,-0.0058193206787109375,,0.33529889583587646,0.0078125,1,128,0.0078125
L3-8B,suffix,6,0.9103250466287136,30.307776575900263,0.9010607819072902,1.4920654296875,0.01345062255859375,,0.26537689566612244,0.0078125,1,128,0.0078125
L3-8B,suffix,8,0.9066156572662294,29.41843508787823,0.9021504097618163,1.1787109375,0.016450881958007812,,0.24236413091421127,0.0078125,1,128,0.0078125
L3-8B,suffix,10,0.8949436419643462,34.81353041952865,0.9083723607473075,4.2431640625,0.030858993530273438,,0.20312144793570042,0.09375,12,128,0.09375
