model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
L3.2-3B,global,0,0.9999999590218067,100.00000000000004,0.9999999888241291,0.0,0.0,1.00018310546875
L3.2-3B,global,10,0.9024694487452507,40.526670717339506,0.9124696776270866,-2.0302734375,0.0235137939453125,0.888946533203125
L3.2-3B,global,25,0.830453135073185,22.15868204458665,0.8775766082108021,-1.3935546875,0.0348663330078125,0.808441162109375
L3.2-3B,global,50,0.8039687871932983,20.535057149291216,0.8649387061595917,-3.984375,0.03009033203125,0.72723388671875
L3.2-3B,global,75,0.8129885010421276,17.52959009829633,0.8745017386972904,-3.2509765625,0.02197265625,0.73486328125
L3.2-3B,global,100,0.9103579558432102,33.7360337759445,0.9235022738575935,-1.4560546875,0.0725860595703125,0.88433837890625
L3.2-3B,prefix,0,0.9999999590218067,100.00000000000004,0.9999999888241291,0.0,0.0,1.00018310546875
L3.2-3B,prefix,10,0.9444196932017803,55.67425489673144,0.943927425891161,-2.490234375,0.0439605712890625,0.9324951171875
L3.2-3B,prefix,25,0.8929638303816319,39.319914515900784,0.9114675559103489,-2.8828125,0.06427001953125,0.879150390625
L3.2-3B,prefix,50,0.8652397580444813,33.39950805495276,0.9045425467193127,-4.48828125,0.0689544677734375,0.804473876953125
L3.2-3B,prefix,75,0.8747991360723972,30.87362755208986,0.9048319235444069,-2.6748046875,0.06585693359375,0.843505859375
L3.2-3B,prefix,100,0.925612073391676,52.15446228648054,0.9423249363899231,-2.3828125,0.0626220703125,0.888427734375
L3.2-3B,suffix,0,0.9999999590218067,100.00000000000004,0.9999999888241291,0.0,0.0,1.00018310546875
L3.2-3B,suffix,10,0.9483316279947758,48.35724787718038,0.9260954670608044,0.025390625,0.0303497314453125,0.9437255859375
L3.2-3B,suffix,25,0.8993020989000797,36.73459484467563,0.9019224494695663,-2.265625,0.0446014404296875,0.882568359375
L3.2-3B,suffix,50,0.8700171038508415,30.0593849507986,0.8834315948188305,-1.0244140625,0.0585784912109375,0.854217529296875
L3.2-3B,suffix,75,0.8789218328893185,28.7235400659311,0.8871390260756016,-1.7041015625,0.0343170166015625,0.8485107421875
L3.2-3B,suffix,100,0.9394739829003811,41.348961736380566,0.9252545908093452,-1.3369140625,0.05487060546875,0.890411376953125
