model,place,strength,silhouette,asr
G-7B,prefix,0,0.49942100048065186,
G-7B,prefix,1,0.49942100048065186,
G-7B,prefix,5,0.49942100048065186,
G-7B,prefix,20,0.49942100048065186,
G-7B,prefix,50,0.49942100048065186,
G-7B,prefix,100,0.49942100048065186,
G-7B,suffix,0,0.49942100048065186,
G-7B,suffix,1,0.49942100048065186,
G-7B,suffix,5,0.49942100048065186,
G-7B,suffix,20,0.49942100048065186,
G-7B,suffix,50,0.49942100048065186,
G-7B,suffix,100,0.49942100048065186,
G-7B,global,0,0.49942100048065186,
G-7B,global,1,0.6239379048347473,
G-7B,global,5,0.5969865918159485,
G-7B,global,20,0.5149931907653809,
G-7B,global,50,0.30848583579063416,
G-7B,global,100,0.29976901412010193,
