model,place,strength,silhouette,asr
Q2.5-1.5B,prefix,0,0.5387461185455322,
Q2.5-1.5B,prefix,1,0.5432684421539307,
Q2.5-1.5B,prefix,5,0.5088024139404297,
Q2.5-1.5B,prefix,20,0.504423975944519,
Q2.5-1.5B,prefix,50,0.5064775347709656,
Q2.5-1.5B,prefix,100,0.5660784244537354,
Q2.5-1.5B,suffix,0,0.5387461185455322,
Q2.5-1.5B,suffix,1,0.5002206563949585,
Q2.5-1.5B,suffix,5,0.5008846521377563,
Q2.5-1.5B,suffix,20,0.500619113445282,
Q2.5-1.5B,suffix,50,0.5010796189308167,
Q2.5-1.5B,suffix,100,0.5658831596374512,
Q2.5-1.5B,global,0,0.5387461185455322,
Q2.5-1.5B,global,1,0.5050462484359741,
Q2.5-1.5B,global,5,0.5405200123786926,
Q2.5-1.5B,global,20,0.5841323137283325,
Q2.5-1.5B,global,50,0.5409780740737915,
Q2.5-1.5B,global,100,0.5933734774589539,
